year,state,county,share_medical_debt_coll,share_medical_debt_coll_quality
2023,05,031,0.1359807,1
2023,05,033,0.0484375,1
2023,05,035,0.1525424,1
2023,05,037,0.1058601,1
2023,05,039,0.1606218,1
2023,05,041,0.10344830000000001,1
2023,05,043,0.1516755,1
2023,05,045,0.0512284,1
2023,05,047,0.0646465,1
2023,05,049,0.0833333,1
2023,05,051,0.0504615,1
2023,05,053,0.0551601,1
2023,05,055,0.1160261,1
2023,05,057,0.1093502,1
2023,05,059,0.04,1
2023,05,061,0.1264368,1
2023,05,063,0.0620748,1
2023,05,065,0.0860534,1
2023,05,067,0.0951374,1
2023,05,069,0.1059908,1
2023,05,071,0.0727003,1
2023,05,073,0.102439,1
2023,05,075,0.1026549,1
2023,05,077,0.1128205,1
2023,05,079,0.1025641,1
2023,05,081,0.1305556,1
2023,05,083,0.0682853,1
2023,05,085,0.0452946,1
2023,05,087,0.0595534,1
2023,05,089,0.1175439,1
2023,05,091,0.1156463,1
2023,05,093,0.1436077,1
2023,05,095,0.0628019,1
2023,05,097,0.0588235,1
2023,05,099,0.0846561,1
2023,05,101,0.0301724,1
2023,05,103,0.0632911,1
2023,05,105,0.0384615,1
2023,05,107,0.1150628,1
2023,05,109,0.0510949,1
2023,05,111,0.172028,1
2023,05,113,0.0559322,1
2023,05,115,0.055332,1
2023,05,117,0.0420561,1
2023,05,119,0.0406132,1
2023,05,121,0.0998152,1
2023,05,123,0.0998308,1
2023,05,125,0.0356961,1
2023,05,127,0.1254613,1
2023,05,129,0.035,1
2023,05,131,0.0546777,1
2023,05,133,0.1208054,1
2023,05,135,0.0765217,1
2023,05,137,0.0534591,1
2023,05,139,0.0885874,1
2023,05,141,0.0381679,1
2023,05,143,0.0683463,1
2023,05,145,0.0334021,1
2023,05,147,0.0582011,1
2023,05,149,0.0463576,1
2023,06,001,0.0231784,1
2023,06,003,NA,NA
2023,06,005,0.0313695,1
2023,06,007,0.0342616,1
2023,06,009,0.0393103,1
2023,06,011,0.0225035,1
2023,06,013,0.0363268,1
2023,06,015,0.0401003,1
2023,06,017,0.037554,1
2023,06,019,0.0392996,1
2023,06,021,0.0151163,1
2023,06,023,0.0240964,1
2023,06,025,0.053443,1
2023,06,027,0.0235935,1
2023,06,029,0.042368,1
2023,06,031,0.0346792,1
2023,06,033,0.0406699,1
2023,06,035,0.093185,1
2023,06,037,0.0267373,1
2023,06,039,0.0373408,1
2023,06,041,0.009216,1
2023,06,043,0.0386555,1
2023,06,045,0.0389747,1
2023,06,047,0.0411885,1
2023,06,049,0.0804196,1
2023,06,051,0.0337662,1
2023,06,053,0.0618252,1
2023,06,055,0.0260429,1
2023,06,057,0.0278022,1
2023,06,059,0.0250524,1
2023,06,061,0.0180818,1
2023,06,063,0.0695518,1
2023,06,065,0.0352645,1
2023,06,067,0.0336212,1
2023,06,069,0.0635614,1
2023,06,071,0.0377166,1
2023,06,073,0.0298773,1
2023,06,075,0.0116147,1
2023,06,077,0.0320675,1
2023,06,079,0.0227144,1
2023,06,081,0.0161929,1
2023,06,083,0.0172414,1
2023,06,085,0.0117224,1
2023,06,087,0.0138382,1
2023,06,089,0.0236615,1
2023,06,091,0.0595238,1
2023,06,093,0.037448,1
2023,06,095,0.0384997,1
2023,06,097,0.0218896,1
2023,06,099,0.0354482,1
2023,06,101,0.0424837,1
2023,06,103,0.0300493,1
2023,06,105,0.054878,1
2023,06,107,0.0317508,1
2023,06,109,0.0447154,1
2023,06,111,0.0198919,1
2023,06,113,0.016383000000000002,1
2023,06,115,0.0374737,1
2023,08,001,0,1
2023,08,003,0,1
2023,08,005,0,1
2023,08,007,0,1
2023,08,009,0,1
2023,08,011,0,1
2023,08,013,0,1
2023,08,014,0,1
2023,08,015,0,1
2023,08,017,0,1
2023,08,019,0,1
2023,08,021,0,1
2023,08,023,0,1
2023,08,025,0,1
2023,08,027,0,1
2023,08,029,0,1
2023,08,031,1.865e-4,1
2023,08,033,0,1
2023,08,035,0,1
2023,08,037,0,1
2023,08,039,0,1
2023,08,041,4.55e-5,1
2023,08,043,0,1
2023,08,045,0,1
2023,08,047,0,1
2023,08,049,0,1
2023,08,051,0,1
2023,08,053,NA,NA
2023,08,055,0,1
2023,08,057,NA,NA
2023,08,059,0,1
2023,08,061,0,1
2023,08,063,0,1
2023,08,065,0,1
2023,08,067,0,1
2023,08,069,0,1
2023,08,071,0,1
2023,08,073,0,1
2023,08,075,0,1
2023,08,077,0,1
2023,08,079,NA,NA
2023,08,081,0,1
2023,08,083,0,1
2023,08,085,0,1
2023,08,087,0,1
2023,08,089,0,1
2023,08,091,0,1
2023,08,093,0,1
2023,08,095,0,1
2023,08,097,0,1
2023,08,099,0,1
2023,08,101,1.954e-4,1
2023,08,103,0,1
2023,08,105,0,1
2023,08,107,0.001224,1
2023,08,109,0,1
2023,08,111,NA,NA
2023,08,113,0,1
2023,08,115,0,1
2023,08,117,0,1
2023,08,119,0,1
2023,08,121,0,1
2023,08,123,0,1
2023,08,125,0,1
2023,09,001,0.0412051,1
2023,09,003,0.0380915,1
2023,09,005,0.0471667,1
2023,09,007,0.0199926,1
2023,09,009,0.0272711,1
2023,09,011,0.0292315,1
2023,09,013,0.0219298,1
2023,09,015,0.0318403,1
2023,10,001,0.0679481,1
2023,10,003,0.0868716,1
2023,10,005,0.0504691,1
2023,11,001,0.0173506,1
2023,12,001,0.0333695,1
2023,12,003,0.055814,1
2023,12,005,0.0841735,1
2023,12,007,0.0986437,1
2023,12,009,0.1042304,1
2023,12,011,0.0601476,1
2023,12,013,0.1090426,1
2023,12,015,0.0364126,1
2023,12,017,0.0750174,1
2023,12,019,0.0676261,1
2023,12,021,0.0366878,1
2023,12,023,0.0980392,1
2023,12,027,0.0580169,1
2023,12,029,0.0876827,1
2023,12,031,0.0843609,1
2023,12,033,0.0757854,1
2023,12,035,0.055265,1
2023,12,037,0.0825959,1
2023,12,039,0.1239607,1
2023,12,041,0.0596546,1
2023,12,043,0.0808081,1
2023,12,045,0.0502183,1
2023,12,047,0.1019523,1
2023,12,049,0.1239669,1
2023,12,051,0.1517707,1
2023,12,053,0.0678923,1
2023,12,055,0.067457,1
2023,12,057,0.0761067,1
2023,12,059,0.0705467,1
2023,12,061,0.039038,1
2023,12,063,0.1536293,1
2023,12,065,0.0644007,1
2023,12,067,0.0592105,1
2023,12,069,0.0731779,1
2023,12,071,0.031704,1
2023,12,073,0.050747,1
2023,12,075,0.0747599,1
2023,12,077,0.0649351,1
2023,12,079,0.0549683,1
2023,12,081,0.0845139,1
2023,12,083,0.0740524,1
2023,12,085,0.0473684,1
2023,12,086,0.0401037,1
2023,12,087,0.1050812,1
2023,12,089,0.0446483,1
2023,12,091,0.0579112,1
2023,12,093,0.0946052,1
2023,12,095,0.0933612,1
2023,12,097,0.0994047,1
2023,12,099,0.0591921,1
2023,12,101,0.0759506,1
2023,12,103,0.0800223,1
2023,12,105,0.0891615,1
2023,12,107,0.1055623,1
2023,12,109,0.0344125,1
2023,12,111,0.0697828,1
2023,12,113,0.0620042,1
2023,12,115,0.0588632,1
2023,12,117,0.0805684,1
2023,12,119,0.0316725,1
2023,12,121,0.0745798,1
2023,12,123,0.1381381,1
2023,12,125,0.0734908,1
2023,12,127,0.0733648,1
2023,12,129,0.056621,1
2023,12,131,0.0363139,1
2023,12,133,0.0740741,1
2023,13,001,0.0871022,1
2023,13,003,0.1666667,1
2023,13,005,0.0822368,1
2023,13,007,0.1466667,1
2023,13,009,0.1534527,1
2023,13,011,0.1036269,1
2023,13,013,0.0750261,1
2023,13,015,0.0935374,1
2023,13,017,0.1126984,1
2023,13,019,0.1270903,1
2023,13,021,0.1649337,1
2023,13,023,0.1473088,1
2023,13,025,0.0986547,1
2023,13,027,0.2031963,1
2023,13,029,0.0761494,1
2023,13,031,0.1692238,1
2023,13,033,0.124183,1
2023,13,035,0.1113861,1
2023,13,037,0.0875912,1
2023,13,039,0.0793478,1
2023,13,043,0.1428571,1
2023,13,045,0.1164951,1
2023,13,047,0.0985636,1
2023,13,049,0.1205212,1
2023,13,051,0.124385,1
2023,13,053,0.0498339,1
2023,13,055,0.1353482,1
2023,13,057,0.0377837,1
2023,13,059,0.0493412,1
2023,13,061,0.0666667,1
2023,13,063,0.0658545,1
2023,13,065,0.0964467,1
2023,13,067,0.0467966,1
2023,13,069,0.1533898,1
2023,13,071,0.0706436,1
2023,13,073,0.0727196,1
2023,13,075,0.1106796,1
2023,13,077,0.0773294,1
2023,13,079,0.1618123,1
2023,13,081,0.1671924,1
2023,13,083,0.139738,1
2023,13,085,0.0638086,1
2023,13,087,0.1340852,1
2023,13,089,0.0442052,1
2023,13,091,0.1210191,1
2023,13,093,0.1461539,1
2023,13,095,0.0827097,1
2023,13,097,0.0821656,1
2023,13,099,0.038961,1
2023,13,101,0.1507937,1
2023,13,103,0.0705009,1
2023,13,105,0.1177474,1
2023,13,107,0.10691,1
2023,13,109,0.1585761,1
2023,13,111,0.071267,1
2023,13,113,0.0339372,1
2023,13,115,0.1257925,1
2023,13,117,0.0284981,1
2023,13,119,0.1055901,1
2023,13,121,0.0455019,1
2023,13,123,0.0939335,1
2023,13,125,0.0886076,1
2023,13,127,0.1022511,1
2023,13,129,0.1210469,1
2023,13,131,0.1210191,1
2023,13,133,0.0636215,1
2023,13,135,0.0417126,1
2023,13,137,0.0856731,1
2023,13,139,0.0926355,1
2023,13,141,0.1913043,1
2023,13,143,0.1197411,1
2023,13,145,0.0718133,1
2023,13,147,0.1060241,1
2023,13,149,0.1048159,1
2023,13,151,0.0498691,1
2023,13,153,0.1138113,1
2023,13,155,0.0559702,1
2023,13,157,0.0666216,1
2023,13,159,0.1117886,1
2023,13,161,0.0792291,1
2023,13,163,0.1460177,1
2023,13,165,0.1895911,1
2023,13,167,0.0511364,1
2023,13,169,0.1143868,1
2023,13,171,0.1056106,1
2023,13,173,0.1557789,1
2023,13,175,0.1134709,1
2023,13,177,0.0594059,1
2023,13,179,0.1279962,1
2023,13,181,0.1038462,1
2023,13,183,0.1084906,1
2023,13,185,0.1096467,1
2023,13,187,0.0889396,1
2023,13,189,0.1843251,1
2023,13,191,0.0968523,1
2023,13,193,0.1179625,1
2023,13,195,0.0564854,1
2023,13,197,0.0632911,1
2023,13,199,0.1846154,1
2023,13,201,0.0478723,1
2023,13,205,0.1725806,1
2023,13,207,0.1206897,1
2023,13,209,0.1201717,1
2023,13,211,0.0851371,1
2023,13,213,0.1178797,1
2023,13,215,0.1095867,1
2023,13,217,0.0824742,1
2023,13,219,0.0229991,1
2023,13,221,0.0567376,1
2023,13,223,0.0834915,1
2023,13,225,0.1767338,1
2023,13,227,0.0517857,1
2023,13,229,0.1237785,1
2023,13,231,0.0879541,1
2023,13,233,0.1468023,1
2023,13,235,0.1409692,1
2023,13,237,0.1152263,1
2023,13,239,0.0512821,1
2023,13,241,0.0694698,1
2023,13,243,0.0962567,1
2023,13,245,0.173968,1
2023,13,247,0.0793173,1
2023,13,249,0.027027,1
2023,13,251,0.1946721,1
2023,13,253,0.0766551,1
2023,13,255,0.0844521,1
2023,13,257,0.1023256,1
2023,13,259,0.1142857,1
2023,13,261,0.1112412,1
2023,13,263,0.1610738,1
2023,13,265,0.1481481,1
2023,13,267,0.1518987,1
2023,13,269,0.1801242,1
2023,13,271,0.0758294,1
2023,13,273,0.0804196,1
2023,13,275,0.1184388,1
2023,13,277,0.0882117,1
2023,13,279,0.1445498,1
2023,13,281,0.0519187,1
2023,13,283,0.1428571,1
2023,13,285,0.0983679,1
2023,13,287,0.0830189,1
2023,13,289,0.1003584,1
2023,13,291,0.0624277,1
2023,13,293,0.1451247,1
2023,13,295,0.1391029,1
2023,13,297,0.0538721,1
2023,13,299,0.1576577,1
2023,13,301,0.172973,1
2023,13,303,0.1045242,1
2023,13,305,0.1577381,1
2023,13,307,NA,NA
2023,13,309,0.1384615,1
2023,13,311,0.0986985,1
2023,13,313,0.0920285,1
2023,13,315,0.1785714,1
2023,13,317,0.115016,1
2023,13,319,0.1863799,1
2023,13,321,0.0788591,1
2023,15,001,0.009846,1
2023,15,003,0.0114167,1
2023,15,005,NA,NA
2023,15,007,0.007611,1
2023,15,009,0.0202966,1
2023,16,001,0.0267332,1
2023,16,003,0.0410959,1
2023,16,005,0.0835777,1
2023,16,007,0.0252525,1
2023,16,009,0.0154321,1
2023,16,011,0.0597983,1
2023,16,013,0.0224439,1
2023,16,015,0.0273038,1
2023,16,017,0.0100413,1
2023,16,019,0.0283444,1
2023,16,021,0.0072464,1
2023,16,023,0.025641,1
2023,16,025,NA,NA
2023,16,027,0.0443591,1
2023,16,029,0.0630252,1
2023,16,031,0.0429185,1
2023,16,033,NA,NA
2023,16,035,0.0241935,1
2023,16,037,0.0134228,1
2023,16,039,0.0358796,1
2023,16,041,0.0119904,1
2023,16,043,0.035443,1
2023,16,045,0.0276923,1
2023,16,047,0.0208333,1
2023,16,049,0.0241449,1
2023,16,051,0.032,1
2023,16,053,0.0293296,1
2023,16,055,0.0200415,1
2023,16,057,0.0136986,1
2023,16,059,0.03861,1
2023,16,061,0.025,1
2023,16,063,0.0326087,1
2023,16,065,0.0138889,1
2023,16,067,0.05,1
2023,16,069,0.0420595,1
2023,16,071,0.038961,1
2023,16,073,0.045584,1
2023,16,075,0.0323741,1
2023,16,077,0.0614754,1
2023,16,079,0.0249433,1
2023,16,081,0.0314136,1
2023,16,083,0.0326774,1
2023,16,085,0.0157068,1
2023,16,087,0.0306748,1
2023,17,001,0.0560345,1
2023,17,003,0.1118421,1
2023,17,005,0.06621,1
2023,17,007,0.0652709,1
2023,17,009,0.0597015,1
2023,17,011,0.0695733,1
2023,17,013,0.0377358,1
2023,17,015,0.0207039,1
2023,17,017,0.0578704,1
2023,17,019,0.072665,1
2023,17,021,0.0496454,1
2023,17,023,0.0622407,1
2023,17,025,0.0803324,1
2023,17,027,0.0392523,1
2023,17,029,0.1407297,1
2023,17,031,0.0464321,1
2023,17,033,0.0397237,1
2023,17,035,0.1030303,1
2023,17,037,0.0466145,1
2023,17,039,0.0618337,1
2023,17,041,0.0848896,1
2023,17,043,0.0527238,1
2023,17,045,0.0836576,1
2023,17,047,0.04375,1
2023,17,049,0.056239,1
2023,17,051,0.0486381,1
2023,17,053,0.065534,1
2023,17,055,0.0342523,1
2023,17,057,0.0794118,1
2023,17,059,0.0681818,1
2023,17,061,0.0364146,1
2023,17,063,0.0990354,1
2023,17,065,0.039604,1
2023,17,067,0.0659537,1
2023,17,069,0.0168067,1
2023,17,071,0.0695187,1
2023,17,073,0.0300401,1
2023,17,075,0.0544835,1
2023,17,077,0.0394644,1
2023,17,079,0.0466667,1
2023,17,081,0.1091073,1
2023,17,083,0.0231023,1
2023,17,085,0.0446194,1
2023,17,087,0.0482574,1
2023,17,089,0.0660539,1
2023,17,091,0.0429602,1
2023,17,093,0.0813858,1
2023,17,095,0.0572776,1
2023,17,097,0.0477155,1
2023,17,099,0.0688746,1
2023,17,101,0.0473684,1
2023,17,103,0.0393542,1
2023,17,105,0.0662432,1
2023,17,107,0.039312,1
2023,17,109,0.0421607,1
2023,17,111,0.045006,1
2023,17,113,0.0464931,1
2023,17,115,0.0987496,1
2023,17,117,0.0644728,1
2023,17,119,0.0620398,1
2023,17,121,0.115894,1
2023,17,123,0.0550725,1
2023,17,125,0.0295567,1
2023,17,127,0.0694444,1
2023,17,129,0.0250696,1
2023,17,131,0.0263692,1
2023,17,133,0.0188501,1
2023,17,135,0.078478,1
2023,17,137,0.0500511,1
2023,17,139,0.0947631,1
2023,17,141,0.0511883,1
2023,17,143,0.04536,1
2023,17,145,0.0447227,1
2023,17,147,0.0634615,1
2023,17,149,0.0480167,1
2023,17,151,0.0375,1
2023,17,153,0.0632911,1
2023,17,155,0.0899471,1
2023,17,157,0.0924658,1
2023,17,159,0.0672098,1
2023,17,161,0.0347541,1
2023,17,163,0.0614149,1
2023,17,165,0.0406091,1
2023,17,167,0.0386676,1
2023,17,169,0.0654206,1
2023,17,171,0.035461,1
2023,17,173,0.1162029,1
2023,17,175,0.0227273,1
2023,17,177,0.0343378,1
2023,17,179,0.0391912,1
2023,17,181,0.0366599,1
2023,17,183,0.1101966,1
2023,17,185,0.0640668,1
2023,17,187,0.0472028,1
2023,17,189,0.0424528,1
2023,17,191,0.0517647,1
2023,17,193,0.0473118,1
2023,17,195,0.067446999999999993,1
2023,17,197,0.0638848,1
2023,17,199,0.0379805,1
2023,17,201,0.0740072,1
2023,17,203,0.0302506,1
2023,18,001,0.061117,1
2023,18,003,0.052812,1
2023,18,005,0.0382555,1
2023,18,007,0.0857143,1
2023,18,009,0.0659341,1
2023,18,011,0.0615862,1
2023,18,013,0.0289575,1
2023,18,015,0.0867508,1
2023,18,017,0.119403,1
2023,18,019,0.0977387,1
2023,18,021,0.0547445,1
2023,18,023,0.1237425,1
2023,18,025,0.0835579,1
2023,18,027,0.0465394,1
2023,18,029,0.0720775,1
2023,18,031,0.0993865,1
2023,18,033,0.0921626,1
2023,18,035,0.0473245,1
2023,18,037,0.0430267,1
2023,18,039,0.0735342,1
2023,18,041,0.0503401,1
2023,18,043,0.0786008,1
2023,18,045,0.0709091,1
2023,18,047,0.0601399,1
2023,18,049,0.1004566,1
2023,18,051,0.0630798,1
2023,18,053,0.1101902,1
2023,18,055,0.0691489,1
2023,18,057,0.0319838,1
2023,18,059,0.0681897,1
2023,18,061,0.0662202,1
2023,18,063,0.0622951,1
2023,18,065,0.0558408,1
2023,18,067,0.0857678,1
2023,18,069,0.0594142,1
2023,18,071,0.0976479,1
2023,18,073,0.0607211,1
2023,18,075,0.0752864,1
2023,18,077,0.0864917,1
2023,18,079,0.062645,1
2023,18,081,0.0644094,1
2023,18,083,0.0971323,1
2023,18,085,0.0682183,1
2023,18,087,0.0322917,1
2023,18,089,0.0651376,1
2023,18,091,0.0516336,1
2023,18,093,0.0720165,1
2023,18,095,0.0441826,1
2023,18,097,0.0789154,1
2023,18,099,0.0552727,1
2023,18,101,0.0463215,1
2023,18,103,0.0672182,1
2023,18,105,0.0480211,1
2023,18,107,0.057971,1
2023,18,109,0.0776699,1
2023,18,111,0.0782241,1
2023,18,113,0.0842857,1
2023,18,115,0.0779221,1
2023,18,117,0.0528926,1
2023,18,119,0.085034,1
2023,18,121,0.0568928,1
2023,18,123,0.0750916,1
2023,18,125,0.056701,1
2023,18,127,0.0387539,1
2023,18,129,0.0227818,1
2023,18,131,0.0725995,1
2023,18,133,0.0840787,1
2023,18,135,0.0603217,1
2023,18,137,0.0521832,1
2023,18,139,0.1380671,1
2023,18,141,0.0436463,1
2023,18,143,0.0988447,1
2023,18,145,0.0886981,1
2023,18,147,0.0521327,1
2023,18,149,0.0682788,1
2023,18,151,0.0858447,1
2023,18,153,0.048951,1
2023,18,155,0.0916031,1
2023,18,157,0.0767373,1
2023,18,159,0.055666,1
2023,18,161,0.0202429,1
2023,18,163,0.0545455,1
2023,18,165,0.049505,1
2023,18,167,0.0617785,1
2023,18,169,0.0322906,1
2023,18,171,0.0759494,1
2023,18,173,0.038661,1
2023,18,175,0.0653983,1
2023,18,177,0.0285855,1
2023,18,179,0.0290503,1
2023,18,181,0.1198402,1
2023,18,183,0.0438842,1
2023,19,001,0.0297872,1
2023,19,003,0.036036,1
2023,19,005,0.0644258,1
2023,19,007,0.0864865,1
2023,19,009,0.02,1
2023,19,011,0.0520966,1
2023,19,013,0.0490576,1
2023,19,015,0.0410133,1
2023,19,017,0.0183246,1
2023,19,019,0.0537634,1
2023,19,021,0.046595,1
2023,19,023,0.016092,1
2023,19,025,0.0289389,1
2023,19,027,0.0174881,1
2023,19,029,0.0547619,1
2023,19,031,0.0190972,1
2023,19,033,0.0254545,1
2023,19,035,0.021978,1
2023,19,037,0.0166205,1
2023,19,039,0.0892308,1
2023,19,041,0.0205993,1
2023,19,043,0.0326087,1
2023,19,045,0.0431507,1
2023,19,047,0.0774194,1
2023,19,049,0.0348235,1
2023,19,051,0.0237154,1
2023,19,053,0.026178,1
2023,19,055,0.0231214,1
2023,19,057,0.050041,1
2023,19,059,0.0094937,1
2023,19,061,0.0185704,1
2023,19,063,0.0074074,1
2023,19,065,0.0636704,1
2023,19,067,0.0477223,1
2023,19,069,0.0076046,1
2023,19,071,0.0328638,1
2023,19,073,0.0465116,1
2023,19,075,0.0241935,1
2023,19,077,0.0280374,1
2023,19,079,0.0802603,1
2023,19,081,0.0209581,1
2023,19,083,0.041502,1
2023,19,085,0.022869,1
2023,19,087,0.0829016,1
2023,19,089,0.024055,1
2023,19,091,0.0064935,1
2023,19,093,0.0181818,1
2023,19,095,0.020284,1
2023,19,097,0.0452418,1
2023,19,099,0.0477064,1
2023,19,101,0.0822785,1
2023,19,103,0.0229508,1
2023,19,105,0.0314961,1
2023,19,107,0.0688525,1
2023,19,109,0.0196078,1
2023,19,111,0.0590631,1
2023,19,113,0.0354114,1
2023,19,115,0.0457516,1
2023,19,117,0.0742358,1
2023,19,119,0.002849,1
2023,19,121,0.0412541,1
2023,19,123,0.052161,1
2023,19,125,0.0657143,1
2023,19,127,0.0354978,1
2023,19,129,0.0181818,1
2023,19,131,0.0196721,1
2023,19,133,0.0185874,1
2023,19,135,0.106383,1
2023,19,137,0.0821114,1
2023,19,139,0.0188531,1
2023,19,141,0.0094787,1
2023,19,143,0,1
2023,19,145,0.0251889,1
2023,19,147,0.015748,1
2023,19,149,0.0121507,1
2023,19,151,0.055336,1
2023,19,153,0.0280728,1
2023,19,155,0.0423846,1
2023,19,157,0.0253165,1
2023,19,159,0.0442478,1
2023,19,161,0.0295203,1
2023,19,163,0.0252256,1
2023,19,165,0.039886,1
2023,19,167,0.0127796,1
2023,19,169,0.0337995,1
2023,19,171,0.0623742,1
2023,19,173,0.0594595,1
2023,19,175,0.0650155,1
2023,19,177,0.0304569,1
2023,19,179,0.0815739,1
2023,19,181,0.0252918,1
2023,19,183,0.0622155,1
2023,19,185,0.0663507,1
2023,19,187,0.0421632,1
2023,19,189,0.0229508,1
2023,19,191,0.012987,1
2023,19,193,0.0548981,1
2023,19,195,0.0195122,1
2023,19,197,0.038674,1
2023,20,001,0.1810585,1
2023,20,003,0.0695652,1
2023,20,005,0.0359408,1
2023,20,007,0.0348837,1
2023,20,009,0.0727513,1
2023,20,011,0.0781609,1
2023,20,013,0.0359477,1
2023,20,015,0.0433915,1
2023,20,017,0.0655738,1
2023,20,019,0.05,1
2023,20,021,0.077686,1
2023,20,023,0.0704225,1
2023,20,025,NA,NA
2023,20,027,0.0618182,1
2023,20,029,0.0772358,1
2023,20,031,0.047619,1
2023,20,033,0.0344828,1
2023,20,035,0.0475737,1
2023,20,037,0.0648995,1
2023,20,039,0.04,1
2023,20,041,0.0732899,1
2023,20,043,0.0096618,1
2023,20,045,0.0523965,1
2023,20,047,0.0434783,1
2023,20,049,0.0657895,1
2023,20,051,0.0802326,1
2023,20,053,0.0574713,1
2023,20,055,0.0667276,1
2023,20,057,0.0473568,1
2023,20,059,0.1281407,1
2023,20,061,0.0570676,1
2023,20,063,0.0612245,1
2023,20,065,0.0581395,1
2023,20,067,0.0245098,1
2023,20,069,0.02,1
2023,20,071,NA,NA
2023,20,073,0.0687831,1
2023,20,075,0.0416667,1
2023,20,077,0.0591716,1
2023,20,079,0.0390144,1
2023,20,081,0.0618557,1
2023,20,083,NA,NA
2023,20,085,0.0305011,1
2023,20,087,0.0354839,1
2023,20,089,0.0253165,1
2023,20,091,0.0378404,1
2023,20,093,0.0380952,1
2023,20,095,0.0619048,1
2023,20,097,0.0138889,1
2023,20,099,0.1196581,1
2023,20,101,0.0588235,1
2023,20,103,0.0621444,1
2023,20,105,0.1265823,1
2023,20,107,0.0909091,1
2023,20,109,0.0333333,1
2023,20,111,0.0736607,1
2023,20,113,0.0769231,1
2023,20,115,0.0326409,1
2023,20,117,0.0392157,1
2023,20,119,0.0258621,1
2023,20,121,0.0622711,1
2023,20,123,0.0233918,1
2023,20,125,0.088565,1
2023,20,127,0.0419162,1
2023,20,129,0.0394737,1
