year,state,county,share_debt_coll,share_debt_coll_quality
2018,01,001,0.3600439,1
2018,01,003,0.2832043,1
2018,01,005,0.4209115,1
2018,01,007,0.4337748,1
2018,01,009,0.3421965,1
2018,01,011,0.4657534,1
2018,01,013,0.4231975,1
2018,01,015,0.4521073,1
2018,01,017,0.4423381,1
2018,01,019,0.3994845,1
2018,01,021,0.4165478,1
2018,01,023,0.4060914,1
2018,01,025,0.4462366,1
2018,01,027,0.3908046,1
2018,01,029,0.3442623,1
2018,01,031,0.3,1
2018,01,033,0.3774835,1
2018,01,035,0.4303797,1
2018,01,037,0.4823529,1
2018,01,039,0.4412238,1
2018,01,041,0.4,1
2018,01,043,0.3585175,1
2018,01,045,0.3580902,1
2018,01,047,0.5616224,1
2018,01,049,0.3880743,1
2018,01,051,0.3207843,1
2018,01,053,0.4471154,1
2018,01,055,0.3997509,1
2018,01,057,0.4172662,1
2018,01,059,0.4401709,1
2018,01,061,0.3549696,1
2018,01,063,0.5254237,1
2018,01,065,0.4855967,1
2018,01,067,0.3295455,1
2018,01,069,0.3526946,1
2018,01,071,0.3522316,1
2018,01,073,0.4041579,1
2018,01,075,0.3425926,1
2018,01,077,0.3512195,1
2018,01,079,0.4497258,1
2018,01,081,0.3467153,1
2018,01,083,0.3368569,1
2018,01,085,0.5225806,1
2018,01,087,0.5204082,1
2018,01,089,0.335575,1
2018,01,091,0.444795,1
2018,01,093,0.4065934,1
2018,01,095,0.3618785,1
2018,01,097,0.4357154,1
2018,01,099,0.4263323,1
2018,01,101,0.4803552,1
2018,01,103,0.3933842,1
2018,01,105,0.5378152,1
2018,01,107,0.4919614,1
2018,01,109,0.3982684,1
2018,01,111,0.388724,1
2018,01,113,0.5163599,1
2018,01,115,0.3518931,1
2018,01,117,0.2556732,1
2018,01,119,0.467033,1
2018,01,121,0.5281523,1
2018,01,123,0.4077381,1
2018,01,125,0.4068787,1
2018,01,127,0.4135922,1
2018,01,129,0.4099617,1
2018,01,131,0.502463,1
2018,01,133,0.4196185,1
2018,02,013,NA,3
2018,02,016,NA,3
2018,02,020,0.3067729,1
2018,02,050,0.4581006,1
2018,02,060,NA,3
2018,02,068,NA,3
2018,02,070,0.2941177,1
2018,02,090,0.2857143,1
2018,02,100,NA,3
2018,02,105,NA,NA
2018,02,110,0.2282398,1
2018,02,122,0.2643948,1
2018,02,130,0.2988048,1
2018,02,150,0.1780822,1
2018,02,158,0.5068493,1
2018,02,164,NA,3
2018,02,170,0.2716928,1
2018,02,180,0.3103448,1
2018,02,185,0.4,1
2018,02,188,0.4358974,1
2018,02,195,NA,3
2018,02,198,0.2987013,1
2018,02,220,0.1884058,1
2018,02,230,NA,NA
2018,02,240,0.2090909,1
2018,02,261,0.239726,1
2018,02,275,NA,NA
2018,02,282,NA,3
2018,02,290,0.3230769,1
2018,04,001,0.5702037,1
2018,04,003,0.3102795,1
2018,04,005,0.3351272,1
2018,04,007,0.3320707,1
2018,04,009,0.4199584,1
2018,04,011,0.5322581,1
2018,04,012,0.365942,1
2018,04,013,0.3380988,1
2018,04,015,0.3662345,1
2018,04,017,0.4774362,1
2018,04,019,0.3235588,1
2018,04,021,0.3707705,1
2018,04,023,0.3182927,1
2018,04,025,0.2608584,1
2018,04,027,0.3484017,1
2018,05,001,0.3456376,1
2018,05,003,0.4697406,1
2018,05,005,0.3058824,1
2018,05,007,0.3022332,1
2018,05,009,0.3596899,1
2018,05,011,0.4494382,1
2018,05,013,0.3571429,1
2018,05,015,0.3325635,1
2018,05,017,0.6178011,1
2018,05,019,0.3184932,1
2018,05,021,0.4504132,1
2018,05,023,0.3283898,1
2018,05,025,0.3272727,1
2018,05,027,0.5155807,1
2018,05,029,0.3800623,1
2018,05,031,0.4273504,1
2018,05,033,0.433095,1
2018,05,035,0.5425667,1
2018,05,037,0.4760274,1
2018,05,039,0.4183674,1
2018,05,041,0.4777778,1
2018,05,043,0.4146341,1
2018,05,045,0.3213281,1
2018,05,047,0.3114754,1
2018,05,049,0.3271605,1
2018,05,051,0.3877791,1
2018,05,053,0.3134921,1
2018,05,055,0.4408284,1
2018,05,057,0.491573,1
2018,05,059,0.3642241,1
2018,05,061,0.3907563,1
2018,05,063,0.4092409,1
2018,05,065,0.3719512,1
2018,05,067,0.4448669,1
2018,05,069,0.4920495,1
2018,05,071,0.3630573,1
2018,05,073,0.5,1
2018,05,075,0.3754941,1
2018,05,077,0.5258621,1
2018,05,079,0.3851852,1
2018,05,081,0.515,1
2018,05,083,0.3629032,1
2018,05,085,0.3345622,1
2018,05,087,0.3478261,1
2018,05,089,0.3542435,1
2018,05,091,0.544919,1
2018,05,093,0.5212418,1
2018,05,095,0.4351145,1
2018,05,097,0.272,1
2018,05,099,0.5462963,1
2018,05,101,0.2920354,1
2018,05,103,0.4465753,1
2018,05,105,0.3450704,1
2018,05,107,0.5239853,1
2018,05,109,0.28125,1
2018,05,111,0.5506849,1
2018,05,113,0.358156,1
2018,05,115,0.3972999,1
2018,05,117,0.3421053,1
2018,05,119,0.3854569,1
2018,05,121,0.3368794,1
2018,05,123,0.5611285,1
2018,05,125,0.310231,1
2018,05,127,0.479452,1
2018,05,129,0.3619048,1
2018,05,131,0.414162,1
2018,05,133,0.4322034,1
2018,05,135,0.4140969,1
2018,05,137,0.308642,1
2018,05,139,0.4544159,1
2018,05,141,0.3085106,1
2018,05,143,0.3448753,1
2018,05,145,0.3441226,1
2018,05,147,0.4049587,1
2018,05,149,0.3814103,1
2018,06,001,0.1895871,1
2018,06,003,NA,3
2018,06,005,0.215311,1
2018,06,007,0.2918169,1
2018,06,009,0.2688614,1
2018,06,011,0.2966102,1
2018,06,013,0.224478,1
2018,06,015,0.3433584,1
2018,06,017,0.198815,1
2018,06,019,0.3700293,1
2018,06,021,0.2795455,1
2018,06,023,0.288868,1
2018,06,025,0.3385621,1
2018,06,027,0.2395833,1
2018,06,029,0.3940749,1
2018,06,031,0.4092425,1
2018,06,033,0.3923006,1
2018,06,035,0.3567839,1
2018,06,037,0.2736868,1
2018,06,039,0.3213067,1
2018,06,041,0.1285617,1
2018,06,043,0.2384106,1
2018,06,045,0.3106996,1
2018,06,047,0.3509705,1
2018,06,049,0.261745,1
2018,06,051,0.2393617,1
2018,06,053,0.2975121,1
2018,06,055,0.2008772,1
2018,06,057,0.186722,1
2018,06,059,0.2210564,1
2018,06,061,0.1677058,1
2018,06,063,0.2419825,1
2018,06,065,0.3196272,1
2018,06,067,0.275745,1
2018,06,069,0.2958763,1
2018,06,071,0.3649233,1
2018,06,073,0.2495187,1
2018,06,075,0.1312895,1
2018,06,077,0.3261604,1
2018,06,079,0.1874304,1
2018,06,081,0.1439915,1
2018,06,083,0.2349072,1
2018,06,085,0.135489,1
2018,06,087,0.1804223,1
2018,06,089,0.2936641,1
2018,06,091,NA,3
2018,06,093,0.2653333,1
2018,06,095,0.2954171,1
2018,06,097,0.1969093,1
2018,06,099,0.3170339,1
2018,06,101,0.2975871,1
2018,06,103,0.3552381,1
2018,06,105,0.3165829,1
2018,06,107,0.3851311,1
2018,06,109,0.2709751,1
2018,06,111,0.2472296,1
2018,06,113,0.1732991,1
2018,06,115,0.3785901,1
2018,08,001,0.3404398,1
2018,08,003,0.3491379,1
2018,08,005,0.2824245,1
2018,08,007,0.260274,1
2018,08,009,0.3333333,1
2018,08,011,0.5294118,1
