year,state,place,share_digital_access,share_digital_access_lb,share_digital_access_ub,share_digital_access_quality
2018,01,03076,0.8560612691466083,0.8242013129102844,0.8879212253829322,1
2018,01,07000,0.6741433021806854,0.658858620003977,0.6894279843573938,1
2018,01,35896,0.9062566926724798,0.8855509879930608,0.9269623973518987,1
2018,01,37000,0.8215380530546236,0.8061228053326814,0.8369533007765657,1
2018,01,50000,0.6894860174074264,0.6744827136562718,0.7044893211585812,1
2018,01,51000,0.763846890434432,0.7481140906780588,0.7795796901908052,1
2018,01,77256,0.7481814048647419,0.7203172384439404,0.7760455712855436,1
2018,02,03000,0.8819890353347603,0.8691931974973974,0.8947848731721231,1
2018,04,04720,0.8360541316064989,0.8115673596610133,0.8605409035519844,1
2018,04,07940,0.9001526544919998,0.8616870907710796,0.9386182182129199,1
2018,04,12000,0.8959286187870138,0.8810529101908025,0.9108043273832251,1
2018,04,23620,0.849131723845828,0.8083556372615283,0.8899078104301278,1
2018,04,27400,0.946973208491703,0.9334660120831023,0.9604804049003036,1
2018,04,27820,0.7617609605239222,0.7438427407857542,0.77967918026209,1
2018,04,28380,0.9246225085564728,0.8904634416939031,0.9587815754190423,1
2018,04,46000,0.8301642468748248,0.8199718999609987,0.8403565937886509,1
2018,04,54050,0.8806893352347898,0.8643322279685917,0.897046442500988,1
2018,04,55000,0.7934246585215121,0.7868383454771292,0.8000109715658951,1
2018,04,65000,0.9072477319930589,0.8923033630377853,0.9221921009483324,1
2018,04,71510,0.8969747374987005,0.8790386048888171,0.9149108701085839,1
2018,04,73000,0.8562573082937688,0.8309775435859821,0.8815370730015555,1
2018,04,77000,0.8034162492410444,0.7939551400676924,0.8128773584143962,1
2018,04,85540,0.7930506478209658,0.768420920732777,0.8176803749091547,1
2018,05,23290,0.8310904872389792,0.8006121340771092,0.8615688404008491,1
2018,05,24550,0.7215868982069744,0.6968251822613931,0.7463486141525558,1
2018,05,35710,0.7890931841089986,0.7602284214971192,0.8179579467208781,1
2018,05,41000,0.7615430938072238,0.7460800456444414,0.7770061419700064,1
2018,05,66080,0.6869076734943442,0.6538967522457184,0.71991859474297,1
2018,06,00562,0.8878643174707723,0.8676955201081873,0.9080331148333572,1
2018,06,00884,0.8358990043157645,0.8133462611048328,0.8584517475266961,1
2018,06,02000,0.8730308602097103,0.8591282759962402,0.8869334444231803,1
2018,06,02252,0.8564307078763709,0.831484270592478,0.8813771451602639,1
2018,06,02364,0.8464053640163901,0.8161755316947393,0.8766351963380408,1
2018,06,03526,0.8362999982884626,0.8216273880954921,0.850972608481433,1
2018,06,04982,0.7656588850618702,0.7387557574918642,0.7925620126318761,1
2018,06,06000,0.8925697007425852,0.8723044741495369,0.9128349273356337,1
2018,06,08786,0.8690014076696668,0.8439447060820223,0.8940581092573113,1
2018,06,08954,0.8313938079749428,0.8110117468543907,0.8517758690954949,1
2018,06,11194,0.9372184879772711,0.9160269140851723,0.95841006186937,1
2018,06,11530,0.8319133063724528,0.8038909212116858,0.8599356915332197,1
2018,06,13014,0.8655265576692756,0.8423624885255248,0.8886906268130264,1
2018,06,13210,0.877386053759252,0.8418780926489237,0.9128940148695804,1
