year,state,county,share_digital_access,share_digital_access_lb,share_digital_access_ub,share_digital_access_quality
2017,01,001,0.7625629334093283,0.7305884160082786,0.7945374508103782,1
2017,01,003,0.7422536876256025,0.7229258092850389,0.7615815659661662,1
2017,01,005,0.5643564356435643,0.5262432953606326,0.6024695759264961,1
2017,01,007,0.6174089068825911,0.563485226979068,0.6713325867861143,1
2017,01,009,0.6524407926534558,0.6270446201783162,0.6778369651285954,1
2017,01,011,0.47956403269754766,0.4039190677720447,0.5552089976230506,1
2017,01,013,0.5676595744680851,0.5230421004979628,0.6122770484382073,1
2017,01,015,0.7011020200004434,0.6811817783382469,0.72102226166264,1
2017,01,017,0.6177888126186651,0.5804623239250611,0.6551153013122691,1
2017,01,019,0.6710514126910607,0.6237008859499572,0.7184019394321642,1
2017,01,021,0.5626192748091603,0.5282275255806399,0.5970110240376807,1
2017,01,023,0.5207761303313198,0.4773739002418591,0.5641783604207804,1
2017,01,025,0.46375755051031037,0.42739987679871655,0.5001152242219041,1
2017,01,027,0.6538029224428625,0.5888491187232449,0.7187567261624802,1
2017,01,029,0.5742248397713494,0.5279934839734495,0.6204561955692494,1
2017,01,031,0.7392456676860346,0.7125252130912876,0.7659661222807816,1
2017,01,033,0.6533685120320247,0.6287614897778845,0.6779755342861651,1
2017,01,035,0.4071246819338422,0.34800498078068326,0.4662443830870012,1
2017,01,037,0.5699333967649858,0.5146668826042068,0.6251999109257647,1
2017,01,039,0.6418056918547596,0.6137431357400872,0.6698682479694319,1
2017,01,041,0.5630832400149309,0.5190528380707313,0.6071136419591305,1
2017,01,043,0.6456249799015982,0.6187659889200504,0.672483970883146,1
2017,01,045,0.6882337317397078,0.6570303184425419,0.7194371450368737,1
2017,01,047,0.5649905986534846,0.5329756907118309,0.5970055065951382,1
2017,01,049,0.6044658974962719,0.5736523236260223,0.6352794713665215,1
2017,01,051,0.772076249356002,0.7469491853654437,0.7972033133465604,1
2017,01,053,0.5421140178436413,0.5064396047758928,0.5777884309113899,1
2017,01,055,0.6747651109802616,0.6543584039584567,0.6951718180020666,1
2017,01,057,0.6333572969086988,0.5918992917998684,0.674815302017529,1
2017,01,059,0.5952484175843232,0.5495848176647585,0.640912017503888,1
2017,01,061,0.6364911624427195,0.6022830605028942,0.6706992643825449,1
2017,01,063,0.4092561983471074,0.32181466502549677,0.49669773166871817,1
2017,01,065,0.4964689265536723,0.44493028008174057,0.5480075730256041,1
2017,01,067,0.6665675635498737,0.6182136768626905,0.7149214502370568,1
