state,county,share_digital_access,share_digital_access_lb,share_digital_access_ub,share_digital_access_quality
01,001,0.8850636542944236,0.8573434203548771,0.9127838882339699,1
01,003,0.8828990550868924,0.8630981977620702,0.9026999124117145,1
01,005,0.6757985803016859,0.626109139307897,0.7254880212954747,1
01,007,0.7851995565410199,0.7227850639241402,0.8476140491578997,1
01,009,0.8149912142791085,0.7846888398716281,0.8452935886865889,1
01,011,0.6031884057971014,0.5016527906259636,0.7047240209682393,2
01,013,0.7631468237273875,0.7080084855754168,0.8182851618793581,1
01,015,0.8252746515114223,0.8024008710012659,0.8481484320215789,1
01,017,0.7783611047706003,0.7397417280616978,0.8169804814795029,1
01,019,0.7677303190957288,0.7193413343151882,0.8161193038762693,1
01,021,0.793751107436064,0.7494863381660481,0.8380158767060799,1
01,023,0.6708110175975517,0.601527780038744,0.7400942551563593,1
01,025,0.6971177332681974,0.6441497157230612,0.7500857508133334,1
01,027,0.7350957155879672,0.6686242944975659,0.8015671366783684,1
01,029,0.7349418503731991,0.6774459221396995,0.7924377786066987,1
01,031,0.8434415361194323,0.8168183637197629,0.8700647085191017,1
01,033,0.7439611450184819,0.7160508165508614,0.7718714734861024,1
01,035,0.6613518975971255,0.5875025681945234,0.7352012269997277,1
01,037,0.7701925481370343,0.6983873627981463,0.8419977334759222,1
01,039,0.7656756375933493,0.7308392218468097,0.8005120533398888,1
01,041,0.641868154577392,0.5908992978151807,0.6928370113396033,1
01,043,0.832090106689649,0.8082950206227874,0.8558851927565108,1
01,045,0.8178865979381443,0.7880379469181839,0.8477352489581049,1
01,047,0.7307666237375449,0.6870741039327017,0.7744591435423881,1
01,049,0.8170105099260413,0.7887653942671624,0.8452556255849201,1
01,051,0.8671700223713646,0.8438466847541529,0.8904933599885764,1
01,053,0.6916756258639226,0.6479394935575474,0.7354117581702978,1
01,055,0.8250625145007863,0.8030087040369641,0.8471163249646085,1
01,057,0.7242389711867165,0.6666331856705955,0.7818447567028376,1
01,059,0.6116202509120029,0.5660343068305085,0.6572061949934972,1
01,061,0.7316908863439515,0.6892646459599858,0.7741171267279172,1
01,063,0.5525766016713092,0.457987613346767,0.6471655899958514,1
01,065,0.6903572089579864,0.630595295757676,0.7501191221582966,1
01,067,0.759796589889321,0.7077602611999669,0.811832918578675,1
01,069,0.8170570252509448,0.803204165281705,0.8309098852201846,1
01,071,0.8210933720367682,0.7922140217603887,0.8499727223131478,1
01,073,0.8584994394154872,0.8482832409485573,0.868715637882417,1
01,075,0.6929179566563467,0.6322829523746789,0.7535529609380146,1
01,077,0.7918508251170332,0.7664237435167787,0.8172779067172878,1
01,079,0.6911684464884247,0.6435237319702868,0.7388131610065626,1
01,081,0.8534358407758648,0.8318242576568775,0.8750474238948519,1
01,083,0.8689982370631546,0.84456424128626,0.8934322328400494,1
01,085,0.6088477880529868,0.5472036246257584,0.670491951480215,1
01,087,0.6945729911653344,0.6516319217560724,0.7375140605745965,1
01,089,0.895474684932537,0.8839905580764567,0.9069588117886174,1
01,091,0.7598590594931562,0.7035059239417207,0.8162121950445917,1
01,093,0.7491377745507352,0.7036107259687243,0.794664823132746,1
01,095,0.8659894238797662,0.8459267725068247,0.8860520752527077,1
01,097,0.8032455123586354,0.7912862005736235,0.8152048241436473,1
01,099,0.5909838311866265,0.538739847116377,0.643227815256876,1
01,101,0.8566890694486241,0.8419084979037854,0.8714696409934628,1
01,103,0.8008082659778352,0.778767549512718,0.8228489824429525,1
01,105,0.6325203252032521,0.5403009859885832,0.7247396644179207,1
01,107,0.7309049837639419,0.6868318208716706,0.7749781466562131,1
01,109,0.7546682227409136,0.7031191248146546,0.8062173206671728,1
