year,state,county,subgroup_type,subgroup,pctl_20,pctl_20_quality,pctl_50,pctl_50_quality,pctl_80,pctl_80_quality
2021,01,001,race-ethnicity,"Black, Non-Hispanic",17128.01862,3,42469.938,3,88573.808,3
2021,01,001,race-ethnicity,Hispanic,29058.538293,3,50719.68820799999,3,84250.892664,3
2021,01,001,race-ethnicity,Other Races and Ethnicities,25318.222694157612,3,49286.208765,3,98873.088,3
2021,01,001,race-ethnicity,"White, Non-Hispanic",34256.03724,3,73484.95057373968,3,125322.90099299999,3
2021,01,001,all,All,28601.10056,3,60765.752,3,113807.044,3
2021,01,003,race-ethnicity,"Black, Non-Hispanic",16057.26492,1,35112.6402,1,62306.478597,1
2021,01,003,race-ethnicity,Hispanic,23337.379935,1,48022.485621,1,110578.793547,1
2021,01,003,race-ethnicity,Other Races and Ethnicities,29732.370756,1,44705.676879,1,114109.645083,1
2021,01,003,race-ethnicity,"White, Non-Hispanic",31927.768,1,68084.783145,1,132860.712,1
2021,01,003,all,All,31721.7824,1,65915.392,1,128741,1
2021,01,005,race-ethnicity,"Black, Non-Hispanic",11123.2224,3,28749.1662738576,3,70653.58188,3
2021,01,005,race-ethnicity,Hispanic,4282.004655,3,39116.835276,3,101035.9368,3
2021,01,005,race-ethnicity,Other Races and Ethnicities,16614.7908,3,51496.399999999994,3,175242.985035,3
2021,01,005,race-ethnicity,"White, Non-Hispanic",22352.332845,3,53168.343657,3,100047.431964,3
2021,01,005,all,All,16478.848,3,41197.12,3,81261.3192,3
2021,01,007,race-ethnicity,"Black, Non-Hispanic",10281.769752,3,24588.071724,3,54868.32341700001,3
2021,01,007,race-ethnicity,Hispanic,20598.559999999998,3,49602.139551,3,86057.239845,3
2021,01,007,race-ethnicity,Other Races and Ethnicities,16993.812,3,33529.004862,3,106082.584,3
2021,01,007,race-ethnicity,"White, Non-Hispanic",21534.389832,3,56094.361995,3,107112.77478920831,3
2021,01,007,all,All,16272.8624,3,29867.912,3,83424.168,3
2021,01,009,race-ethnicity,"Black, Non-Hispanic",27941.174448,2,51919.30069800001,2,90527.70641399999,2
2021,01,009,race-ethnicity,Hispanic,11149.132485,2,43177.878186,2,80288.34489,2
2021,01,009,race-ethnicity,Other Races and Ethnicities,26822.799413999997,2,68979.563142,2,116893.85251453953,2
2021,01,009,race-ethnicity,"White, Non-Hispanic",25542.214400000004,2,59355.327036,2,108871.40781,2
2021,01,009,all,All,25954.1856,2,55616.112,2,104022.728,2
2021,01,011,race-ethnicity,"Black, Non-Hispanic",11123.2224,3,28750.0681290969,3,70653.58188,3
2021,01,011,race-ethnicity,Hispanic,4282.004655,3,39116.835276,3,101035.9368,3
2021,01,011,race-ethnicity,Other Races and Ethnicities,17100.827242136216,3,51496.40000000001,3,175242.985035,3
2021,01,011,race-ethnicity,"White, Non-Hispanic",22352.332845,3,53170.930732550856,3,100047.431964,3
2021,01,011,all,All,16478.848,3,41197.12,3,81261.3192,3
2021,01,013,race-ethnicity,"Black, Non-Hispanic",11882.335635,3,33529.004862,3,65319.53437992603,3
2021,01,013,race-ethnicity,Hispanic,17535.94269874,3,50981.436,3,104936.58726,3
2021,01,013,race-ethnicity,Other Races and Ethnicities,30606.673467,3,51496.4,3,102992.8,3
2021,01,013,race-ethnicity,"White, Non-Hispanic",24966.330158800003,3,58341.49481671499,3,112649.47085590201,3
2021,01,013,all,All,17714.7616,3,47170.7024,3,98121.24056,3
2021,01,015,race-ethnicity,"Black, Non-Hispanic",12153.1504,1,31594.084749,1,77244.6,1
2021,01,015,race-ethnicity,Hispanic,15413.2006746,1,39676.022793,1,76516.177119,1
2021,01,015,race-ethnicity,Other Races and Ethnicities,10690.65264,1,23551.530675,1,71823.946365,1
2021,01,015,race-ethnicity,"White, Non-Hispanic",23765.681415,1,55881.337707,1,106622.82504,1
2021,01,015,all,All,16684.8336,1,49436.544,1,89603.736,1
2021,01,017,race-ethnicity,"Black, Non-Hispanic",15194.428806,3,30175.902138,3,70981.81213593119,3
2021,01,017,race-ethnicity,Hispanic,32792.936793,3,54596.316960000004,3,98596.626234,3
2021,01,017,race-ethnicity,Other Races and Ethnicities,25954.1856,3,56132.046561,3,71051.531901,3
2021,01,017,race-ethnicity,"White, Non-Hispanic",23688.344,3,55822.0976,3,103899.96592657937,3
2021,01,017,all,All,19774.6176,3,50775.4504,3,101344.9152,3
2021,01,019,race-ethnicity,"Black, Non-Hispanic",13796.315088,3,33113.57458304834,3,67381.42207236601,3
2021,01,019,race-ethnicity,Hispanic,4372.526652,3,37077.408,3,86513.952,3
2021,01,019,race-ethnicity,Other Races and Ethnicities,11268.8688,3,44705.676879,3,73845.8376,3
2021,01,019,race-ethnicity,"White, Non-Hispanic",19692.79431118644,3,50296.7041485765,3,100047.431964,3
2021,01,019,all,All,16581.8408,3,43256.976,3,87543.88,3
2021,01,021,race-ethnicity,"Black, Non-Hispanic",15194.428806,3,30175.902138,3,70803.6622051615,3
2021,01,021,race-ethnicity,Hispanic,32792.936793,3,54596.31696,3,98596.626234,3
2021,01,021,race-ethnicity,Other Races and Ethnicities,25954.1856,3,56132.046561,3,71051.531901,3
2021,01,021,race-ethnicity,"White, Non-Hispanic",23688.344,3,55827.60750729598,3,103894.050898175,3
2021,01,021,all,All,19774.6176,3,50775.4504,3,101344.9152,3
2021,01,023,race-ethnicity,"Black, Non-Hispanic",10740.830469534001,3,29661.926399999997,3,65391.81634368001,3
2021,01,023,race-ethnicity,Hispanic,7814.48172,3,23103.041307781255,3,91779.55839599998,3
2021,01,023,race-ethnicity,Other Races and Ethnicities,17052.448704,3,43046.04801852501,3,134405.604,3
2021,01,023,race-ethnicity,"White, Non-Hispanic",20987.317452,3,47376.688,3,100587.014586,3
2021,01,023,all,All,16993.812,3,37489.3792,3,86410.9592,3
2021,01,025,race-ethnicity,"Black, Non-Hispanic",10745.862068826726,3,29661.9264,3,65294.039355,3
2021,01,025,race-ethnicity,Hispanic,7814.48172,3,22480.776975,3,91779.558396,3
2021,01,025,race-ethnicity,Other Races and Ethnicities,17052.448704,3,42499.830585,3,134405.604,3
2021,01,025,race-ethnicity,"White, Non-Hispanic",20987.317452,3,47376.688,3,100587.014586,3
2021,01,025,all,All,16993.812,3,37489.3792,3,86410.9592,3
2021,01,027,race-ethnicity,"Black, Non-Hispanic",13796.315088,3,33169.55885834144,3,67369.462085442,3
2021,01,027,race-ethnicity,Hispanic,4372.526652,3,37077.408,3,86513.952,3
2021,01,027,race-ethnicity,Other Races and Ethnicities,11268.8688,3,44705.676879,3,73845.8376,3
