year,state,county,subgroup_type,subgroup,pctl_20,pctl_50,pctl_80,pctl_quality
2021,08,059,race-ethnicity,"Black, Non-Hispanic",27982.75,63188.16,142172.87,1
2021,08,059,race-ethnicity,Hispanic,31516.73,67392.71,128527.17,1
2021,08,059,race-ethnicity,Other Races and Ethnicities,42134.22,94782.25,166848.33,1
2021,08,059,race-ethnicity,"White, Non-Hispanic",43420.07,96629.19,177147.61,1
2021,08,061,all,All,24266.71,55881.33,105593.07,2
2021,08,061,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,061,race-ethnicity,Hispanic,21410.02,50070.03,87543.87,2
2021,08,061,race-ethnicity,Other Races and Ethnicities,25692.02,73021.89,112571.13,2
2021,08,061,race-ethnicity,"White, Non-Hispanic",24718.27,57824.53,107907.72,2
2021,08,063,all,All,24266.71,55881.33,105593.07,2
2021,08,063,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,063,race-ethnicity,Hispanic,21410.02,50070.03,87543.87,2
2021,08,063,race-ethnicity,Other Races and Ethnicities,25692.02,73021.89,112571.13,2
2021,08,063,race-ethnicity,"White, Non-Hispanic",24718.27,57824.53,107907.72,2
2021,08,065,all,All,25542.21,61322.76,117328.34,2
2021,08,065,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,065,race-ethnicity,Hispanic,17714.76,49407.72,105734.18,2
2021,08,065,race-ethnicity,Other Races and Ethnicities,22246.44,54596.31,103939.10,3
2021,08,065,race-ethnicity,"White, Non-Hispanic",26334.48,62633.70,118441.71,2
2021,08,067,all,All,28368.91,64383.32,127391.40,2
2021,08,067,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,067,race-ethnicity,Hispanic,26711.56,54071.21,96674.72,2
2021,08,067,race-ethnicity,Other Races and Ethnicities,22748.02,42631.12,102859.73,2
2021,08,067,race-ethnicity,"White, Non-Hispanic",30897.83,67058.00,133417.93,2
2021,08,069,all,All,33472.65,80288.34,152704.23,1
2021,08,069,race-ethnicity,"Black, Non-Hispanic",30869.06,71051.53,122561.43,3
2021,08,069,race-ethnicity,Hispanic,28639.23,64885.46,132860.71,1
2021,08,069,race-ethnicity,Other Races and Ethnicities,23551.53,67686.86,143777.94,1
2021,08,069,race-ethnicity,"White, Non-Hispanic",35223.53,83207.51,154489.19,1
2021,08,071,all,All,19774.61,45934.27,92675.37,2
2021,08,071,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,071,race-ethnicity,Hispanic,18332.71,41197.11,81938.27,2
2021,08,071,race-ethnicity,Other Races and Ethnicities,9955.98,30169.01,65504.32,2
2021,08,071,race-ethnicity,"White, Non-Hispanic",22352.33,50878.44,99594.03,2
2021,08,073,all,All,24266.71,55881.33,105593.07,2
2021,08,073,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,073,race-ethnicity,Hispanic,21410.02,50070.03,87543.87,2
2021,08,073,race-ethnicity,Other Races and Ethnicities,25692.02,73021.89,112571.13,2
2021,08,073,race-ethnicity,"White, Non-Hispanic",24718.27,57824.53,107907.72,2
2021,08,075,all,All,24266.71,55881.33,105593.07,2
2021,08,075,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,075,race-ethnicity,Hispanic,21410.02,50070.03,87543.87,2
2021,08,075,race-ethnicity,Other Races and Ethnicities,25692.02,73021.89,112571.13,2
2021,08,075,race-ethnicity,"White, Non-Hispanic",24718.27,57824.53,107907.72,2
2021,08,077,all,All,26117.61,59027.08,112684.66,1
2021,08,077,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,077,race-ethnicity,Hispanic,20659.07,54654.55,98783.70,1
2021,08,077,race-ethnicity,Other Races and Ethnicities,19129.29,46565.99,92885.66,1
2021,08,077,race-ethnicity,"White, Non-Hispanic",27381.33,61432.17,115843.97,1
2021,08,079,all,All,19774.61,45934.27,92675.37,2
2021,08,079,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,079,race-ethnicity,Hispanic,18332.71,41197.11,81938.27,2
2021,08,079,race-ethnicity,Other Races and Ethnicities,9955.98,30169.01,65504.32,2
2021,08,079,race-ethnicity,"White, Non-Hispanic",22352.33,50878.44,99594.03,2
2021,08,081,all,All,35429.52,75578.03,142172.87,2
2021,08,081,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,081,race-ethnicity,Hispanic,36665.43,58878.32,102996.45,2
2021,08,081,race-ethnicity,Other Races and Ethnicities,32858.58,68387.21,118441.71,3
2021,08,081,race-ethnicity,"White, Non-Hispanic",34979.20,81981.83,149658.03,2
2021,08,083,all,All,28368.91,64383.32,127391.40,2
2021,08,083,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,083,race-ethnicity,Hispanic,26711.56,54071.21,96674.72,2
2021,08,083,race-ethnicity,Other Races and Ethnicities,22748.02,42392.75,102859.73,2
2021,08,083,race-ethnicity,"White, Non-Hispanic",30897.83,67058.00,133417.93,2
2021,08,085,all,All,26327.90,60339.04,112657.57,2
2021,08,085,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,085,race-ethnicity,Hispanic,24635.87,51385.06,98378.81,2
2021,08,085,race-ethnicity,Other Races and Ethnicities,34227.17,64492.74,106095.57,3
2021,08,085,race-ethnicity,"White, Non-Hispanic",26273.46,61924.44,115212.10,2
2021,08,087,all,All,24266.71,55881.33,105593.07,2
2021,08,087,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,087,race-ethnicity,Hispanic,21410.02,50070.03,87543.87,2
2021,08,087,race-ethnicity,Other Races and Ethnicities,25692.02,73021.89,112571.13,2
2021,08,087,race-ethnicity,"White, Non-Hispanic",24718.27,57824.53,107907.72,2
2021,08,089,all,All,19774.61,45934.27,92675.37,2
2021,08,089,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,089,race-ethnicity,Hispanic,18332.71,41197.11,81938.27,2
2021,08,089,race-ethnicity,Other Races and Ethnicities,9955.98,30169.01,65504.32,2
2021,08,089,race-ethnicity,"White, Non-Hispanic",22352.33,50878.44,99594.03,2
2021,08,091,all,All,26327.90,60339.04,112657.57,2
2021,08,091,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,091,race-ethnicity,Hispanic,24635.87,51385.06,98378.81,2
2021,08,091,race-ethnicity,Other Races and Ethnicities,34227.17,64492.74,106095.57,3
2021,08,091,race-ethnicity,"White, Non-Hispanic",26273.46,61924.44,115212.10,2
2021,08,093,all,All,25542.21,61322.76,117328.34,2
2021,08,093,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,093,race-ethnicity,Hispanic,17714.76,49407.72,105734.18,2
2021,08,093,race-ethnicity,Other Races and Ethnicities,22246.44,54596.31,103939.10,3
2021,08,093,race-ethnicity,"White, Non-Hispanic",26334.48,62633.70,118441.71,2
2021,08,095,all,All,24266.71,55881.33,105593.07,2
2021,08,095,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,095,race-ethnicity,Hispanic,21410.02,50070.03,87543.87,2
2021,08,095,race-ethnicity,Other Races and Ethnicities,25692.02,73021.89,112571.13,2
2021,08,095,race-ethnicity,"White, Non-Hispanic",24718.27,57824.53,107907.72,2
2021,08,097,all,All,37552.52,88985.77,164788.47,2
2021,08,097,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,097,race-ethnicity,Hispanic,30175.90,56234.06,95783.30,2
2021,08,097,race-ethnicity,Other Races and Ethnicities,22116.16,90118.69,159803.62,3
2021,08,097,race-ethnicity,"White, Non-Hispanic",40682.15,95490.01,177081.25,2
2021,08,099,all,All,19774.61,45934.27,92675.37,2
2021,08,099,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,099,race-ethnicity,Hispanic,18332.71,41197.11,81938.27,2
2021,08,099,race-ethnicity,Other Races and Ethnicities,9955.98,30169.01,65504.32,2
2021,08,099,race-ethnicity,"White, Non-Hispanic",22352.33,50878.44,99594.03,2
2021,08,101,all,All,19911.97,53247.27,102769.12,1
2021,08,101,race-ethnicity,"Black, Non-Hispanic",9838.18,47637.42,97431.18,3
2021,08,101,race-ethnicity,Hispanic,16652.26,48065.72,90726.88,1
2021,08,101,race-ethnicity,Other Races and Ethnicities,15085.01,44961.55,94753.37,1
2021,08,101,race-ethnicity,"White, Non-Hispanic",23611.23,56869.55,111762.67,1
2021,08,103,all,All,35429.52,75578.03,142172.87,2
2021,08,103,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,103,race-ethnicity,Hispanic,36665.43,58878.32,102996.45,2
2021,08,103,race-ethnicity,Other Races and Ethnicities,32858.58,68387.21,118441.71,3
2021,08,103,race-ethnicity,"White, Non-Hispanic",34979.20,81981.83,149658.03,2
2021,08,105,all,All,19774.61,45934.27,92675.37,2
2021,08,105,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,105,race-ethnicity,Hispanic,18332.71,41197.11,81938.27,2
2021,08,105,race-ethnicity,Other Races and Ethnicities,9955.98,30169.01,65504.32,2
2021,08,105,race-ethnicity,"White, Non-Hispanic",22352.33,50878.44,99594.03,2
2021,08,107,all,All,35429.52,75578.03,142172.87,2
2021,08,107,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,107,race-ethnicity,Hispanic,36665.43,58878.32,102996.45,2
2021,08,107,race-ethnicity,Other Races and Ethnicities,32858.58,68387.21,118441.71,3
2021,08,107,race-ethnicity,"White, Non-Hispanic",34979.20,81981.83,149658.03,2
2021,08,109,all,All,19774.61,45934.27,92675.37,2
2021,08,109,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,109,race-ethnicity,Hispanic,18332.71,41197.11,81938.27,2
2021,08,109,race-ethnicity,Other Races and Ethnicities,9955.98,30169.01,65504.32,2
2021,08,109,race-ethnicity,"White, Non-Hispanic",22352.33,50878.44,99594.03,2
2021,08,111,all,All,28368.91,64383.32,127391.40,2
2021,08,111,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,111,race-ethnicity,Hispanic,26711.56,54071.21,96674.72,2
2021,08,111,race-ethnicity,Other Races and Ethnicities,22748.02,42392.75,102859.73,2
2021,08,111,race-ethnicity,"White, Non-Hispanic",30897.83,67058.00,133417.93,2
2021,08,113,all,All,26327.90,60339.04,112657.57,2
2021,08,113,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,113,race-ethnicity,Hispanic,24635.87,51385.06,98378.81,2
2021,08,113,race-ethnicity,Other Races and Ethnicities,34227.17,64492.74,106095.57,3
2021,08,113,race-ethnicity,"White, Non-Hispanic",26273.46,61924.44,115212.10,2
2021,08,115,all,All,24266.71,55881.33,105593.07,2
2021,08,115,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,115,race-ethnicity,Hispanic,21410.02,50070.03,87543.87,2
2021,08,115,race-ethnicity,Other Races and Ethnicities,25692.02,73021.89,112571.13,2
2021,08,115,race-ethnicity,"White, Non-Hispanic",24718.27,57824.53,107907.72,2
2021,08,117,all,All,37552.52,88985.77,164788.47,2
2021,08,117,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,117,race-ethnicity,Hispanic,30175.90,56234.06,95783.30,2
2021,08,117,race-ethnicity,Other Races and Ethnicities,22116.16,90118.69,159803.62,3
2021,08,117,race-ethnicity,"White, Non-Hispanic",40682.15,95490.01,177081.25,2
2021,08,119,all,All,38914.06,77244.59,137960.13,2
2021,08,119,race-ethnicity,"Black, Non-Hispanic",46940.40,80469.40,135854.26,3
2021,08,119,race-ethnicity,Hispanic,38258.59,74935.58,122038.64,2
2021,08,119,race-ethnicity,Other Races and Ethnicities,41910.75,71612.65,133890.63,2
2021,08,119,race-ethnicity,"White, Non-Hispanic",38258.59,78233.67,141414.23,2
2021,08,121,all,All,24266.71,55881.33,105593.07,2
2021,08,121,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,121,race-ethnicity,Hispanic,21410.02,50070.03,87543.87,2
2021,08,121,race-ethnicity,Other Races and Ethnicities,25692.02,73021.89,112571.13,2
2021,08,121,race-ethnicity,"White, Non-Hispanic",24718.27,57824.53,107907.72,2
2021,08,123,all,All,33987.62,81435.77,142233.05,1
2021,08,123,race-ethnicity,"Black, Non-Hispanic",25275.46,72094.95,140070.20,1
2021,08,123,race-ethnicity,Hispanic,26152.38,58975.42,109790.32,1
2021,08,123,race-ethnicity,Other Races and Ethnicities,25692.02,77244.59,143850.65,1
2021,08,123,race-ethnicity,"White, Non-Hispanic",39351.72,89923.10,150880.52,1
2021,08,125,all,All,24266.71,55881.33,105593.07,2
2021,08,125,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,08,125,race-ethnicity,Hispanic,21410.02,50070.03,87543.87,2
2021,08,125,race-ethnicity,Other Races and Ethnicities,25692.02,73021.89,112571.13,2
2021,08,125,race-ethnicity,"White, Non-Hispanic",24718.27,57824.53,107907.72,2
2021,09,001,all,All,38258.59,101111.1,226925.62,1
2021,09,001,race-ethnicity,"Black, Non-Hispanic",21088.79,61469.16,121821.98,1
2021,09,001,race-ethnicity,Hispanic,23305.05,57781.36,123005.73,1
2021,09,001,race-ethnicity,Other Races and Ethnicities,42125.44,111495.3,251411.16,1
2021,09,001,race-ethnicity,"White, Non-Hispanic",50239.56,125533.1,270655.08,1
2021,09,003,all,All,31155.32,80107.79,158368.37,1
2021,09,003,race-ethnicity,"Black, Non-Hispanic",22575.80,56998.70,112484.43,1
2021,09,003,race-ethnicity,Hispanic,15902.18,46346.75,100628.62,1
2021,09,003,race-ethnicity,Other Races and Ethnicities,38544.56,95099.41,188226.33,1
2021,09,003,race-ethnicity,"White, Non-Hispanic",39446.24,93723.44,175396.73,1
2021,09,005,all,All,37468.29,84168.09,159638.83,1
2021,09,005,race-ethnicity,"Black, Non-Hispanic",23022.75,79090.35,129770.92,3
2021,09,005,race-ethnicity,Hispanic,30616.48,72094.95,121824.49,1
2021,09,005,race-ethnicity,Other Races and Ethnicities,37592.37,87247.23,159505.93,1
2021,09,005,race-ethnicity,"White, Non-Hispanic",37912.70,86101.98,162929.73,1
2021,09,007,all,All,38538.04,89410.34,168762.38,1
2021,09,007,race-ethnicity,"Black, Non-Hispanic",17817.33,51496.39,103297.39,1
2021,09,007,race-ethnicity,Hispanic,25748.19,63082.52,139166.66,1
2021,09,007,race-ethnicity,Other Races and Ethnicities,22352.33,69296.50,128329.02,1
2021,09,007,race-ethnicity,"White, Non-Hispanic",42246.46,94998.17,174350.21,1
2021,09,009,all,All,29505.48,74935.58,152583.83,1
2021,09,009,race-ethnicity,"Black, Non-Hispanic",19129.29,50500.85,108410.58,1
2021,09,009,race-ethnicity,Hispanic,18744.68,48840.42,99903.01,1
2021,09,009,race-ethnicity,Other Races and Ethnicities,32331.59,84145.11,187446.89,1
2021,09,009,race-ethnicity,"White, Non-Hispanic",36399.56,87674.52,167878.26,1
2021,09,011,all,All,35763.73,78458.49,150300.03,1
2021,09,011,race-ethnicity,"Black, Non-Hispanic",14322.53,45284.75,101698.36,1
2021,09,011,race-ethnicity,Hispanic,27327.27,59735.82,117411.79,1
2021,09,011,race-ethnicity,Other Races and Ethnicities,35093.31,87781.60,144278.74,1
2021,09,011,race-ethnicity,"White, Non-Hispanic",38893.36,82394.23,156455.29,1
2021,09,013,all,All,34193.60,89280.65,166526.64,1
2021,09,013,race-ethnicity,"Black, Non-Hispanic",26762.78,74154.81,155219.63,3
2021,09,013,race-ethnicity,Hispanic,12679.92,73763.20,117863.71,3
2021,09,013,race-ethnicity,Other Races and Ethnicities,18956.85,65820.25,156187.60,1
2021,09,013,race-ethnicity,"White, Non-Hispanic",38258.59,90993.86,169140.69,1
2021,09,015,all,All,30224.71,70560.22,131902.52,1
2021,09,015,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,09,015,race-ethnicity,Hispanic,17489.09,43997.87,75886.70,1
2021,09,015,race-ethnicity,Other Races and Ethnicities,26263.16,85641.10,144278.74,3
2021,09,015,race-ethnicity,"White, Non-Hispanic",33699.95,75423.04,136745.80,1
2021,10,001,all,All,28611.59,62475.30,116792.96,1
2021,10,001,race-ethnicity,"Black, Non-Hispanic",20117.60,47499.59,101704.37,1
2021,10,001,race-ethnicity,Hispanic,21624.17,56342.33,97625.63,1
2021,10,001,race-ethnicity,Other Races and Ethnicities,30540.64,60120.21,118441.71,1
2021,10,001,race-ethnicity,"White, Non-Hispanic",34869.84,69689.90,121742.01,1
2021,10,003,all,All,32957.69,77505.39,152282.66,1
2021,10,003,race-ethnicity,"Black, Non-Hispanic",22352.33,54108.49,114010.01,1
2021,10,003,race-ethnicity,Hispanic,28837.98,61795.67,112832.18,1
2021,10,003,race-ethnicity,Other Races and Ethnicities,41536.15,98378.81,178820.68,1
2021,10,003,race-ethnicity,"White, Non-Hispanic",40679.54,89516.07,167644.01,1
2021,10,005,all,All,30520.52,68513.08,129745.93,1
2021,10,005,race-ethnicity,"Black, Non-Hispanic",15629.97,42125.44,89175.74,1
2021,10,005,race-ethnicity,Hispanic,25748.19,49778.93,92693.51,1
2021,10,005,race-ethnicity,Other Races and Ethnicities,37165.46,75998.94,135955.41,1
2021,10,005,race-ethnicity,"White, Non-Hispanic",32792.93,72143.65,136696.40,1
2021,11,001,all,All,31044.78,94663.46,210891.00,1
2021,11,001,race-ethnicity,"Black, Non-Hispanic",13882.46,51385.06,117926.75,1
2021,11,001,race-ethnicity,Hispanic,36665.43,87543.87,201195.26,1
2021,11,001,race-ethnicity,Other Races and Ethnicities,30387.84,98236.36,212060.45,1
2021,11,001,race-ethnicity,"White, Non-Hispanic",77244.59,155223.9,294390.59,1
2021,12,001,all,All,20114.93,53311.41,116233.14,1
2021,12,001,race-ethnicity,"Black, Non-Hispanic",13389.06,38623.90,75998.94,1
2021,12,001,race-ethnicity,Hispanic,12977.09,42125.44,96888.12,1
2021,12,001,race-ethnicity,Other Races and Ethnicities,18956.85,62413.63,146153.20,1
2021,12,001,race-ethnicity,"White, Non-Hispanic",24222.03,61541.59,126375.33,1
2021,12,003,all,All,33448.41,72152.63,138010.35,2
2021,12,003,race-ethnicity,"Black, Non-Hispanic",16395.96,40476.17,84454.09,3
2021,12,003,race-ethnicity,Hispanic,39116.83,68298.93,120583.93,3
2021,12,003,race-ethnicity,Other Races and Ethnicities,36859.26,80469.40,126059.40,3
2021,12,003,race-ethnicity,"White, Non-Hispanic",34256.03,73865.84,143304.59,2
2021,12,005,all,All,26234.14,58480.01,111762.67,2
2021,12,005,race-ethnicity,"Black, Non-Hispanic",20009.28,42469.93,81512.15,2
2021,12,005,race-ethnicity,Hispanic,27941.17,59092.47,96410.36,2
2021,12,005,race-ethnicity,Other Races and Ethnicities,21861.62,59185.70,113738.10,2
2021,12,005,race-ethnicity,"White, Non-Hispanic",27381.33,60687.51,115615.13,2
2021,12,007,all,All,20232.19,46888.91,93546.10,2
2021,12,007,race-ethnicity,"Black, Non-Hispanic",15139.94,33781.63,63752.54,2
2021,12,007,race-ethnicity,Hispanic,18023.73,41646.39,76220.49,2
2021,12,007,race-ethnicity,Other Races and Ethnicities,11584.79,37912.70,86390.63,2
2021,12,007,race-ethnicity,"White, Non-Hispanic",21794.15,51076.16,97630.51,2
2021,12,009,all,All,28261.83,63855.53,125174.07,1
2021,12,009,race-ethnicity,"Black, Non-Hispanic",20341.07,46449.75,90569.50,1
2021,12,009,race-ethnicity,Hispanic,27327.27,57984.94,111438.20,1
2021,12,009,race-ethnicity,Other Races and Ethnicities,28904.28,74566.78,139166.66,1
2021,12,009,race-ethnicity,"White, Non-Hispanic",29513.54,66533.34,130077.60,1
2021,12,011,all,All,27108.44,64231.07,130388.50,1
2021,12,011,race-ethnicity,"Black, Non-Hispanic",23917.65,52454.80,100200.32,1
2021,12,011,race-ethnicity,Hispanic,27802.91,62829.98,121821.98,1
2021,12,011,race-ethnicity,Other Races and Ethnicities,31044.78,72795.08,144174.31,1
2021,12,011,race-ethnicity,"White, Non-Hispanic",28837.98,72506.93,153297.58,1
2021,12,013,all,All,21062.72,48759.99,98378.81,2
2021,12,013,race-ethnicity,"Black, Non-Hispanic",13411.39,34213.29,69770.39,2
2021,12,013,race-ethnicity,Hispanic,19348.12,43587.30,88516.45,2
2021,12,013,race-ethnicity,Other Races and Ethnicities,18775.75,45316.83,103610.75,2
2021,12,013,race-ethnicity,"White, Non-Hispanic",24748.24,55667.07,108074.86,2
2021,12,015,all,All,26778.12,58016.01,106029.71,1
2021,12,015,race-ethnicity,"Black, Non-Hispanic",19269.52,42820.04,84939.87,3
2021,12,015,race-ethnicity,Hispanic,18198.77,44533.25,81055.33,1
2021,12,015,race-ethnicity,Other Races and Ethnicities,25481.96,59234.44,108788.85,1
2021,12,015,race-ethnicity,"White, Non-Hispanic",27605.45,59245.91,109790.32,1
2021,12,017,all,All,21410.02,47917.84,93723.44,1
2021,12,017,race-ethnicity,"Black, Non-Hispanic",17456.67,33934.81,89410.34,3
2021,12,017,race-ethnicity,Hispanic,18999.23,40018.57,73783.85,3
2021,12,017,race-ethnicity,Other Races and Ethnicities,18535.27,48095.76,106139.13,3
2021,12,017,race-ethnicity,"White, Non-Hispanic",21861.62,48303.62,93929.43,1
2021,12,019,all,All,36618.39,74855.16,129531.90,1
2021,12,019,race-ethnicity,"Black, Non-Hispanic",26976.93,63282.74,106621.79,1
2021,12,019,race-ethnicity,Hispanic,37491.12,72666.09,114337.11,1
2021,12,019,race-ethnicity,Other Races and Ethnicities,40018.57,85303.32,144189.91,1
2021,12,019,race-ethnicity,"White, Non-Hispanic",37468.29,76214.67,133904.06,1
2021,12,021,all,All,32880.83,74951.05,160357.04,1
2021,12,021,race-ethnicity,"Black, Non-Hispanic",27327.27,51484.57,90993.86,1
2021,12,021,race-ethnicity,Hispanic,27808.05,55616.11,101657.19,1
2021,12,021,race-ethnicity,Other Races and Ethnicities,29661.92,76214.67,173315.62,1
2021,12,021,race-ethnicity,"White, Non-Hispanic",36047.47,86410.95,183666.46,1
2021,12,023,all,All,20232.19,46888.91,93546.10,2
2021,12,023,race-ethnicity,"Black, Non-Hispanic",15139.94,33781.63,63752.54,2
2021,12,023,race-ethnicity,Hispanic,18023.73,41646.39,76220.49,2
2021,12,023,race-ethnicity,Other Races and Ethnicities,11584.79,37912.70,86390.63,2
2021,12,023,race-ethnicity,"White, Non-Hispanic",21794.15,51076.16,97630.51,2
2021,12,027,all,All,20598.55,44961.55,84454.09,2
2021,12,027,race-ethnicity,"Black, Non-Hispanic",12738.93,31594.08,59735.82,2
2021,12,027,race-ethnicity,Hispanic,18429.63,36072.33,70225.28,2
2021,12,027,race-ethnicity,Other Races and Ethnicities,18999.23,52445.51,147337.44,3
2021,12,027,race-ethnicity,"White, Non-Hispanic",22658.41,49136.48,90839.64,2
2021,12,029,all,All,20232.19,46888.91,93546.10,2
2021,12,029,race-ethnicity,"Black, Non-Hispanic",15139.94,33781.63,63752.54,2
2021,12,029,race-ethnicity,Hispanic,18023.73,41646.39,76220.49,2
2021,12,029,race-ethnicity,Other Races and Ethnicities,11584.79,37912.70,86390.63,2
2021,12,029,race-ethnicity,"White, Non-Hispanic",21794.15,51076.16,97630.51,2
2021,12,031,all,All,26327.90,59681.38,115866.89,1
2021,12,031,race-ethnicity,"Black, Non-Hispanic",18538.70,43177.18,82394.23,1
2021,12,031,race-ethnicity,Hispanic,26762.78,53646.61,105312.60,1
2021,12,031,race-ethnicity,Other Races and Ethnicities,31595.61,72795.08,134116.01,1
2021,12,031,race-ethnicity,"White, Non-Hispanic",31922.60,69582.82,131830.78,1
2021,12,033,all,All,25645.20,56646.03,110578.79,1
2021,12,033,race-ethnicity,"Black, Non-Hispanic",16062.07,38258.59,82528.90,1
2021,12,033,race-ethnicity,Hispanic,27941.17,56131.07,97285.67,1
2021,12,033,race-ethnicity,Other Races and Ethnicities,22299.27,51496.39,103404.77,1
2021,12,033,race-ethnicity,"White, Non-Hispanic",28966.46,62825.60,123109.40,1
2021,12,035,all,All,28539.41,63865.83,122681.10,1
2021,12,035,race-ethnicity,"Black, Non-Hispanic",22246.44,50549.93,118898.63,1
2021,12,035,race-ethnicity,Hispanic,25594.20,61081.29,117756.64,1
2021,12,035,race-ethnicity,Other Races and Ethnicities,40234.19,82394.23,210434.88,3
2021,12,035,race-ethnicity,"White, Non-Hispanic",30540.64,64822.27,120268.00,1
2021,12,037,all,All,21062.72,48759.99,98378.81,2
2021,12,037,race-ethnicity,"Black, Non-Hispanic",13411.39,34213.29,69770.39,2
2021,12,037,race-ethnicity,Hispanic,19348.12,43587.30,88516.45,2
2021,12,037,race-ethnicity,Other Races and Ethnicities,18775.75,45316.83,103610.75,2
2021,12,037,race-ethnicity,"White, Non-Hispanic",24748.24,55667.07,108074.86,2
2021,12,039,all,All,21062.72,48759.99,98378.81,2
2021,12,039,race-ethnicity,"Black, Non-Hispanic",13411.39,34213.29,69770.39,2
2021,12,039,race-ethnicity,Hispanic,19348.12,43587.30,88516.45,2
2021,12,039,race-ethnicity,Other Races and Ethnicities,18775.75,45316.83,103610.75,2
2021,12,039,race-ethnicity,"White, Non-Hispanic",24748.24,55667.07,108074.86,2
2021,12,041,all,All,20232.19,46888.91,93546.10,2
2021,12,041,race-ethnicity,"Black, Non-Hispanic",15139.94,33781.63,63752.54,2
2021,12,041,race-ethnicity,Hispanic,18023.73,41646.39,76220.49,2
2021,12,041,race-ethnicity,Other Races and Ethnicities,11584.79,37912.70,86390.63,2
2021,12,041,race-ethnicity,"White, Non-Hispanic",21794.15,51076.16,97630.51,2
2021,12,043,all,All,21206.14,44816.37,97285.67,2
2021,12,043,race-ethnicity,"Black, Non-Hispanic",10394.01,25573.11,76878.83,3
2021,12,043,race-ethnicity,Hispanic,22962.61,43177.18,92427.73,2
2021,12,043,race-ethnicity,Other Races and Ethnicities,22864.40,67058.00,114892.30,2
2021,12,043,race-ethnicity,"White, Non-Hispanic",21525.49,48642.83,100587.01,2
2021,12,045,all,All,21062.72,48759.99,98378.81,2
2021,12,045,race-ethnicity,"Black, Non-Hispanic",13411.39,34213.29,69770.39,2
2021,12,045,race-ethnicity,Hispanic,19348.12,43587.30,88516.45,2
2021,12,045,race-ethnicity,Other Races and Ethnicities,18775.75,45316.83,103610.75,2
2021,12,045,race-ethnicity,"White, Non-Hispanic",24748.24,55667.07,108074.86,2
2021,12,047,all,All,17663.39,43723.24,89410.42,2
2021,12,047,race-ethnicity,"Black, Non-Hispanic",9164.40,26234.14,61469.16,2
2021,12,047,race-ethnicity,Hispanic,21234.96,43890.80,98378.81,3
2021,12,047,race-ethnicity,Other Races and Ethnicities,36932.92,53310.89,107210.99,3
2021,12,047,race-ethnicity,"White, Non-Hispanic",20289.58,48616.95,95445.11,2
2021,12,049,all,All,20598.55,44961.55,84454.09,2
2021,12,049,race-ethnicity,"Black, Non-Hispanic",12738.93,31594.08,59735.82,2
2021,12,049,race-ethnicity,Hispanic,18429.63,36072.33,70225.28,2
2021,12,049,race-ethnicity,Other Races and Ethnicities,18999.23,52445.51,147337.44,3
2021,12,049,race-ethnicity,"White, Non-Hispanic",22658.41,49136.48,90839.64,2
2021,12,051,all,All,21206.14,44816.37,97285.67,2
2021,12,051,race-ethnicity,"Black, Non-Hispanic",10394.01,25573.11,76878.83,3
2021,12,051,race-ethnicity,Hispanic,22962.61,43177.18,92427.73,2
2021,12,051,race-ethnicity,Other Races and Ethnicities,22864.40,67058.00,114892.30,2
2021,12,051,race-ethnicity,"White, Non-Hispanic",21525.49,48642.83,100587.01,2
2021,12,053,all,All,24922.18,53556.25,100682.16,1
