year,state,county,subgroup_type,subgroup,famstruc_2par_married,famstruc_2par_married_ub,famstruc_2par_married_lb,famstruc_2par_unmarried,famstruc_2par_unmarried_ub,famstruc_2par_unmarried_lb,famstruc_1par_plusadults,famstruc_1par_plusadults_ub,famstruc_1par_plusadults_lb,famstruc_1par_noadults,famstruc_1par_noadults_ub,famstruc_1par_noadults_lb,famstruc_0par_2adults,famstruc_0par_2adults_ub,famstruc_0par_2adults_lb,famstruc_0par_other,famstruc_0par_other_ub,famstruc_0par_other_lb,famstruc_quality
2018,01,001,race-ethnicity,"Black, Non-Hispanic",0.3973866959,0.4467849291,0.3479884627,0.050255848,0.0723095759,0.02820212,0.0712719298,0.0972429459,0.0453009137,0.4128289474,0.4625285351,0.3631293597,0.0082236842,0.0173401284,0,0.0600328947,0.0840121873,0.0360536022,2
2018,01,001,race-ethnicity,Hispanic,0.535025858,0.6502362383,0.4198154778,0.1100141044,0.1822920115,0.0377361972,0.0686412788,0.1270450645,0.0102374931,0.21767748,0.3129986775,0.1223562825,0.0051716032,0.0217398482,0,0.0634696756,0.1197859459,0.0071534053,3
2018,01,001,race-ethnicity,Other Races and Ethnicities,0.7112810707,0.8125016838,0.6100604577,0.0210325048,0.0530834132,0,0.026290631,0.0620282725,0,0.2069789675,0.2974722141,0.1164857209,0,0,0,0.034416826,0.0751352501,0,3
2018,01,001,race-ethnicity,"White, Non-Hispanic",0.7449582958,0.7718940204,0.7180225713,0.0474997063,0.0606439349,0.0343554777,0.0162900889,0.0241127106,0.0084674671,0.1629792066,0.1858031828,0.1401552305,0,0,0,0.0282727024,0.0385153667,0.018030038,2
2018,01,003,race-ethnicity,"Black, Non-Hispanic",0.4454592452,0.5443694104,0.34654908,0.0356712045,0.0725810018,0,0.0292951921,0.0628544208,0,0.3977253145,0.4951253524,0.3003252766,0,0,0,0.0918490436,0.1493250449,0.0343730423,3
2018,01,003,race-ethnicity,Hispanic,0.713028169,0.8182485512,0.6078077868,0.033157277,0.0748052858,0,0,0,0,0.1839788732,0.2741072555,0.093850491,0.0064553991,0.025084081,0,0.0633802817,0.1200545116,0.0067060518,3
2018,01,003,race-ethnicity,Other Races and Ethnicities,0.7598371777,0.8832869561,0.6363873994,0.0085933967,0.0352672334,0,0,0,0,0.1876978743,0.3005385368,0.0748572117,0,0,0,0.0438715513,0.1030586118,0,3
2018,01,003,race-ethnicity,"White, Non-Hispanic",0.7535682606,0.7793893049,0.7277472163,0.0269870709,0.0366966715,0.0172774704,0.0441362256,0.0564434403,0.0318290108,0.1373007553,0.157922735,0.1166787756,0.0030373895,0.0063346545,0,0.0349702981,0.0459776839,0.0239629123,1
2018,01,005,race-ethnicity,"Black, Non-Hispanic",0.1785310734,0.2079720269,0.14909012,0.0644067797,0.0832783795,0.0455351798,0.0865536723,0.1081700868,0.0649372578,0.559039548,0.5972094003,0.5208696957,0.009039548,0.0163156858,0.0017634103,0.1024293785,0.1257395773,0.0791191798,2
2018,01,005,race-ethnicity,Hispanic,0.4472010178,0.5762794413,0.3181225943,0.2264631043,0.3351201489,0.1178060597,0.1838422392,0.2844029539,0.0832815245,0.1272264631,0.2137348383,0.0407180879,0,0,0,0.0152671756,0.0470986826,0,3
2018,01,005,race-ethnicity,Other Races and Ethnicities,0.4377662092,0.5565612359,0.3189711824,0,0,0,0,0,0,0.5423568386,0.6616525191,0.4230611581,0,0,0,0.0198769522,0.0532990625,0,3
2018,01,005,race-ethnicity,"White, Non-Hispanic",0.6799196451,0.7185237019,0.6413155883,0.0544069641,0.073176521,0.0356374072,0.0251109065,0.0380583326,0.0121634804,0.19695321,0.2298631127,0.1640433074,0.003934042,0.0091141425,0,0.0396752323,0.0558278697,0.0235225949,2
2018,01,007,race-ethnicity,"Black, Non-Hispanic",0.2210531718,0.2530773871,0.1890289566,0.0394169575,0.0544340281,0.0243998869,0.0211455553,0.0322486699,0.0100424408,0.6120919729,0.6496972627,0.5744866831,0.0051324163,0.0106470897,0,0.1011599261,0.1244312815,0.0778885707,2
2018,01,007,race-ethnicity,Hispanic,0.6974789916,0.9471842744,0.4477737088,0,0,0,0,0,0,0.3025210084,0.5522262912,0.0528157256,0,0,0,0,0,0,3
2018,01,007,race-ethnicity,Other Races and Ethnicities,0.4363636364,0.6537162424,0.2190110303,0,0,0,0,0,0,0.4181818182,0.6343627036,0.2020009328,0,0,0,0.1454545455,0.2999701362,0,3
2018,01,007,race-ethnicity,"White, Non-Hispanic",0.6445202143,0.6863511718,0.6026892569,0.0460789089,0.0644011839,0.0277566339,0.0995616171,0.1257280818,0.0733951525,0.1354115928,0.1653139005,0.1055092851,0.0126643936,0.022436691,0.0028920961,0.0617632733,0.0828007401,0.0407258064,2
2018,01,009,race-ethnicity,"Black, Non-Hispanic",0.4117113028,0.5394758295,0.283946776,0.062641852,0.1255495391,0,0.0635497049,0.1268809139,0.000218496,0.3586019065,0.4831074742,0.2340963388,0.018610985,0.053696182,0,0.0848842488,0.1572395263,0.0125289712,3
2018,01,009,race-ethnicity,Hispanic,0.7321749551,0.8160817651,0.648268145,0.1021569802,0.1595419836,0.0447719769,0.0278609946,0.0590446251,0,0.0808867585,0.132550685,0.029222832,0,0,0,0.0569203116,0.1008210689,0.0130195542,2
2018,01,009,race-ethnicity,Other Races and Ethnicities,0.5727391874,0.766654028,0.3788243468,0,0,0,0,0,0,0.4272608126,0.6211756532,0.233345972,0,0,0,0,0,0,3
2018,01,009,race-ethnicity,"White, Non-Hispanic",0.7054403048,0.7333064124,0.6775741972,0.0666102173,0.0818529018,0.0513675328,0.0285421959,0.0387214317,0.0183629601,0.1508608524,0.1727403439,0.1289813609,0.0145357042,0.0218521136,0.0072192948,0.0340107254,0.0450910788,0.0229303719,2
2018,01,011,race-ethnicity,"Black, Non-Hispanic",0.1785310734,0.2079720269,0.14909012,0.0644067797,0.0832783795,0.0455351798,0.0865536723,0.1081700868,0.0649372578,0.559039548,0.5972094003,0.5208696957,0.009039548,0.0163156858,0.0017634103,0.1024293785,0.1257395773,0.0791191798,2
2018,01,011,race-ethnicity,Hispanic,0.4472010178,0.5762794413,0.3181225943,0.2264631043,0.3351201489,0.1178060597,0.1838422392,0.2844029539,0.0832815245,0.1272264631,0.2137348383,0.0407180879,0,0,0,0.0152671756,0.0470986826,0,3
2018,01,011,race-ethnicity,Other Races and Ethnicities,0.4377662092,0.5565612359,0.3189711824,0,0,0,0,0,0,0.5423568386,0.6616525191,0.4230611581,0,0,0,0.0198769522,0.0532990625,0,3
2018,01,011,race-ethnicity,"White, Non-Hispanic",0.6799196451,0.7185237019,0.6413155883,0.0544069641,0.073176521,0.0356374072,0.0251109065,0.0380583326,0.0121634804,0.19695321,0.2298631127,0.1640433074,0.003934042,0.0091141425,0,0.0396752323,0.0558278697,0.0235225949,2
2018,01,013,race-ethnicity,"Black, Non-Hispanic",0.2318439618,0.2784479854,0.1852399382,0.0675058791,0.095213207,0.0397985512,0.1157836492,0.1511185342,0.0804487642,0.4703278462,0.5254472754,0.415208417,0.0116198644,0.02345473,0,0.1029187993,0.1364743235,0.0693632751,2
2018,01,013,race-ethnicity,Hispanic,0.5969077858,0.7134967494,0.4803188222,0.0596355605,0.1159218171,0.0033493038,0.0182219768,0.0500131103,0,0.28216455,0.3891353616,0.1751937384,0,0,0,0.043070127,0.0913237301,0,3
2018,01,013,race-ethnicity,Other Races and Ethnicities,0.4185888738,0.5216631384,0.3155146093,0,0,0,0,0,0,0.4694708277,0.5737442615,0.3651973939,0.0054274084,0.0207781454,0,0.1065128901,0.1709683877,0.0420573925,3
2018,01,013,race-ethnicity,"White, Non-Hispanic",0.6300992877,0.6555620966,0.6046364788,0.0745197496,0.0883706659,0.0606688334,0.0413339089,0.0518328658,0.030834952,0.1855169437,0.2060187464,0.165015141,0.0076624218,0.0122615125,0.003063331,0.0608676883,0.0734777156,0.048257661,2
