year,state,place,crime_violent_rate,crime_property_rate,crime_rate_quality
2021,17,14351,1157.7645603910253,2123.5498498321654,3
2021,17,23074,0.8759942534776972,0,3
2021,17,24582,822.1378132408801,3191.6792005506413,2
2021,17,38570,479.6338550986875,739.7404256168384,3
2021,17,51622,334.87011200365066,995.2151825679639,2
2021,17,59000,NA,NA,NA
2021,17,65000,3081.065112594164,5122.128076700998,2
2021,17,68003,585.4995964280681,2220.28621577646,1
2021,17,72000,3801.2766848053584,7278.149853495186,2
2021,17,79293,NA,NA,NA
2021,18,05860,1589.9780175859312,4543.864908073541,1
2021,18,10342,295.5052630506333,1262.5207617921885,1
2021,18,22000,2979.9290005461494,4617.524576734025,1
2021,18,23278,325.2568087778167,1295.8807666179468,1
2021,18,25000,1643.469521387565,3007.507347454659,1
2021,18,31000,2457.059529493748,3417.1710263127334,3
2021,18,36003,2088.8440457036895,4510.4896694027075,2
2021,18,71000,892.144844628646,1310.4897554141614,1
2021,19,12000,1469.4678856071262,4045.0656352555084,1
2021,19,19000,1937.5768001966085,6517.571884984026,1
2021,19,21000,2070.2896345032664,4648.200613453839,1
2021,19,73335,2289.582868090408,5238.537393777695,1
2021,20,36000,337.7315483643135,348.0047513563838,3
2021,20,38900,14.776505356483192,262.81070241173677,3
2021,20,52575,1018.248669293639,2388.502126992497,1
2021,20,53775,1025.3573641862442,3766.4725555572627,1
2021,20,71000,1613.539218624312,4640.3053579596535,2
2021,20,79000,1598.4327401197243,4020.792044077917,1
2021,21,46027,1310.0817167360606,4380.527393466396,2
2021,21,48006,10.947862786786406,59.49925427601307,3
2021,22,05000,2112.716647675125,6312.433769769309,2
2021,22,40735,456.4420383933894,856.5432885056626,3
2021,22,41155,1203.2021475480562,3419.0594889986096,1
2021,22,55000,0.5208686004781574,3.1252116028689443,3
2021,22,70000,78.68028346024269,14.78555662340131,3
2021,24,04000,NA,NA,NA
2021,24,30325,NA,NA,NA
2021,25,07000,1951.8024297948616,3176.212147785272,2
2021,25,09000,1629.308359560912,2737.5834804636524,1
2021,25,11000,1018.0337405468296,3624.7134106696776,1
2021,25,23000,1919.88343564855,1986.3079741587117,1
2021,25,34550,1082.0292033987107,1694.799425955033,1
2021,25,37000,1230.7933521480088,2427.6157625169853,1
2021,25,37490,1275.0291820059263,1414.7037402851356,1
2021,25,45000,2454.415855008025,3352.6403413452435,1
2021,25,45560,182.7473010930996,1085.203108960258,1
2021,25,55745,911.0439210693825,2258.712603437301,2
2021,25,62535,480.1012306470822,1680.974593092497,1
2021,25,67000,2972.972972972973,4419.978172947294,1
2021,25,82000,1402.8754040624526,3531.714303933447,2
2021,26,03000,792.7907374664917,2177.9338553421712,1
2021,26,21000,1072.3711626614806,2568.8753067555676,1
2021,26,22000,3993.755207865465,6636.640450517147,1
2021,26,27440,826.2785227286296,1239.4177840929444,1
2021,26,29000,2808.7190320722107,2883.1380833493376,1
2021,26,34000,2653.4181079359946,3869.4417208300906,1
2021,26,46000,2719.3816465948307,4130.572575533488,1
2021,26,49000,855.2479694419376,2266.669465024031,1
2021,26,69035,NA,NA,NA
2021,26,74900,1818.9931229985825,3199.643025880624,1
2021,26,76460,1171.8458623621907,1557.488326296788,1
2021,26,80700,582.1980854197349,1737.3895434462445,1
2021,26,84000,1398.6013986013986,2659.788770899882,1
2021,26,86000,1887.925047963183,2206.894928261202,1
2021,26,88940,2195.10603588907,2504.4045676998367,1
2021,27,06616,714.4773916543674,5202.602978666309,1
2021,27,07966,1514.4227949370652,4615.998216946051,1
2021,27,17000,1168.2485497803048,5873.5339230316795,1
2021,27,43000,1925.2348320712508,6844.416842511368,1
2021,27,51730,407.32688607341873,2507.6842342004647,1
2021,27,54880,869.4417532489226,3318.2440784418536,1
2021,27,58000,1411.7791387275586,6335.088506574636,1
2021,27,71428,290.4855838084687,2926.4733699029916,3
2021,28,36000,NA,NA,NA
2021,29,15670,1778.1602354795646,4449.019639381705,1
2021,29,35000,1115.110856581854,5173.034443262702,1
2021,29,38000,2165.353155709246,6084.198672097127,1
2021,29,41348,727.3845909578057,2529.4724725122055,1
2021,29,54074,828.1755908460167,2145.327195436224,1
2021,29,65000,1766.9186589913043,8799.254921776695,1
2021,29,70000,2939.4494759879717,8967.218851384614,2
2021,30,06550,2235.303269973809,7110.442652283276,1
2021,31,28000,1793.2737535277518,5313.416523712025,1
2021,31,37000,0.20489326085575718,2.6636123911248437,3
2021,32,31900,1243.0522088353414,2856.867469879518,1
2021,32,40000,6325.596342704471,10590.81328195644,2
2021,32,51800,1092.290034586617,2798.5117740854575,3
2021,32,60600,1672.097971244224,5526.079880575423,2
2021,32,68400,1789.5229186155284,4466.791393826005,3
2021,33,45140,2090.124640460211,4007.6701821668266,1
2021,33,50260,1129.5072745121831,2332.917857024675,1
2021,34,13690,NA,NA,NA
2021,34,21000,1170.3444009074035,3551.542291488672,1
2021,34,36000,306.11605246111736,1165.2608777416365,2
2021,34,51000,1187.2769365903994,2116.5921625354695,2
2021,34,57000,NA,NA,NA
2021,34,74000,NA,NA,NA
2021,35,02000,2239.5862971604165,7529.128492573835,1
2021,35,39380,2123.092037040406,7056.0518129059255,1
2021,35,63460,NA,NA,NA
2021,35,70500,75.91878990050037,126.53131650083395,3
2021,36,01000,NA,NA,NA
2021,36,11000,2715.1091804312146,6093.960023332404,2
2021,36,50617,509.3883621490983,1902.4601846687735,1
2021,36,51000,0,0.045787299450197556,3
2021,36,63000,NA,NA,NA
2021,36,73000,NA,NA,NA
2021,36,84000,604.1100462499404,1539.1217279359178,1
2021,37,02140,2524.8734882923063,8180.375675443863,1
2021,37,10740,420.15582478161804,1685.2852222863237,1
2021,37,12000,1.2718659777007206,18.152996227183014,3
2021,37,14100,259.3452021137609,1662.3442466314375,1
2021,37,19000,1715.4772738672764,5647.675076852523,1
2021,37,22920,1935.2796443114291,5130.049832851312,1
2021,37,25580,2191.6636261842154,6100.675616169495,2
2021,37,28000,2344.297303059736,5780.704812121171,1
2021,37,28080,2144.2805898764445,4248.704663212436,2
2021,37,31400,1008.4137589705518,4190.971117474458,1
2021,37,55000,1614.3862541349447,3299.3018460946005,2
2021,37,74440,1662.4129130164863,4832.896461336828,1
2021,37,75000,3713.742905891891,6267.01678384298,2
2021,38,25700,2588.4348570559855,6796.34178541995,1
2021,39,01000,2784.0591592987366,6133.703775269867,1
2021,39,15000,2105.5257496825025,4962.677863307674,2
2021,39,16000,5582.069086941559,6997.527083372236,2
2021,39,18000,2142.1978460000246,5802.528105212644,2
2021,39,21000,2804.5890648479945,5412.669055600509,2
2021,39,61000,442.63105835806135,1107.8140454995055,1
2021,39,77000,4538.89056709424,3964.575950253082,2
2021,40,09050,850.546780072904,2907.291287882147,3
2021,40,23200,621.2441992258506,2729.8389683710784,1
2021,40,41850,1616.4915010904467,1706.3574692866616,1
2021,40,52500,1237.4249473140085,4970.376555727861,3
2021,40,55000,1436.162232260767,5563.271799792924,2
2021,40,75000,2738.0848017299318,6825.243758705668,1
2021,41,05350,636.119262101656,3392.978064145446,1
2021,41,05800,714.1237814554522,2948.207992415655,1
2021,41,23850,1251.7457496046816,6047.507473539629,2
2021,41,31250,736.6595424126695,3966.224028590449,1
2021,41,34100,722.3182165821602,3673.9087329688696,1
2021,41,47000,1074.280867905859,5432.657196032699,1
2021,41,59000,1354.0366144603631,7708.722202306636,1
2021,41,64900,1075.818201649894,7016.355421859662,1
2021,42,02000,NA,NA,NA
2021,42,06088,NA,NA,NA
2021,42,24000,237.6067660358399,596.6337296935187,2
2021,42,60000,1698.3902834616576,4197.161312947556,2
2021,42,61000,NA,NA,NA
2021,42,63624,NA,NA,NA
2021,42,69000,1056.7597088975747,2811.0071459591773,2
2021,44,19180,498.46347424202094,2158.395237980013,1
2021,44,54640,1206.1170212765958,2909.574468085106,1
2021,44,59000,1217.0836599368683,4045.8233586848296,1
2021,44,74300,505.64923910676697,2100.0169356204483,1
2021,45,13330,1246.5523768319722,3620.0043264290734,1
2021,45,16000,1180.832774847752,6420.641627087037,2
2021,45,48535,403.8245219347582,1730.0337457817773,1
2021,45,50875,3518.3600775261475,7891.428471652321,1
2021,46,59020,1664.394635893859,4102.336493041245,1
2021,47,14000,2935.3545546788796,8644.713423120214,2
2021,47,15160,1967.3675069411318,3394.733301532553,2
2021,47,27740,607.1310299150016,1477.9654364597516,2
2021,47,40000,2313.8391984746936,5578.3541689773365,2
2021,47,48000,4469.524820268111,8461.078722488286,2
2021,47,51560,2026.5825333959858,3876.619453581258,2
2021,47,52006,2788.1215153974385,5824.981029699141,1
2021,48,01000,2217.1924063949505,3278.7669158550775,2
2021,48,01924,NA,NA,NA
2021,48,03000,2637.607238572448,5165.917223550314,2
2021,48,04000,2097.607977486847,4058.587218075778,1
2021,48,05000,2082.764344344726,5384.911788181543,2
2021,48,06128,1392.0017445452672,4257.175048156718,1
2021,48,07000,3756.9666037752254,4969.872970881553,1
2021,48,10768,1707.8380836055076,3188.6101082061246,2
2021,48,10912,1583.2590019247923,2416.5532134641567,1
2021,48,13024,655.3109873047766,1878.405942704052,1
2021,48,13552,743.9022758593007,1713.9187326902234,1
2021,48,15976,983.8659740617152,3240.5655509305443,1
2021,48,16432,1327.1920846127603,3137.7231889002614,1
2021,48,17000,2452.477936184657,5317.316637751125,2
2021,48,19000,2101.613626417912,4919.941641498217,2
2021,48,19972,1589.07404226078,3635.543721010136,1
2021,48,22660,2316.750878400956,4220.374851912231,2
2021,48,24000,1174.9051959284147,2269.0883285654095,1
2021,48,26232,274.4836775483011,1227.1818787475015,1
2021,48,27000,1399.6074714712336,3800.129668706362,2
2021,48,27684,545.2003727865797,1811.639225432329,1
2021,48,29000,1269.407324288483,3135.3667244721,1
2021,48,30464,757.6839871015144,2650.1081676803133,1
2021,48,35000,2799.517548602705,6128.929292788346,2
2021,48,37000,1456.0318509426243,3868.0640795644103,2
2021,48,39148,1848.9892192268226,2851.1080609266933,1
2021,48,41464,1354.1580780299728,2041.6416369254446,2
2021,48,41980,716.1568928983344,1719.3129900667875,1
2021,48,42508,1295.456816592022,3306.776165774867,1
2021,48,43888,1211.4631498041895,3692.949601668964,1
2021,48,45000,2812.5085604041687,6706.660874941789,2
2021,48,45384,1859.9277164455655,3067.471695986361,1
2021,48,45744,706.4637739315923,1608.2874853480048,1
2021,48,47892,1486.1726549570233,4390.448988308152,3
2021,48,48072,1875.1194891599434,2593.966275379498,1
2021,48,48768,459.49525852469196,643.5277982909589,1
2021,48,50820,1289.5635586928463,2310.706004637403,1
2021,48,53388,2303.799715909091,3915.127840909091,1
2021,48,56000,1513.5163591376906,3555.4473427917137,1
2021,48,56348,774.0051709091503,2157.264148635092,1
2021,48,57200,1646.8979834677266,2711.4953732420217,1
2021,48,58016,580.4784872121086,2774.4603640925507,1
2021,48,61796,514.2186637217008,2899.8136388735506,1
2021,48,63500,1219.6882830084512,3364.335159468297,1
2021,48,64472,2097.5644108208166,4374.2014667860485,1
2021,48,65000,2293.2786816679913,6308.503074156176,2
2021,48,70808,578.5693557748114,2044.9434126523506,1
2021,48,72176,1526.1223125765846,2714.34406446103,2
2021,48,74144,1628.472056791653,4039.2586592977273,2
2021,48,76000,2130.847953216374,4785.087719298245,2
2021,48,79000,2843.1305636535594,5370.357731345612,1
2021,49,43660,1037.621509312622,2778.945806228203,1
2021,49,44320,NA,NA,NA
2021,49,55980,2279.642317965393,5715.944721867379,1
2021,49,57300,865.2593710587797,2982.405359025782,1
2021,49,62470,592.7530870721696,2324.3319417287607,1
2021,49,65330,979.8115746971736,3188.1561238223417,1
2021,49,67000,3037.8653597987477,10995.06409644846,2
2021,49,67440,240.98387900947316,1186.222369951803,1
2021,49,70850,514.4345848155838,2656.809976592565,1
2021,49,82950,983.2392606316515,3790.7708216640094,1
2021,49,83470,1664.74121167328,4786.848544427781,1
2021,51,01000,1130.9542624142618,3088.788443910611,1
2021,51,16000,1549.9328402893532,3231.3530658812483,1
2021,51,35000,1618.305203732413,4090.0049726504226,2
2021,51,47672,1952.5660668836185,3602.497055955833,1
2021,51,56000,1911.7194127595653,3349.561514894445,1
2021,51,57000,1986.1164674122638,4903.670417009004,1
2021,51,64000,2137.4186795821615,6268.598518275288,1
2021,51,67000,1418.8482603378295,4725.8015916623835,1
2021,51,68000,2817.8915021390267,5817.550061258511,1
2021,51,76432,1845.220225586482,3380.580692198825,1
2021,51,82000,939.129218761608,2630.348426117319,1
2021,53,03180,1335.1933041052212,6783.81356528263,1
2021,53,05210,481.37113781675765,4401.298831720952,1
2021,53,05280,1231.4318846982164,9177.756916450384,1
2021,53,22640,1020.4820804433256,7428.602473786197,1
2021,53,23515,996.0718294051627,6623.777457110791,1
2021,53,35275,1246.960833874967,5681.134301051972,1
2021,53,35415,1342.5754318333456,7423.826821854846,1
2021,53,35940,463.69032032818365,3717.1598149602864,1
2021,53,53545,928.0347653079923,3616.5868216445456,1
2021,53,57745,736.8511010036748,6411.3642190422825,1
2021,53,63000,1589.1379980001486,7668.43788478543,1
2021,53,67000,2498.792693246614,8884.448559871338,1
2021,53,67167,1116.678737105835,7024.016911663959,1
2021,53,70000,2052.619954723649,11377.983914011742,1
2021,53,74060,2282.152168256952,8096.914475046593,2
2021,53,80010,1675.565620260528,4667.2760891695925,2
2021,55,02375,1323.0415239726028,3450.0749143835615,1
2021,55,31000,1055.25620313215,2800.6312860117855,2
2021,55,39225,954.7713468199388,1857.3364790924152,3
2021,55,48000,726.6987383545492,3881.3774501124517,2
2021,55,53000,2478.9086091615677,5668.300478382838,2
2021,55,66000,1001.222572550029,2168.457628209253,1
