year,state,county,subgroup_type,subgroup,share_in_preschool,share_in_preschool_ub,share_in_preschool_lb,share_in_preschool_quality
2021,01,001,all,All,0.28699,0.35914,0.21483,2
2021,01,001,race-ethnicity,"Black, Non-Hispanic",0.21290,0.34306,0.08274,3
2021,01,001,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,001,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,001,race-ethnicity,"White, Non-Hispanic",0.30388,0.39637,0.21139,3
2021,01,003,all,All,0.43298,0.51848,0.34747,1
2021,01,003,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,003,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,003,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,003,race-ethnicity,"White, Non-Hispanic",0.44176,0.53630,0.34722,1
2021,01,005,all,All,0.39964,0.48288,0.31639,2
2021,01,005,race-ethnicity,"Black, Non-Hispanic",0.48736,0.61491,0.35982,3
2021,01,005,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,005,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,005,race-ethnicity,"White, Non-Hispanic",0.38305,0.51152,0.25457,3
2021,01,007,all,All,0.46542,0.56083,0.37001,2
2021,01,007,race-ethnicity,"Black, Non-Hispanic",0.57262,0.71879,0.42645,3
2021,01,007,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,007,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,007,race-ethnicity,"White, Non-Hispanic",0.31736,0.44151,0.19321,3
2021,01,009,all,All,0.24325,0.31969,0.16680,2
2021,01,009,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,009,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,009,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,009,race-ethnicity,"White, Non-Hispanic",0.26367,0.34918,0.17816,2
2021,01,011,all,All,0.39964,0.48288,0.31639,2
2021,01,011,race-ethnicity,"Black, Non-Hispanic",0.48736,0.61491,0.35982,3
2021,01,011,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,011,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,011,race-ethnicity,"White, Non-Hispanic",0.38305,0.51152,0.25457,3
2021,01,013,all,All,0.37131,0.43965,0.30297,2
2021,01,013,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,013,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,013,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,013,race-ethnicity,"White, Non-Hispanic",0.42823,0.51049,0.34597,2
2021,01,015,all,All,0.48072,0.58067,0.38077,3
2021,01,015,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,015,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,015,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,015,race-ethnicity,"White, Non-Hispanic",0.37731,0.49252,0.26210,3
2021,01,017,all,All,0.36341,0.45585,0.27097,2
2021,01,017,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,017,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,017,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,017,race-ethnicity,"White, Non-Hispanic",0.34942,0.45805,0.24078,3
2021,01,019,all,All,0.39453,0.48425,0.30481,2
2021,01,019,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,019,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,019,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,019,race-ethnicity,"White, Non-Hispanic",0.37485,0.48441,0.26529,3
2021,01,021,all,All,0.36341,0.45585,0.27097,2
2021,01,021,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,021,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,021,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,021,race-ethnicity,"White, Non-Hispanic",0.34942,0.45805,0.24078,3
2021,01,023,all,All,0.30622,0.39236,0.22008,2
2021,01,023,race-ethnicity,"Black, Non-Hispanic",0.44165,0.60387,0.27943,3
2021,01,023,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,023,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,023,race-ethnicity,"White, Non-Hispanic",0.21319,0.31951,0.10686,3
2021,01,025,all,All,0.30622,0.39236,0.22008,2
2021,01,025,race-ethnicity,"Black, Non-Hispanic",0.44165,0.60387,0.27943,3
2021,01,025,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,025,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,025,race-ethnicity,"White, Non-Hispanic",0.21319,0.31952,0.10686,3
2021,01,027,all,All,0.39453,0.48425,0.30481,2
2021,01,027,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,027,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,027,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,027,race-ethnicity,"White, Non-Hispanic",0.37485,0.48441,0.26529,3
2021,01,029,all,All,0.39453,0.48425,0.30481,2
2021,01,029,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,029,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,029,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,029,race-ethnicity,"White, Non-Hispanic",0.37485,0.48441,0.26529,3
2021,01,031,all,All,0.37131,0.43965,0.30297,2
2021,01,031,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,031,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,031,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,031,race-ethnicity,"White, Non-Hispanic",0.42823,0.51049,0.34597,2
2021,01,033,all,All,0.42051,0.49653,0.34449,2
2021,01,033,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,033,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,033,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,033,race-ethnicity,"White, Non-Hispanic",0.51077,0.59912,0.42243,2
2021,01,035,all,All,0.30622,0.39236,0.22008,2
2021,01,035,race-ethnicity,"Black, Non-Hispanic",0.44165,0.60387,0.27943,3
2021,01,035,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,035,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,035,race-ethnicity,"White, Non-Hispanic",0.21319,0.31952,0.10686,3
2021,01,037,all,All,0.36341,0.45585,0.27097,2
2021,01,037,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,037,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,037,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,037,race-ethnicity,"White, Non-Hispanic",0.34942,0.45805,0.24078,3
2021,01,039,all,All,0.37131,0.43965,0.30297,2
2021,01,039,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,039,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,039,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,039,race-ethnicity,"White, Non-Hispanic",0.42823,0.51049,0.34597,2
2021,01,041,all,All,0.37131,0.43965,0.30297,2
2021,01,041,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,041,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,041,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,041,race-ethnicity,"White, Non-Hispanic",0.42823,0.51049,0.34597,2
2021,01,043,all,All,0.39009,0.47595,0.30424,1
2021,01,043,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,043,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,043,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,043,race-ethnicity,"White, Non-Hispanic",0.39039,0.48114,0.29963,1
2021,01,045,all,All,0.43409,0.48094,0.38724,2
2021,01,045,race-ethnicity,"Black, Non-Hispanic",0.48476,0.58223,0.38729,2
2021,01,045,race-ethnicity,Hispanic,0.26470,0.40686,0.12254,3
2021,01,045,race-ethnicity,Other Races and Ethnicities,0.39303,0.56226,0.22380,3
2021,01,045,race-ethnicity,"White, Non-Hispanic",0.43540,0.49567,0.37514,2
2021,01,047,all,All,0.46542,0.56083,0.37001,2
2021,01,047,race-ethnicity,"Black, Non-Hispanic",0.57262,0.71879,0.42645,3
2021,01,047,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,047,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,047,race-ethnicity,"White, Non-Hispanic",0.31736,0.44151,0.19321,3
2021,01,049,all,All,0.31770,0.39567,0.23974,2
2021,01,049,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,049,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,049,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,049,race-ethnicity,"White, Non-Hispanic",0.35665,0.44536,0.26794,2
2021,01,051,all,All,0.28699,0.35914,0.21483,2
2021,01,051,race-ethnicity,"Black, Non-Hispanic",0.21290,0.34306,0.08274,3
2021,01,051,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,051,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,051,race-ethnicity,"White, Non-Hispanic",0.30388,0.39637,0.21139,3
2021,01,053,all,All,0.30622,0.39236,0.22008,2
2021,01,053,race-ethnicity,"Black, Non-Hispanic",0.44165,0.60387,0.27943,3
2021,01,053,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,053,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,053,race-ethnicity,"White, Non-Hispanic",0.21319,0.31952,0.10686,3
2021,01,055,all,All,0.25824,0.34402,0.17246,1
2021,01,055,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,055,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,055,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,055,race-ethnicity,"White, Non-Hispanic",0.26095,0.37207,0.14983,3
2021,01,057,all,All,0.43505,0.52231,0.34779,2
2021,01,057,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,057,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,057,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,057,race-ethnicity,"White, Non-Hispanic",0.41833,0.51136,0.32529,2
2021,01,059,all,All,0.42051,0.49653,0.34449,2
2021,01,059,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,059,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,059,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,059,race-ethnicity,"White, Non-Hispanic",0.51077,0.59912,0.42243,2
2021,01,061,all,All,0.43409,0.48094,0.38724,2
2021,01,061,race-ethnicity,"Black, Non-Hispanic",0.48476,0.58223,0.38729,2
2021,01,061,race-ethnicity,Hispanic,0.26470,0.40686,0.12254,3
2021,01,061,race-ethnicity,Other Races and Ethnicities,0.39303,0.56226,0.22380,3
2021,01,061,race-ethnicity,"White, Non-Hispanic",0.43540,0.49567,0.37514,2
2021,01,063,all,All,0.46542,0.56083,0.37001,2
2021,01,063,race-ethnicity,"Black, Non-Hispanic",0.57262,0.71879,0.42645,3
2021,01,063,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,063,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,063,race-ethnicity,"White, Non-Hispanic",0.31736,0.44151,0.19321,3
2021,01,065,all,All,0.46542,0.56083,0.37001,2
2021,01,065,race-ethnicity,"Black, Non-Hispanic",0.57262,0.71879,0.42645,3
2021,01,065,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,065,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,065,race-ethnicity,"White, Non-Hispanic",0.31736,0.44151,0.19321,3
2021,01,067,all,All,0.43409,0.48094,0.38724,2
2021,01,067,race-ethnicity,"Black, Non-Hispanic",0.48476,0.58223,0.38729,2
2021,01,067,race-ethnicity,Hispanic,0.26470,0.40686,0.12254,3
2021,01,067,race-ethnicity,Other Races and Ethnicities,0.39303,0.56226,0.22380,3
2021,01,067,race-ethnicity,"White, Non-Hispanic",0.43540,0.49567,0.37514,2
2021,01,069,all,All,0.43409,0.48094,0.38724,2
2021,01,069,race-ethnicity,"Black, Non-Hispanic",0.48476,0.58223,0.38729,2
2021,01,069,race-ethnicity,Hispanic,0.26470,0.40686,0.12254,3
2021,01,069,race-ethnicity,Other Races and Ethnicities,0.39303,0.56226,0.22380,3
2021,01,069,race-ethnicity,"White, Non-Hispanic",0.43540,0.49567,0.37514,2
2021,01,071,all,All,0.31770,0.39567,0.23974,2
2021,01,071,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,071,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,071,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,071,race-ethnicity,"White, Non-Hispanic",0.35665,0.44536,0.26794,2
2021,01,073,all,All,0.48296,0.52646,0.43946,1
2021,01,073,race-ethnicity,"Black, Non-Hispanic",0.43358,0.51037,0.35679,1
2021,01,073,race-ethnicity,Hispanic,0.23879,0.36336,0.11422,3
2021,01,073,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,073,race-ethnicity,"White, Non-Hispanic",0.59444,0.65248,0.53641,1
2021,01,075,all,All,0.43505,0.52231,0.34779,2
2021,01,075,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,075,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,075,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,075,race-ethnicity,"White, Non-Hispanic",0.41833,0.51136,0.32529,2
2021,01,077,all,All,0.42051,0.49653,0.34449,2
2021,01,077,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,077,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,077,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,077,race-ethnicity,"White, Non-Hispanic",0.51077,0.59912,0.42243,2
2021,01,079,all,All,0.37130,0.45468,0.28792,2
2021,01,079,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,079,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,079,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,079,race-ethnicity,"White, Non-Hispanic",0.42252,0.52134,0.32371,3
2021,01,081,all,All,0.61171,0.70820,0.51521,3
2021,01,081,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,081,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,081,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,081,race-ethnicity,"White, Non-Hispanic",0.63951,0.75448,0.52454,3
2021,01,083,all,All,0.40765,0.49594,0.31936,2
2021,01,083,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,083,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,083,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,083,race-ethnicity,"White, Non-Hispanic",0.33799,0.44296,0.23301,3
2021,01,085,all,All,0.28699,0.35914,0.21483,2
2021,01,085,race-ethnicity,"Black, Non-Hispanic",0.21290,0.34306,0.08274,3
2021,01,085,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,085,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,085,race-ethnicity,"White, Non-Hispanic",0.30388,0.39637,0.21139,3
2021,01,087,all,All,0.39964,0.48288,0.31639,2
2021,01,087,race-ethnicity,"Black, Non-Hispanic",0.48736,0.61491,0.35982,3
2021,01,087,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,087,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,087,race-ethnicity,"White, Non-Hispanic",0.38305,0.51152,0.25457,3
2021,01,089,all,All,0.43499,0.47772,0.39225,1
2021,01,089,race-ethnicity,"Black, Non-Hispanic",0.41382,0.53356,0.29409,3
2021,01,089,race-ethnicity,Hispanic,0.28789,0.39796,0.17781,3
2021,01,089,race-ethnicity,Other Races and Ethnicities,0.68472,0.82871,0.54074,3
2021,01,089,race-ethnicity,"White, Non-Hispanic",0.45016,0.50251,0.39782,1
2021,01,091,all,All,0.46542,0.56083,0.37001,2
2021,01,091,race-ethnicity,"Black, Non-Hispanic",0.57262,0.71879,0.42645,3
2021,01,091,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,091,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,091,race-ethnicity,"White, Non-Hispanic",0.31736,0.44151,0.19321,3
2021,01,093,all,All,0.43150,0.48890,0.37410,2
2021,01,093,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,093,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,093,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,093,race-ethnicity,"White, Non-Hispanic",0.43729,0.50126,0.37332,2
2021,01,095,all,All,0.33450,0.39893,0.27007,1
2021,01,095,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,095,race-ethnicity,Hispanic,0.28571,0.44737,0.12405,3
2021,01,095,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,095,race-ethnicity,"White, Non-Hispanic",0.35756,0.43003,0.28508,1
2021,01,097,all,All,0.42887,0.48187,0.37587,1
2021,01,097,race-ethnicity,"Black, Non-Hispanic",0.55454,0.64132,0.46776,1
2021,01,097,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,097,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,097,race-ethnicity,"White, Non-Hispanic",0.32618,0.39505,0.25731,1
2021,01,099,all,All,0.30622,0.39236,0.22008,2
2021,01,099,race-ethnicity,"Black, Non-Hispanic",0.44165,0.60387,0.27943,3
2021,01,099,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,099,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,099,race-ethnicity,"White, Non-Hispanic",0.21319,0.31951,0.10686,3
2021,01,101,all,All,0.38906,0.44089,0.33724,1
2021,01,101,race-ethnicity,"Black, Non-Hispanic",0.39214,0.47390,0.31039,1
2021,01,101,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,101,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,101,race-ethnicity,"White, Non-Hispanic",0.44710,0.52563,0.36858,1
2021,01,103,all,All,0.37130,0.45468,0.28792,1
2021,01,103,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,103,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,103,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,103,race-ethnicity,"White, Non-Hispanic",0.42252,0.52134,0.32371,3
2021,01,105,all,All,0.46542,0.56083,0.37001,2
2021,01,105,race-ethnicity,"Black, Non-Hispanic",0.57262,0.71879,0.42645,3
2021,01,105,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,105,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,105,race-ethnicity,"White, Non-Hispanic",0.31736,0.44151,0.19321,3
2021,01,107,all,All,0.39629,0.49313,0.29945,3
2021,01,107,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,107,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,107,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,107,race-ethnicity,"White, Non-Hispanic",0.38541,0.49705,0.27376,3
2021,01,109,all,All,0.39964,0.48288,0.31639,2
2021,01,109,race-ethnicity,"Black, Non-Hispanic",0.48736,0.61491,0.35982,3
2021,01,109,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,109,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,109,race-ethnicity,"White, Non-Hispanic",0.38305,0.51152,0.25457,3
2021,01,111,all,All,0.39453,0.48425,0.30481,2
2021,01,111,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,111,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,111,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,111,race-ethnicity,"White, Non-Hispanic",0.37485,0.48441,0.26529,3
2021,01,113,all,All,0.39964,0.48288,0.31639,2
2021,01,113,race-ethnicity,"Black, Non-Hispanic",0.48736,0.61491,0.35982,3
2021,01,113,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,113,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,113,race-ethnicity,"White, Non-Hispanic",0.38305,0.51152,0.25457,3
2021,01,115,all,All,0.24325,0.31969,0.16680,2
2021,01,115,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,115,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,115,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,115,race-ethnicity,"White, Non-Hispanic",0.26367,0.34918,0.17816,2
2021,01,117,all,All,0.49286,0.56080,0.42491,1
2021,01,117,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,117,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,117,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,117,race-ethnicity,"White, Non-Hispanic",0.55272,0.62836,0.47709,1
2021,01,119,all,All,0.46542,0.56083,0.37001,2
2021,01,119,race-ethnicity,"Black, Non-Hispanic",0.57262,0.71879,0.42645,3
2021,01,119,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,119,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,119,race-ethnicity,"White, Non-Hispanic",0.31736,0.44151,0.19321,3
2021,01,121,all,All,0.39453,0.48425,0.30481,2
2021,01,121,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,121,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,121,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,121,race-ethnicity,"White, Non-Hispanic",0.37485,0.48441,0.26529,3
2021,01,123,all,All,0.36341,0.45585,0.27097,2
2021,01,123,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,123,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,123,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,123,race-ethnicity,"White, Non-Hispanic",0.34942,0.45805,0.24078,3
2021,01,125,all,All,0.43212,0.50794,0.35631,1
2021,01,125,race-ethnicity,"Black, Non-Hispanic",0.31500,0.45226,0.17774,3
2021,01,125,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,125,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,125,race-ethnicity,"White, Non-Hispanic",0.51313,0.60740,0.41886,1
2021,01,127,all,All,0.43505,0.52231,0.34779,2
2021,01,127,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,127,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,127,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,127,race-ethnicity,"White, Non-Hispanic",0.41833,0.51136,0.32529,2
2021,01,129,all,All,0.30622,0.39236,0.22008,2
2021,01,129,race-ethnicity,"Black, Non-Hispanic",0.44165,0.60387,0.27943,3
2021,01,129,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,129,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,129,race-ethnicity,"White, Non-Hispanic",0.21319,0.31951,0.10686,3
2021,01,131,all,All,0.30622,0.39236,0.22008,2
2021,01,131,race-ethnicity,"Black, Non-Hispanic",0.44165,0.60387,0.27943,3
2021,01,131,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,131,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,131,race-ethnicity,"White, Non-Hispanic",0.21319,0.31951,0.10686,3
2021,01,133,all,All,0.39009,0.47595,0.30424,2
2021,01,133,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,01,133,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,133,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,3
2021,01,133,race-ethnicity,"White, Non-Hispanic",0.39039,0.48114,0.29963,2
2021,02,013,all,All,0.51745,0.56661,0.46830,2
2021,02,013,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,013,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,013,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,013,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,016,all,All,0.51745,0.56661,0.46830,2
2021,02,016,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,016,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,016,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,016,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,020,all,All,0.33117,0.40699,0.25534,1
2021,02,020,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,020,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,020,race-ethnicity,Other Races and Ethnicities,0.21105,0.31102,0.11107,3
2021,02,020,race-ethnicity,"White, Non-Hispanic",0.47665,0.59450,0.35880,3
2021,02,050,all,All,0.51745,0.56661,0.46830,2
2021,02,050,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,050,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,050,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,050,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,060,all,All,0.51745,0.56661,0.46830,2
2021,02,060,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,060,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,060,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,060,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,068,all,All,0.43181,0.51970,0.34391,2
2021,02,068,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,068,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,068,race-ethnicity,Other Races and Ethnicities,0.60620,0.77043,0.44197,3
2021,02,068,race-ethnicity,"White, Non-Hispanic",0.37242,0.48041,0.26444,3
2021,02,070,all,All,0.51745,0.56661,0.46830,2
2021,02,070,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,070,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,070,race-ethnicity,Other Races and Ethnicities,0.49583,0.54859,0.44307,2
2021,02,070,race-ethnicity,"White, Non-Hispanic",0.51416,0.67102,0.35729,3
2021,02,090,all,All,0.43181,0.51970,0.34391,2
2021,02,090,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,090,race-ethnicity,Hispanic,NA,NA,NA,3
2021,02,090,race-ethnicity,Other Races and Ethnicities,0.60620,0.77043,0.44197,3
2021,02,090,race-ethnicity,"White, Non-Hispanic",0.37242,0.48041,0.26444,3
2021,02,100,all,All,0.43181,0.51970,0.34391,2
