year,state,county,subgroup_type,subgroup,share_affordable_30ami_quality,share_affordable_50ami_quality,share_affordable_80ami_quality,share_available_30ami,share_available_50ami,share_available_80ami,share_affordable_30ami,share_affordable_50ami,share_affordable_80ami,share_available_30ami_quality,share_available_50ami_quality,share_available_80ami_quality
2022,01,001,tenure,All,2,2,2,0.5973224592737696,0.70296558463555,0.91592983645568,1.4867191685973529,1.4536356822017558,1.4930621171839416,2,2,2
2022,01,001,tenure,Owner,2,2,2,0.7978500936675644,0.7768623527990743,0.8888402549131518,2.4144311052986165,1.960710991470048,1.7533307391338215,2,2,2
2022,01,001,tenure,Renter,NA,NA,2,NA,NA,0.9615018133485007,NA,NA,1.0552201517476902,NA,NA,2
2022,01,003,tenure,All,1,1,1,0.3177658942364825,0.4970918325550913,0.8365102286401925,1.5597742127153893,1.6149750143360366,1.6793742478941034,1,1,1
2022,01,003,tenure,Owner,1,1,1,0.4823224778408525,0.5893064175134692,0.8255276306958014,2.5247485310228064,2.3291277364795744,2.0154001044074876,1,1,1
2022,01,003,tenure,Renter,NA,1,1,NA,0.35842477694595426,0.8565028509367364,NA,0.5410727104912316,1.0676758077654087,NA,1,1
2022,01,005,tenure,All,3,3,3,1.3995191427705145,1.5296305426671426,1.6639454659917197,2.4113550910226476,2.4526525958086753,2.318202420041205,3,3,3
2022,01,005,tenure,Owner,NA,NA,3,NA,NA,1.2624289645554811,NA,NA,2.3196982964132764,NA,NA,3
2022,01,005,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,007,tenure,All,NA,3,3,NA,0.9424480425410442,1.1205941983986247,NA,1.9777215925204763,1.677993690852211,NA,3,3
2022,01,007,tenure,Owner,NA,NA,3,NA,NA,1.0032688925288584,NA,NA,1.7583658960338198,NA,NA,3
2022,01,007,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,009,tenure,All,2,2,2,0.4393115805514389,0.8153262090709545,0.9499453240146437,1.9672209523331072,1.999106378078189,1.8251009550276602,2,2,2
2022,01,009,tenure,Owner,2,2,2,0.6658533914511287,0.8922311461906678,0.9499779066593216,2.987798200912364,2.4322628360033254,2.0915397025597446,2,2,2
2022,01,009,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,011,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,011,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,013,tenure,All,NA,3,3,NA,1.85051251518818,1.9362245951836816,NA,2.7735345683297123,2.5904815492331665,NA,3,3
2022,01,013,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,013,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,015,tenure,All,1,1,1,0.4462516156828953,0.6433958954569374,0.9110276285130059,2.0984489444205083,2.1969829854411507,1.8717960911122735,1,1,1
2022,01,015,tenure,Owner,1,1,1,0.7098251457119067,0.7711613406079502,0.9657743643277906,3.686511240632806,3.2525331254871395,2.118335694579077,1,1,1
2022,01,015,tenure,Renter,1,1,1,0.16361607142857143,0.47904551834770404,0.8146495143082174,0.39553571428571427,0.8391818728694606,1.4377789446048832,1,1,1
2022,01,017,tenure,All,3,3,3,0.7958625482222672,0.805747007205026,1.0633334445852134,1.7947755008102761,1.7052920615049965,1.8771875061694954,3,3,3
2022,01,017,tenure,Owner,NA,NA,3,NA,NA,1.067621494212369,NA,NA,2.254357109413879,NA,NA,3
2022,01,017,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,019,tenure,All,NA,NA,3,NA,NA,1.0155860830108456,NA,NA,1.9900739885843384,NA,NA,3
2022,01,019,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,019,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,021,tenure,All,NA,3,3,NA,0.7675409152371923,0.8288564962784387,NA,2.4576615698782147,2.1924660509820657,NA,3,3
2022,01,021,tenure,Owner,NA,NA,3,NA,NA,0.8612455670072903,NA,NA,2.6540717229696225,NA,NA,3
2022,01,021,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,023,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,023,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,023,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,025,tenure,All,NA,3,3,NA,1.0368227224303097,1.318434441254998,NA,2.147807621534947,2.166211180472517,NA,3,3
2022,01,025,tenure,Owner,NA,NA,3,NA,NA,1.3201206963847452,NA,NA,2.6842083106299395,NA,NA,3
2022,01,025,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,027,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,027,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,027,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,029,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,029,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,029,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,031,tenure,All,2,2,2,0.8118532998548404,0.9443989742293032,1.063571937018926,2.11467282537962,1.9391947067299538,1.767808709773842,2,2,2
2022,01,031,tenure,Owner,2,2,2,0.6656454945036574,0.8605755882360491,0.9617026388841764,3.01323268991694,2.4603777969059024,1.90941505718483,2,2,2
2022,01,031,tenure,Renter,NA,2,2,NA,1.0375070816663359,1.2051427491899633,NA,1.3602826217615391,1.571014131047781,NA,2,2
2022,01,033,tenure,All,3,3,3,0.45986446490153454,0.8269472824612747,0.930214086791827,1.8018742346154215,1.9566835822023305,1.9174032828034386,3,3,3
2022,01,033,tenure,Owner,NA,3,3,NA,0.7491923672927541,0.9071992100406638,NA,2.622379742896962,2.245451866475139,NA,3,3
2022,01,033,tenure,Renter,NA,NA,3,NA,NA,0.9630567283434563,NA,NA,1.4492720752572257,NA,NA,3
2022,01,035,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,035,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,035,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,037,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,037,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,039,tenure,All,3,3,3,1.1119075576059867,1.2106604697570924,1.3847456030666634,2.12374350585812,2.1626411915156445,2.0081642777654585,3,3,3
2022,01,039,tenure,Owner,NA,3,3,NA,1.0872248932631783,1.126228106765943,NA,2.827389683793525,2.127370272850329,NA,3,3
2022,01,039,tenure,Renter,NA,NA,3,NA,NA,1.714291202153673,NA,NA,1.8562062415507268,NA,NA,3
2022,01,041,tenure,All,NA,NA,3,NA,NA,2.4081627692775385,NA,NA,3.033167439904897,NA,NA,3
2022,01,041,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,041,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,043,tenure,All,2,2,2,0.6436726530769395,0.7353344998159822,0.8765141340455012,2.01233502852884,2.051273921018561,1.9191677196563397,2,2,2
2022,01,043,tenure,Owner,2,2,2,0.7196143849332869,0.7807687218380238,0.9755754490491172,2.903624719367046,2.735980157216225,2.6449367424699592,2,2,2
2022,01,043,tenure,Renter,NA,2,2,NA,0.6581707745732068,0.7376215215827946,NA,0.8883953345570224,0.9015761843591386,NA,2,2
2022,01,045,tenure,All,2,2,2,0.8534637062761156,0.8981943169391361,1.088470087714425,2.156283231800895,2.023474915549505,1.9768496714607084,2,2,2
2022,01,045,tenure,Owner,2,2,2,0.6808819662720386,0.7709449022469917,0.9310690243333298,3.028469161685321,2.707705408162944,2.186503194848027,2,2,2
2022,01,045,tenure,Renter,NA,NA,2,NA,NA,1.280839535995326,NA,NA,1.7206193019967022,NA,NA,2
2022,01,047,tenure,All,3,3,3,0.6759036125144707,0.7551629763853529,0.9515295930412216,1.565300321838054,1.6735124648075392,1.6006516450295156,3,3,3
2022,01,047,tenure,Owner,NA,NA,3,NA,NA,0.8524824695154786,NA,NA,1.8154864878056267,NA,NA,3
2022,01,047,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,049,tenure,All,2,2,2,0.5366733161931725,0.5511142822090606,0.8176842605478699,1.8938296073347936,1.8979370530583013,1.723167389382226,2,2,2
2022,01,049,tenure,Owner,2,2,2,0.6717954507149296,0.6738245812389135,0.846399772359432,2.8796468923177962,2.9147048947752414,1.8922993626656608,2,2,2
2022,01,049,tenure,Renter,2,2,2,0.35213165127013213,0.3931363812263233,0.7536997199942103,0.5474597936505549,0.5889446482552385,1.3463037738391739,2,2,2
2022,01,051,tenure,All,1,1,1,0.5130398199889333,0.6653756362890686,0.9016045612483448,2.316630561931395,2.0400922651729196,2.078278492262097,1,1,1
2022,01,051,tenure,Owner,NA,1,1,NA,0.7533526475194315,0.9358460257012668,NA,2.8515631289851324,2.4908742742888372,NA,1,1
2022,01,051,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,053,tenure,All,3,3,3,0.7500749217732418,0.8557734398204836,1.1220826273508961,1.9700779028434459,1.9667583389251209,1.9698593665684152,3,3,3
2022,01,053,tenure,Owner,NA,3,3,NA,0.8985306257824787,1.16708836372262,NA,2.963512575240962,2.5311759779678136,NA,3,3
2022,01,053,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,055,tenure,All,1,1,1,0.442010432866952,0.5070827146599937,0.8865365413920004,1.7382658289115258,1.6519158469478905,1.8032753507824368,1,1,1
2022,01,055,tenure,Owner,1,1,1,0.5664511937755371,0.6551708231858444,0.9580830557253245,2.6648870999299064,2.292163153124233,2.1173280480211645,1,1,1
