year,state,place,subgroup_type,subgroup,share_affordable_30ami_quality,share_affordable_50ami_quality,share_affordable_80ami_quality,share_available_30ami,share_available_50ami,share_available_80ami,share_affordable_30ami,share_affordable_50ami,share_affordable_80ami,share_available_30ami_quality,share_available_50ami_quality,share_available_80ami_quality
2022,01,03076,tenure,All,2,2,2,0.32531774337426717,0.49467998388442574,0.9423751217223917,1.02714380857897,1.1317232166723392,1.5906390231567957,2,2,2
2022,01,07000,tenure,All,2,2,2,0.4629711578050692,0.5999070641343184,0.9917810100354186,1.0164833370177286,1.1133222387792634,1.3821214805326336,2,2,2
2022,01,35896,tenure,All,NA,3,3,NA,0.47626226859549564,0.8547037926286565,NA,1.6046444600608192,1.8345881707147105,NA,3,3
2022,01,37000,tenure,All,2,2,2,0.4378302634251813,0.7655707310214308,1.0044327940625897,1.5627855575305818,1.8803063814444867,1.9564040575466572,2,2,2
2022,01,50000,tenure,All,2,2,2,0.4055881867069946,0.47749756018102796,0.7112697292048814,1.039196686598757,1.074081548177864,1.323857605876495,2,2,2
2022,01,51000,tenure,All,1,1,1,0.31139480934368297,0.46355235149983015,0.8684578639268079,1.074886373560996,1.279591193658431,1.6036917872643357,1,1,1
2022,01,77256,tenure,All,2,2,2,0.3602666354546808,0.4220418584071514,0.7821190053251732,0.8393062247007106,0.9613679386884704,1.3535487704384794,2,2,2
2022,02,03000,tenure,All,1,1,1,0.11740288220551379,0.4623503542633765,0.8572268370607029,0.6360432330827067,1.42101148301979,1.8341980830670928,1,1,1
2022,04,04720,tenure,All,NA,2,2,NA,0.4268182318711103,0.6365199851108353,NA,1.4140773409719067,1.526832048949328,NA,2,2
2022,04,07940,tenure,All,NA,2,2,NA,0.44706185417540284,0.7518794126933888,NA,1.5706442452183071,1.7237463804149582,NA,2,2
2022,04,12000,tenure,All,1,1,1,0.17078143078728417,0.3127042014455106,0.6382560851456879,1.7468267475815094,1.7436177093911323,1.7420919867366162,1,1,1
2022,04,23620,tenure,All,2,2,2,0.4229031734101978,0.49084756531468093,0.7210314034328252,1.6104250392994106,1.4630556038295253,1.247472624618674,2,2,2
2022,04,27400,tenure,All,1,1,1,0.3514582140250341,0.46335674898983215,0.6204572441074784,2.377450089948734,1.996550217765467,1.9559167327393192,1,1,1
2022,04,27820,tenure,All,1,1,1,0.24614722706620826,0.3871405497932198,0.7027235422930063,1.4371042147327493,1.3663946562478826,1.5226373060050262,1,1,1
2022,04,28380,tenure,All,NA,2,2,NA,0.37806393757443213,0.5782332583478151,NA,1.5039227029596887,1.7854226806266318,NA,2,2
2022,04,46000,tenure,All,1,1,1,0.2893153184714053,0.4048504191415296,0.7040299725367453,1.6822094327226618,1.4148339000695087,1.6125890442542048,1,1,1
2022,04,54050,tenure,All,2,2,2,0.30647272918865703,0.408880072646169,0.6563872962736795,2.0307080006864577,1.660800856789228,1.492124822358905,2,2,2
2022,04,55000,tenure,All,1,1,1,0.22739744164900266,0.37775062353755284,0.6693965441967004,1.2552011436306365,1.2225704520434653,1.37238099414153,1,1,1
2022,04,65000,tenure,All,2,2,2,0.2798713009133839,0.41852508175370723,0.5656227822284163,1.3098121592007055,1.5753112042710504,1.4375113017855055,2,2,2
2022,04,71510,tenure,All,1,1,1,0.46916968500988004,0.5825013007797196,0.7977391024960466,2.8057474322431526,2.1262919075680764,2.080623977732318,1,1,1
2022,04,73000,tenure,All,1,1,1,0.15317241022230427,0.31608545099878455,0.6809723123164494,0.8065161038768123,1.038005391218678,1.3269003948571712,1,1,1
2022,04,77000,tenure,All,1,1,1,0.25395096963754005,0.330721999865778,0.6360988967697105,1.112091535522044,1.0901849495226423,1.2571296540580952,1,1,1
2022,04,85540,tenure,All,1,1,1,0.8314590030626815,0.805506991151737,0.8597342046589305,2.2872404177517383,2.4087567684908096,1.8396873505182119,1,1,1
2022,05,23290,tenure,All,1,1,1,0.3615890758043763,0.4730603220286838,0.8728710764751383,0.9150287833362946,1.0966061655944104,1.5025856544531002,1,1,1
2022,05,24550,tenure,All,2,2,2,0.5651358850835587,0.6628703491149527,0.9451389146878333,1.6330001565406447,1.8340271526690903,1.9999011357292786,2,2,2
2022,05,35710,tenure,All,2,2,2,0.40646551178426843,0.4288341190303417,0.8507251616954773,1.4727495863897202,1.4118125055397233,1.9028043499167269,2,2,2
2022,05,41000,tenure,All,1,1,1,0.4070358025766675,0.6197356422561549,0.9576215215395668,1.0798770218122673,1.2380279203116895,1.771596626334696,1,1,1
2022,05,66080,tenure,All,2,2,2,0.6482554515916308,0.8743092880152636,1.065960925207995,1.6968430045468783,1.8840791809522572,1.904189852875993,2,2,2
2022,06,00562,tenure,All,2,2,2,0.32516982088171886,0.47720320607125727,0.6255964152969626,1.07796589070507,1.069069149180566,1.173723618302734,2,2,2
2022,06,00884,tenure,All,2,2,2,0.13164499842748903,0.3585289118754763,0.5714762870702571,0.48410624400812535,0.7229785101526237,1.0332308921280156,2,2,2
2022,06,02000,tenure,All,1,1,1,0.3009446699229983,0.37533416339959125,0.7287364766294891,0.7612704386657586,0.7793573255545054,1.120275922940985,1,1,1
2022,06,02252,tenure,All,1,1,1,0.39023752936704786,0.471266316602277,0.7478521090642452,0.8733685390711055,0.8866988001069561,1.2740227010843794,1,1,1
2022,06,02364,tenure,All,2,2,2,0.2373505555555709,0.40961645748196607,0.8558262155533372,0.7387053796884628,0.9947797496106686,1.2696966293059944,2,2,2
2022,06,03526,tenure,All,1,1,1,0.17290131762565894,0.30505453173748454,0.669842398233972,0.5434737998033093,0.7686540021992293,1.2559874377775564,1,1,1
2022,06,04982,tenure,All,2,2,2,0.20421714818266543,0.25399434545335003,0.6338254928080322,0.6005358807082946,0.569070944835295,0.9851404555582342,2,2,2
2022,06,06000,tenure,All,1,1,1,0.11829521691266569,0.27216583617073176,0.43844115079123136,0.3176106990950695,0.6124378494521314,0.8023870298149315,1,1,1
2022,06,08786,tenure,All,3,3,3,0.3559384669134154,0.4547793877829461,0.7449755791490497,1.3412991275401551,1.0094368609402453,1.2216640922384472,3,3,3
2022,06,08954,tenure,All,1,1,1,0.2227390180878553,0.2216119689825755,0.41096454957453404,0.5100775193798449,0.5097806237953897,0.6628397963175265,1,1,1
2022,06,11194,tenure,All,1,1,1,0.18861649774708164,0.37981630047980836,0.5283530402251373,0.9504518657503244,1.195099137908478,1.1559781620121676,1,1,1
