year,state,county,subgroup_type,subgroup,ratio_affordable_30ami_quality,ratio_affordable_50ami_quality,ratio_affordable_80ami_quality,ratio_available_30ami,ratio_available_50ami,ratio_available_80ami,ratio_affordable_30ami,ratio_affordable_50ami,ratio_affordable_80ami,ratio_available_30ami_quality,ratio_available_50ami_quality,ratio_available_80ami_quality
2022,01,047,tenure,All,3,3,3,0.7599787523127832,0.7700029058191861,0.9302568180374422,1.5188613937770734,1.470935458410815,1.501745641318758,3,3,3
2022,01,047,tenure,Owner,3,3,3,0.9010580389701985,0.8069426227259008,0.8907023365364526,2.34325183191026,2.061084036867315,1.7235663012725857,3,3,3
2022,01,047,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,049,tenure,All,2,2,2,0.6740070355878742,0.7507660497141428,0.866148772320831,1.6677297790793504,1.727063950213451,1.529198212107715,2,2,2
2022,01,049,tenure,Owner,2,2,2,0.759467879031262,0.8302049782799001,0.8979970660179923,2.098808167786663,2.1173478354227573,1.7695529100205882,2,2,2
2022,01,049,tenure,Renter,2,2,2,0.5303510668661193,0.6145405475190664,0.803213395164111,0.9431057169989803,1.057787321976032,1.0542335653867996,2,2,2
2022,01,051,tenure,All,1,1,1,0.5448619159213319,0.7476864138206228,0.8889224968324979,2.1337023692779145,2.1033106412619085,1.803284562583539,1,1,1
2022,01,051,tenure,Owner,1,1,1,0.6784857371367635,0.7777573529411765,0.9581298036233659,2.995734470807785,2.4965073529411765,2.1438862541613073,1,1,1
2022,01,051,tenure,Renter,NA,NA,1,NA,NA,0.7588429794336996,NA,NA,1.1631021061337714,NA,NA,1
2022,01,053,tenure,All,3,3,3,0.7975691787229933,0.8065077691422934,1.0643986723248753,1.734330859592814,1.7111836218642271,1.6981617817486245,3,3,3
2022,01,053,tenure,Owner,3,3,3,0.9105508446449219,0.9106511862695608,1.0638471012073987,2.5858457332425626,2.461366994981105,2.081892703813262,3,3,3
2022,01,053,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,055,tenure,All,1,1,1,0.6395225196349247,0.7244579524359066,0.9125111416807137,1.565648769121437,1.6085060012315748,1.7152422889365193,1,1,1
2022,01,055,tenure,Owner,1,1,1,0.7579943105871063,0.7935122967208935,0.9487057077177989,2.1308641129047614,2.0623778129059236,2.0136619284467745,1,1,1
2022,01,055,tenure,Renter,1,1,1,0.459855272226051,0.6166719795983423,0.8479602953637575,0.7084769124741557,0.9000637551801083,1.1830286890206998,1,1,1
2022,01,057,tenure,All,NA,NA,3,NA,NA,1.1013904100619991,NA,NA,1.7471683044437691,NA,NA,3
2022,01,057,tenure,Owner,NA,NA,3,NA,NA,0.9378687275339386,NA,NA,1.8823984100548876,NA,NA,3
2022,01,057,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,059,tenure,All,3,3,3,0.6901224053267087,0.700743049991522,1.208311755238193,1.653068922003243,1.661250997935864,2.0352353820360083,3,3,3
2022,01,059,tenure,Owner,NA,NA,3,NA,NA,1.025427264934881,NA,NA,2.2462139581036227,NA,NA,3
2022,01,059,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,061,tenure,All,3,3,3,0.8787567312792967,0.9569877415745854,1.36949792257504,2.0882602676385633,1.9618052521783453,2.151146358442106,3,3,3
2022,01,061,tenure,Owner,3,3,3,1.174718616673818,1.1323042667695915,1.2284965980801736,3.479855906310665,2.812788414156053,2.4283812799944537,3,3,3
2022,01,061,tenure,Renter,NA,3,3,NA,0.7893046067297359,1.537543251584765,NA,1.1478744253958562,1.8207378763079838,NA,3,3
2022,01,063,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,063,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,063,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,065,tenure,All,NA,3,3,NA,1.067621026178117,1.1279054137763318,NA,1.9494799287537048,1.6086607017377479,NA,3,3
2022,01,065,tenure,Owner,NA,NA,3,NA,NA,0.9820236236484754,NA,NA,1.6181459231724595,NA,NA,3
2022,01,065,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,067,tenure,All,3,3,3,1.0310000511222546,1.0771605238675266,1.6297425012302784,2.240503587481521,2.10685282326937,2.4231830339213603,3,3,3
2022,01,067,tenure,Owner,NA,NA,3,NA,NA,1.392691199320675,NA,NA,2.6106575451597376,NA,NA,3
2022,01,067,tenure,Renter,NA,NA,3,NA,NA,1.9090793220053246,NA,NA,2.2022665760752265,NA,NA,3
2022,01,069,tenure,All,2,2,2,0.672670302779854,0.7826655286436149,1.0251474682292605,1.8821738391391205,1.7874830392473744,1.8067959040963266,2,2,2
2022,01,069,tenure,Owner,2,2,2,0.8711806197166041,0.9033999411916157,1.0176747875301135,3.1763179093534513,2.5838840885780767,2.217559469444394,2,2,2
2022,01,069,tenure,Renter,2,2,2,0.5000282579821204,0.6671879673744687,1.0340534064619082,0.7566722430893228,1.025757786040589,1.3172480311851271,2,2,2
2022,01,071,tenure,All,2,2,2,0.69204422229906,0.7760589523010372,0.8875859196941325,1.685766965790536,1.7523568528003453,1.5506353594810165,2,2,2
2022,01,071,tenure,Owner,2,2,2,0.7769929062381009,0.8600872753447152,0.9165093156598919,2.1163331949935023,2.1472301324875724,1.788065159662488,2,2,2
2022,01,071,tenure,Renter,2,2,2,0.5492491714757542,0.6319633468856171,0.8304304296365763,0.9620038216086153,1.0752101213425824,1.081450599859265,2,2,2
2022,01,073,tenure,All,1,1,1,0.4298660671539449,0.6933817848980337,0.940588501959404,1.1713599272493036,1.3636695252538928,1.4334813218888103,1,1,1
2022,01,073,tenure,Owner,1,1,1,0.6742572333427823,0.8465177173520296,0.9503053709857053,2.5545043870673685,2.302566188657853,1.823512980076998,1,1,1
2022,01,073,tenure,Renter,1,1,1,0.2869756880055197,0.592335094811234,0.9319601007348116,0.36266442747933575,0.7441388987694051,1.087140373170494,1,1,1
2022,01,075,tenure,All,NA,NA,3,NA,NA,1.142145218566642,NA,NA,1.7879231129484119,NA,NA,3
2022,01,075,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,075,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,077,tenure,All,2,2,2,0.6021093013443899,0.7140885452003148,0.9754634777443969,1.5650558180209244,1.7408661298373485,1.6885868306088134,2,2,2
2022,01,077,tenure,Owner,2,2,2,0.6591773564922957,0.7364807874485295,0.9478614508663576,2.2365527531695406,2.2641255750933174,1.9887950073365734,2,2,2
2022,01,077,tenure,Renter,2,2,2,0.5381123217699013,0.6882252258001743,1.011415711292563,0.8120290058812683,1.1364949368240773,1.2975592249016121,2,2,2
2022,01,079,tenure,All,NA,3,3,NA,1.0326341822107048,1.0636585319957415,NA,2.13823316131423,1.8481634240920566,NA,3,3
2022,01,079,tenure,Owner,NA,NA,3,NA,NA,0.9605373054500284,NA,NA,2.0218213521426356,NA,NA,3
2022,01,079,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,081,tenure,All,1,1,1,0.45154107474119626,0.7671916785625477,0.9936915078736572,1.1695693566924148,1.4485785358742718,1.4951210619065056,1,1,1
2022,01,081,tenure,Owner,1,1,1,0.7328589765803832,0.871748324523929,0.9797319425081839,2.243134650532387,2.1417389686855066,1.75235507733529,1,1,1
2022,01,081,tenure,Renter,1,1,1,0.28691804636770973,0.6959443911083841,1.00823704152425,0.5413350044767624,0.9762431797210586,1.2270893625277568,1,1,1
2022,01,083,tenure,All,1,1,1,0.5943870427254957,0.8982510387477051,0.9759805247497971,1.9461044401005305,2.346700164267079,1.84057343792264,1,1,1
2022,01,083,tenure,Owner,1,1,1,0.514725697786333,0.8489355895196506,0.9744453393863952,2.2779595765158804,2.6925491266375547,2.080251885479974,1,1,1
2022,01,083,tenure,Renter,NA,NA,1,NA,NA,0.9803231151615576,NA,NA,1.1625932062966031,NA,NA,1
2022,01,085,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,085,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,085,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,087,tenure,All,NA,NA,3,NA,NA,1.2614407815995197,NA,NA,1.984083305060597,NA,NA,3
2022,01,087,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,087,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,089,tenure,All,1,1,1,0.37845247730677456,0.8010891220347318,1.0159578970538077,1.3897187535016495,1.7896645007563867,1.8648785676671413,1,1,1
2022,01,089,tenure,Owner,1,1,1,0.5648383431813061,0.8811254169942141,0.987576426029264,2.41517578361247,2.5046863447256036,2.321323556133574,1,1,1
2022,01,089,tenure,Renter,1,1,1,0.19273871851824717,0.724700821538007,1.0456125481522098,0.36795951953591993,1.1072328176494504,1.387957661528037,1,1,1
2022,01,091,tenure,All,3,3,3,0.8578664308734282,0.9267794345401237,1.0631644067368633,1.853048024561316,1.8510161068108544,1.7041900477625043,3,3,3
2022,01,091,tenure,Owner,NA,NA,3,NA,NA,0.9334986289192211,NA,NA,1.864246713378483,NA,NA,3
2022,01,091,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,093,tenure,All,3,3,3,0.6845663621613884,0.8488970437568139,0.9596112855960699,1.8122944715487144,1.932307494740835,1.8597062277676566,3,3,3
2022,01,093,tenure,Owner,NA,NA,3,NA,NA,0.9809737960852232,NA,NA,2.353711515131474,NA,NA,3
2022,01,093,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,095,tenure,All,1,1,1,0.6234253319816567,0.6832573850814322,0.8431244089542842,1.4795536435041592,1.540695107501361,1.5493781672224742,1,1,1
2022,01,095,tenure,Owner,1,1,1,0.8017633221973224,0.8578432837588349,0.9101018555858494,2.416319025115094,2.3275902584563046,1.9035494362310108,1,1,1
2022,01,095,tenure,Renter,1,1,1,0.45792767706151916,0.495947167438754,0.7441055906852639,0.6102353693692115,0.6964487903363639,1.0257747412068734,1,1,1
2022,01,097,tenure,All,1,1,1,0.4680998303419948,0.5360638895888659,0.8717830823658633,1.2020269666934549,1.2145030917443642,1.559893737946537,1,1,1
2022,01,097,tenure,Owner,1,1,1,0.6735261693527219,0.7388094139363175,0.9349045734609027,2.2398026143104626,2.186294416243655,2.0041576917297,1,1,1
2022,01,097,tenure,Renter,1,1,1,0.3161144987765565,0.3892175540626358,0.8061035677985979,0.43422534664232726,0.5106454092717002,1.0976258111594694,1,1,1
2022,01,099,tenure,All,3,3,3,0.9285690179068249,0.9323809487059309,1.2571980781514025,1.8653306987766458,1.8370568014278648,1.8909611875751517,3,3,3
2022,01,099,tenure,Owner,NA,NA,3,NA,NA,1.164346158620365,NA,NA,2.1823917612262282,NA,NA,3
2022,01,099,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,101,tenure,All,1,1,1,0.31081288372184296,0.6300953437798422,0.9687560924301623,1.090627627376753,1.3806199142684625,1.551151049216866,1,1,1
2022,01,101,tenure,Owner,1,1,1,0.5467521043807991,0.8186110250180335,0.9583778947842164,2.3564665985753606,2.2757644219741513,1.978472663395181,1,1,1
2022,01,101,tenure,Renter,1,1,1,0.1571678830037235,0.4956228329257924,0.9777970528145312,0.2663058842785013,0.7420930355611959,1.1788900924523762,1,1,1
2022,01,103,tenure,All,1,1,1,0.6335512109466965,0.8340408431265282,0.9255370096154781,2.007373719622948,1.9396398222300535,1.7100419017117936,1,1,1
2022,01,103,tenure,Owner,1,1,1,0.7314933378379743,0.8231076271235406,0.904365151605599,2.812407482371637,2.4230725055149707,1.965649198298206,1,1,1
2022,01,103,tenure,Renter,1,1,1,0.5019374132732416,0.8508268227784591,0.9635060017277874,0.9255761914936931,1.1974161999690764,1.2516432376262174,1,1,1
2022,01,105,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,105,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,105,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,107,tenure,All,3,3,3,0.8596022982909924,0.9287815943544396,1.0656848392310396,1.8547838919788804,1.85301826662517,1.7114627336128094,3,3,3
2022,01,107,tenure,Owner,NA,NA,3,NA,NA,0.9331895133416473,NA,NA,1.8777191958625963,NA,NA,3
2022,01,107,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,109,tenure,All,3,3,3,0.970276919203736,1.186986866025107,1.4170081673011834,1.7542794090885785,2.0061149100156803,1.925172179139832,3,3,3
2022,01,109,tenure,Owner,3,3,3,1.0745552897894712,1.0942636592645378,1.1216599202942532,2.479147284825152,2.487518902038012,1.884870847298284,3,3,3
2022,01,109,tenure,Renter,NA,NA,3,NA,NA,1.8492274746274555,NA,NA,1.9841500600292739,NA,NA,3
2022,01,111,tenure,All,NA,NA,3,NA,NA,1.1859529451300659,NA,NA,2.0137377142258974,NA,NA,3
2022,01,111,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,111,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,113,tenure,All,2,2,2,0.6375704913128046,0.6713708904625972,1.0482901760002048,1.7951378721006415,1.494365810688683,1.7911195863375018,2,2,2
2022,01,113,tenure,Owner,2,2,2,0.8340670387855135,0.8390979035061091,1.0593560685272534,2.5554711483745547,2.273501056659262,2.1389605598964505,2,2,2
2022,01,113,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,115,tenure,All,2,2,2,0.6378119417453229,0.8339206276852626,0.9310417862603728,1.8252603315058513,1.7859910053585526,1.6324722586489289,2,2,2
2022,01,115,tenure,Owner,2,2,2,0.7851213784828175,0.8458320448451975,0.9328805622489759,2.494779080194309,2.166523668693171,1.853645329679776,2,2,2
2022,01,115,tenure,Renter,NA,2,2,NA,0.8144944657009632,0.9267621643944922,NA,1.1653856601675767,1.1177074820832238,NA,2,2
2022,01,117,tenure,All,1,1,1,0.4993953474856564,0.6428013808985633,0.8919556340124832,1.8197002002279314,1.9013260080993364,1.908140767604856,1,1,1
2022,01,117,tenure,Owner,1,1,1,0.6988149241889621,0.8247753846726976,0.9456941076880585,2.755095083470073,2.653917056502505,2.277643624849486,1,1,1
2022,01,117,tenure,Renter,1,1,1,0.15213679366124547,0.34582208259205544,0.7856094002805875,0.19085372597887026,0.6731068293646378,1.1769097792003411,1,1,1
2022,01,119,tenure,All,NA,NA,3,NA,NA,1.1794867063234857,NA,NA,1.8252646007052555,NA,NA,3
2022,01,119,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,119,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,121,tenure,All,2,2,2,0.7715533675577981,0.8161908591484736,0.9391671480538724,1.805740855576202,1.9664021763590862,1.7669519171497043,2,2,2
2022,01,121,tenure,Owner,2,2,2,0.9090589112917934,0.8800086848734053,0.9425518623546018,2.588295355840335,2.5071308814778908,1.9558682475613083,2,2,2
2022,01,121,tenure,Renter,NA,2,2,NA,0.7349325601002616,0.9334035049944668,NA,1.2779002675995945,1.4452567311334075,NA,2,2
2022,01,123,tenure,All,2,2,2,0.8075525177440499,0.9289088087715008,1.0739573684681332,1.6193075266205401,1.717717168791727,1.8040536602116282,2,2,2
2022,01,123,tenure,Owner,2,2,2,0.8672518438153027,0.9573173885028939,1.0870587084599097,2.1725847124106323,2.105079619325559,2.144860996041609,2,2,2
2022,01,123,tenure,Renter,NA,NA,2,NA,NA,1.054153675785287,NA,NA,1.2888969092935714,NA,NA,2
2022,01,125,tenure,All,1,1,1,0.42905910961466515,0.6545240473811902,0.9259251125507851,1.1589506172839505,1.4441986584843727,1.4843526957285604,1,1,1
2022,01,125,tenure,Owner,1,1,1,0.7386124737210932,0.8107190618249152,0.9249624544089251,2.691240364400841,2.510955662997634,2.013999141815061,1,1,1
2022,01,125,tenure,Renter,1,1,1,0.27405431960137555,0.5715846397552848,0.926592540255104,0.391676608884834,0.8777516796853663,1.1171395634227064,1,1,1
2022,01,127,tenure,All,2,2,2,0.7729830551311584,0.8406781215507452,1.004671518406223,1.9292303752580773,1.901753852387851,1.873817453261314,2,2,2
2022,01,127,tenure,Owner,2,2,2,0.8281272286407075,0.7990531954653045,0.9555760955690539,2.640136927685066,2.429924006478136,2.137435335313126,2,2,2
2022,01,127,tenure,Renter,NA,2,2,NA,0.907422684412877,1.1097009374709235,NA,1.0548457767021298,1.3098619680667365,NA,2,2
2022,01,129,tenure,All,NA,NA,3,NA,NA,1.3758284613375191,NA,NA,2.0095915707612684,NA,NA,3
2022,01,129,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,129,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,131,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,131,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,131,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,133,tenure,All,3,3,3,0.6881379943697515,0.8722149188626438,0.9873400549687469,1.8158661037570771,1.9556253698466648,1.8874349971403335,3,3,3
2022,01,133,tenure,Owner,NA,NA,3,NA,NA,1.0013321398221375,NA,NA,2.3740698588683884,NA,NA,3
2022,01,133,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,02,013,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,02,013,tenure,Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,02,013,tenure,Renter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
