year,state,county,rate_juv_arrest,rate_juv_arrest_quality
2021,01,001,112.47389443211273,1
2021,01,003,514.6272910811132,2
2021,01,005,938.9671361502348,3
2021,01,007,704.5272487532393,1
2021,01,009,497.13769207592645,2
2021,01,011,623.3303650934996,1
2021,01,013,544.2176870748299,3
2021,01,015,237.89700800925846,2
2021,01,017,559.6465390279824,1
2021,01,019,864.6779074794639,1
2021,01,021,79.8562587342783,2
2021,01,023,221.4022140221402,3
2021,01,025,751.5822784810126,1
2021,01,027,190.59720457433292,1
2021,01,029,130.20833333333331,1
2021,01,031,311.64971843581776,1
2021,01,033,71.72314864622557,2
2021,01,035,149.81273408239701,3
2021,01,037,0,3
2021,01,039,816.3265306122449,2
2021,01,041,201.74848688634836,3
2021,01,043,166.88133351701296,3
2021,01,045,654.9786302857351,2
2021,01,047,385.312783318223,3
2021,01,049,135.40961408259986,2
2021,01,051,255.28150582600887,2
2021,01,053,241.42926122646062,3
2021,01,055,48.02612621265968,2
2021,01,057,267.8718731798035,1
2021,01,059,257.3340195573855,3
2021,01,061,176.3668430335097,2
2021,01,063,0,3
2021,01,065,0,3
2021,01,067,518.4545621545046,2
2021,01,069,214.71741581993308,2
2021,01,071,0,3
2021,01,073,252.34728246386274,2
2021,01,075,127.14558169103624,2
2021,01,077,580.1137022856481,2
2021,01,079,94.40583004423279,3
2021,01,081,332.4309503153577,2
2021,01,083,237.14715219446637,2
2021,01,085,0,3
2021,01,087,180.18018018018017,2
2021,01,089,193.9288686633627,2
2021,01,091,655.5723651033787,3
2021,01,093,273.39801683013167,2
2021,01,095,49.473670052612114,3
2021,01,097,1198.3544983008405,2
2021,01,099,176.444640494045,2
2021,01,101,37.25628182307406,3
2021,01,103,97.5277522319836,2
2021,01,105,0,1
2021,01,107,117.30205278592375,2
2021,01,109,411.98501872659176,1
2021,01,111,46.04051565377532,3
2021,01,113,71.94937068840838,3
2021,01,115,72.26202500385294,1
2021,01,117,276.379810824971,2
2021,01,119,92.67840593141798,3
