state,county,state_name,county_name,share_in_preschool,share_in_preschool_ub,share_in_preschool_lb,share_in_preschool_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality,meps20_white,meps20_white_quality,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,share_hs_degree_quality,share_digital_access,share_digital_access_quality,pctl_income_20,pctl_income_50,pctl_income_80,pctl_income_quality,share_debt_col,share_debt_col_quality,share_debt_col_lb,share_debt_col_ub,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,ratio_population_pc_physician,ratio_population_pc_physician_quality,rate_low_birth_weight,rate_low_birth_weight_lb,rate_low_birth_weight_ub,rate_low_birth_weight_quality,rate_injury_death,rate_injury_death_lb,rate_injury_death_ub,rate_injury_death_quality,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,share_affordable_quality,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,homeless_quality,share_election_turnout,share_election_turnout_quality,share_desc_rep_asian_other,share_desc_rep_black_nonhispanic,share_desc_rep_hispanic,share_desc_rep_white_nonhispanic,share_poverty_exposure,share_poverty_exposure_quality,share_black_nh_exposure,share_black_nh_exposure_quality,share_hispanic_exposure,share_hispanic_exposure_quality,share_other_nh_exposure,share_other_nh_exposure_quality,share_white_nh_exposure,share_white_nh_exposure_quality,transportation_cost,index_transit_trips,transportation_cost_quality,index_transit_trips_quality,index_air_quality,index_air_quality_quality,ratio_high_low_ses_fb_friends,ratio_high_low_ses_fb_friends_quality,count_membership_associations_per_10k,count_membership_associations_per_10k_quality,rate_violent_crime,rate_property_crime,rate_crime_quality,agencies_reporting,core_reporting,rate_juv_arrest,rate_juv_arrest_quality,share_employed,share_employed_ub,share_employed_lb,share_employed_quality,ratio_average_to_living_wage,ratio_average_to_living_wage_quality
01,001,Alabama,Autauga County,0.5269,0.72262,0.33119,3,0.963386,0.8427844,1.0839876,1,0.39991519,1,0.33333334,1,0.40221775,1,0.65783,0.83357,0.4821,3,0.8798399697797009,1,20160.63,53694.14,102322.8,2,0.2997214,1,NA,NA,20.8%:27.5%,3,1.2%:2.8%,3,2.7%:2.8%,3,75.4%:66.9%,3,2235:1,1,0.10317565,0.099224299,0.107127,3,68.57,58.847994355,78.298145269,1,1.69837,1.97533,2.09186,2,57,57,57,0.0062500001,1,0.6618207816968541,1,0.04170744689984375,0.19684403921770635,0.03047785847971291,0.730970655402737,0,1,0.7029665287663132,1,0.9296701483752604,2,0.92105787552442,1,0.24147169464975532,1,16.43,18.5,1,1,18,1,0.72077,1,12.1,1,1047.704241296546,1369.4927044430574,1,1,NA,41.43775058025206,1,0.7633750483,0.8005175651,0.7262325315,2,0.5985726,1
01,003,Alabama,Baldwin County,0.27498,0.43216,0.11779,1,0.85804194,0.79176325,0.92432064,1,0.38966632,1,0.47148907,1,0.2331679,1,0.92522,1,0.8311,1,0.8978827196639825,1,25327.42,55315.1,112960.3,1,0.2353732,1,NA,NA,2.3%:7.7%,3,1.7%:2.9%,3,3.6%:3.6%,3,92.4%:85.8%,1,1450:1,1,0.089005239,0.077347495,0.10066298,1,74.84,69.7035088,79.966648949,1,1.90961,1.95914,2.23784,1,167,167,167,0.0050878958,1,0.6529094859660088,1,0.04050525907956201,0.08694982190894242,0.04681879620131114,0.8257261228101844,0,1,0.8232521250913624,1,0.9127984267450034,1,0.9389681317193728,1,0.16100680630063904,1,27.47,22.51,1,1,46,1,0.74313003,1,9.5,1,412.09698367902223,1090.5600732616858,2,0.7857142857142857,1,435.4538616840188,2,0.8160460653,0.8498387161,0.7822534144,1,0.5950813,1
01,005,Alabama,Barbour County,0.3629,0.53497,0.19083,2,0.85653871,0.67549485,1.0375826,1,0.71675873,1,0.74364895,1,0.33031839,1,0.76895,0.86372,0.67419,2,0.646581416524803,1,12157.16,34040.06,75982.27,2,0.3507853,1,NA,NA,35.9%:48.8%,3,0.6%:1.8%,3,4.4%:5.5%,3,59.1%:43.9%,3,2743:1,1,0.10317565,0.099224299,0.107127,3,82.14,66.279216636,98.006896402,1,1.57432,1.56295,1.54321,2,17,16,18,0.0026550055,3,0.5402157164869029,1,0.0348786571123164,0.47246525990735977,0.04655766261530544,0.4460984203650184,0,1,0.4973617992491359,1,0.8989643297457459,1,0.9565955757773006,1,0.5232826925468996,1,1.29,7.16,1,1,18,1,0.41365999,1,9.1,1,1805.297121817966,3452.234846985233,3,0.6666666666666666,NA,896.2868117797696,3,0.6406170531,0.6862354046,0.5949987017,2,0.6038386,1
01,007,Alabama,Bibb County,0.3544,0.54577,0.16303,3,0.7811774,0.57296324,0.98939157,1,0.88101983,1,0.63636363,1,0.55427843,1,0.913,0.98888,0.83713,2,0.7606193110833482,1,10130.97,28164.1,73246.91,2,0.4174603,1,NA,NA,38.7%:59.2%,3,0.0%:0.7%,3,2.2%:2.0%,3,59.1%:38.1%,3,1723:1,1,0.10317565,0.099224299,0.107127,3,103.35,84.541436691,122.15665046,1,1.31827,1.35241,1.3676,2,41,41,41,0.0126426145,1,0.5456354847881717,1,0.01235945029448509,0.21885597001606283,0.0282884169195074,0.7404961627699447,0,1,0.6090073525293994,1,0.9400453613943688,1,0.968040373827161,2,0.20612856727899245,1,21.53,26.37,1,1,18,1,0.63151997,1,9,1,1364.550353034441,1688.2518212812777,1,1,NA,704.5272487532393,1,0.6030012788,0.657119675,0.5488828826,2,0.6211884,1
01,009,Alabama,Blount County,0.27284,0.43783,0.10786,3,0.84716487,0.72689116,0.96743858,1,0.19553073,1,0.5660131,1,0.3977226,1,0.70877,0.88686,0.53067,3,0.8516744786359622,1,22592.06,52468.29,95940.29,2,0.3016412,1,NA,NA,2.9%:6.2%,3,1.2%:3.3%,3,2.7%:3.1%,3,93.2%:87.4%,2,4448:1,1,0.10317565,0.099224299,0.107127,3,104.75,92.954651989,116.54400321,1,1.58203,1.86346,2.4774,2,104,104,104,0.0135894418,1,0.6418799441600744,1,0.03279328849942259,0.01266897629237144,0.09530602540588276,0.8592317098023232,0,1,0.9704008781460988,1,0.8318055897927565,1,0.9555957492768417,1,0.13268452140627082,1,20.31,20.54,1,1,26,1,0.72561997,1,6.6,1,764.7951028447811,1592.4784564396746,2,0.8888888888888888,NA,497.13769207592645,2,0.7213033192,0.765187576,0.6774190623,2,0.5346929,1
01,011,Alabama,Bullock County,0.3629,0.53497,0.19083,2,0.85014945,0.51848865,1.1818103,1,1,1,1,1,1,1,0.76895,0.86372,0.67419,2,0.6251684960523782,1,12157.16,34040.06,75982.27,2,0.4880952,1,NA,NA,35.9%:48.8%,3,0.6%:1.8%,3,4.4%:5.5%,3,59.1%:43.9%,3,3367:1,2,0.10317565,0.099224299,0.107127,3,98.26,72.929614702,129.54204823,1,1.57432,1.56295,1.54321,2,11,11,11,0.0075394106,1,0.5906530089628681,1,0.0209897939533988,0.6897746967071057,0.0854997111496245,0.20373579818987095,0.6381729200652528,1,0.25811996698002426,1,0.8833542537717224,3,0.9749430915961034,2,0.7062779217192465,1,0,9.23,1,1,15,1,0.35515001,1,6.8,1,1136.1448103215869,1030.2330059695746,1,1,NA,445.2359750667854,3,0.6406170466,0.6862353982,0.594998695,2,0.6165332,1
01,013,Alabama,Butler County,0.2479,0.36202,0.13378,2,0.63963914,0.42159915,0.85767913,1,1,1,1,1,1,1,0.94496,1,0.87599,2,0.777748813930452,1,16918.72,47615.56,97257.31,2,0.3719807,1,NA,NA,11.1%:19.6%,3,1.6%:2.8%,3,4.8%:3.3%,3,82.5%:74.3%,3,3890:1,1,0.10317565,0.099224299,0.107127,3,105.63,85.33019502,125.93383423,1,1.95288,2.12921,2.15862,2,108,108,108,0.0365853645,1,0.6291777188328912,1,0.02679735154580053,0.4479432772013972,0.01605755695740576,0.5092018142953965,0,1,0.4853689696765063,1,0.9651401454931569,2,0.9273235383157064,1,0.4327471000777059,1,1.61,2.62,1,1,26,1,0.46026,1,9.4,1,125.12382044731768,119.91032792867942,3,0.25,NA,0,3,0.7444219945,0.7774752582,0.7113687307,2,0.575691,1
01,015,Alabama,Calhoun County,0.34487,0.53913,0.15061,3,0.77834934,0.6902169,0.86648178,1,0.62903225,1,0.56024629,1,0.43047792,1,1,1,1,1,0.8301653424951686,1,19451.46,47311.63,95433.74,1,0.3943465,1,NA,NA,11.6%:17.0%,1,0.8%:2.7%,3,4.5%:5.7%,3,83.1%:74.6%,1,1623:1,1,0.097464345,0.08110065,0.11382804,1,92.52,84.627841534,100.41132158,1,1.71354,1.60331,1.63722,1,250,250,250,0.0143661648,1,0.5785633227417158,1,0.0361777968649345,0.21035001073652565,0.03993987545630234,0.7135323169422375,0.11056869652742828,1,0.6156526004171486,1,0.919039311001396,1,0.9462020332551532,1,0.23116153969082484,1,13.22,24.45,1,1,24,1,0.60189003,1,13.1,1,1728.1762913114742,2541.6041899703423,2,0.8181818181818182,1,196.4479489029002,2,0.7416833904,0.790887879,0.6924789018,1,0.6660397,1
01,017,Alabama,Chambers County,0.25,0.41333,0.08666,3,0.80904579,0.64070064,0.97739094,1,0.77673084,1,0.79166669,1,0.54243958,1,0.86701,0.9906,0.74342,3,0.800740655681231,1,15804.31,42854,84593.6,2,0.3955409,1,NA,NA,9.1%:21.9%,3,2.7%:5.2%,3,2.2%:2.6%,3,86.0%:70.4%,3,2217:1,1,0.10317565,0.099224299,0.107127,3,101.02,85.791141132,116.25321298,1,1.89172,2.21213,2.29249,2,28,27,29,0.0063176895,2,0.5852575148382155,1,0.02382729517138428,0.4008440029855888,0.02715737497846931,0.5481713268645576,0,1,0.5352753198260174,1,0.9345579917985788,1,0.9586957199061092,2,0.40342425272355886,1,2.89,2.92,1,1,15,1,0.49761,1,17.8,1,1512.8897054601823,3163.57581673078,1,1,NA,559.6465390279824,1,0.6645565676,0.7111187307,0.6179944046,2,0.5795188,1
01,019,Alabama,Cherokee County,0.55963,0.73439,0.38488,2,0.88938707,0.71413046,1.0646436,1,0.75977653,1,0.859375,1,0.8923651,1,0.95496,1,0.89567,2,0.8307507507507508,1,15500.38,38497.69,80034.66,2,0.3804756,1,NA,NA,13.1%:21.1%,3,1.2%:1.9%,3,3.5%:3.7%,3,82.2%:73.4%,3,2620:1,1,0.10317565,0.099224299,0.107127,3,98.38,81.338876085,115.42678831,1,1.6839,1.87755,1.80735,2,276,276,276,0.0708237141,1,0.5951136913401064,1,0.02674674674674674,0.0462062062062062,0.01769769769769769,0.9093493493493492,0,1,0.921260459365994,2,0.9626720296836092,2,0.9677785776013432,2,0.08912731238646202,1,4.36,51.95,1,1,24,1,0.60461003,1,8.8,1,1885.631739126544,3478.945675881312,1,1,NA,821.4440121054907,1,0.7148604061,0.7558527261,0.6738680861,2,0.5928627,1
