year,state,county,state_name,county_name,subgroup_type,subgroup,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2017,01,001,Alabama,Autauga County,all,All,0.963386,0.8427844,1.0839876,1
2017,01,001,Alabama,Autauga County,income,Low Income,0.96107835,0.80431885,1.1178379,1
2017,01,001,Alabama,Autauga County,income,Not Low-Income,0.98070157,0.84175777,1.1196454,1
2017,01,003,Alabama,Baldwin County,all,All,0.85804194,0.79176325,0.92432064,1
2017,01,003,Alabama,Baldwin County,income,Low Income,0.85161829,0.7660262,0.93721038,1
2017,01,003,Alabama,Baldwin County,income,Not Low-Income,0.86175001,0.78493834,0.93856168,1
2017,01,005,Alabama,Barbour County,all,All,0.85653871,0.67549485,1.0375826,1
2017,01,005,Alabama,Barbour County,income,Low Income,0.80940825,0.61734974,1.0014668,1
2017,01,005,Alabama,Barbour County,income,Not Low-Income,0.58763492,0.28387168,0.89139813,1
2017,01,007,Alabama,Bibb County,all,All,0.7811774,0.57296324,0.98939157,1
2017,01,007,Alabama,Bibb County,income,Low Income,0.69226903,0.45670894,0.92782915,1
2017,01,007,Alabama,Bibb County,income,Not Low-Income,0.80905539,0.52527159,1.0928391,1
2017,01,009,Alabama,Blount County,all,All,0.84716487,0.72689116,0.96743858,1
2017,01,009,Alabama,Blount County,income,Low Income,0.82540089,0.67870456,0.97209722,1
2017,01,009,Alabama,Blount County,income,Not Low-Income,0.79624504,0.64824951,0.94424057,1
2017,01,011,Alabama,Bullock County,all,All,0.85014945,0.51848865,1.1818103,1
2017,01,011,Alabama,Bullock County,income,Low Income,0.84073144,0.5217889,1.159674,1
2017,01,011,Alabama,Bullock County,income,Not Low-Income,NA,NA,NA,NA
2017,01,013,Alabama,Butler County,all,All,0.63963914,0.42159915,0.85767913,1
2017,01,013,Alabama,Butler County,income,Low Income,0.61179382,0.40135413,0.8222335,1
2017,01,013,Alabama,Butler County,income,Not Low-Income,0.74300444,0.27900618,1.2070028,3
2017,01,015,Alabama,Calhoun County,all,All,0.77834934,0.6902169,0.86648178,1
2017,01,015,Alabama,Calhoun County,income,Low Income,0.7450487,0.64389694,0.84620047,1
2017,01,015,Alabama,Calhoun County,income,Not Low-Income,0.74482405,0.6276083,0.8620398,1
2017,01,017,Alabama,Chambers County,all,All,0.80904579,0.64070064,0.97739094,1
2017,01,017,Alabama,Chambers County,income,Low Income,0.83676672,0.65915006,1.0143834,1
2017,01,017,Alabama,Chambers County,income,Not Low-Income,0.72981799,0.4667888,0.99284714,1
2017,01,019,Alabama,Cherokee County,all,All,0.88938707,0.71413046,1.0646436,1
2017,01,019,Alabama,Cherokee County,income,Low Income,0.8489055,0.65470058,1.0431105,1
2017,01,019,Alabama,Cherokee County,income,Not Low-Income,0.9254778,0.67931306,1.1716425,1
2017,01,021,Alabama,Chilton County,all,All,0.72913039,0.59924167,0.8590191,1
2017,01,021,Alabama,Chilton County,income,Low Income,0.7366038,0.59321386,0.87999374,1
2017,01,021,Alabama,Chilton County,income,Not Low-Income,0.63387185,0.45003021,0.8177135,1
2017,01,023,Alabama,Choctaw County,all,All,0.54772037,0.23902421,0.85641652,1
2017,01,023,Alabama,Choctaw County,income,Low Income,0.49931961,0.18929391,0.8093453,1
2017,01,023,Alabama,Choctaw County,income,Not Low-Income,0.67406863,-0.18196918,1.5301064,3
2017,01,025,Alabama,Clarke County,all,All,0.87207276,0.69494444,1.0492011,1
2017,01,025,Alabama,Clarke County,income,Low Income,0.8720758,0.68378818,1.0603634,1
2017,01,025,Alabama,Clarke County,income,Not Low-Income,0.74198318,0.46215507,1.0218112,3
2017,01,027,Alabama,Clay County,all,All,0.65208161,0.38621035,0.91795284,1
2017,01,027,Alabama,Clay County,income,Low Income,0.59142178,0.30982363,0.87301993,1
2017,01,027,Alabama,Clay County,income,Not Low-Income,0.77688026,0.36773288,1.1860276,1
2017,01,029,Alabama,Cleburne County,all,All,0.96916467,0.73606312,1.2022662,1
2017,01,029,Alabama,Cleburne County,income,Low Income,0.92016852,0.64826596,1.1920711,1
2017,01,029,Alabama,Cleburne County,income,Not Low-Income,0.92294884,0.61997318,1.2259245,1
2017,01,031,Alabama,Coffee County,all,All,0.8297053,0.70983547,0.94957513,1
2017,01,031,Alabama,Coffee County,income,Low Income,0.78670144,0.62653196,0.94687092,2
2017,01,031,Alabama,Coffee County,income,Not Low-Income,0.6305427,0.48291728,0.77816814,1
2017,01,033,Alabama,Colbert County,all,All,0.91629004,0.78345191,1.0491282,1
2017,01,033,Alabama,Colbert County,income,Low Income,0.88365144,0.72171974,1.0455831,1
2017,01,033,Alabama,Colbert County,income,Not Low-Income,0.88533241,0.71977794,1.0508869,1
2017,01,035,Alabama,Conecuh County,all,All,0.90776753,0.54962271,1.2659124,1
2017,01,035,Alabama,Conecuh County,income,Low Income,0.81711042,0.41738597,1.2168349,2
2017,01,035,Alabama,Conecuh County,income,Not Low-Income,NA,NA,NA,NA
2017,01,037,Alabama,Coosa County,all,All,0.80389041,0.37231508,1.2354658,1
2017,01,037,Alabama,Coosa County,income,Low Income,0.65735036,0.23327202,1.0814286,1
2017,01,037,Alabama,Coosa County,income,Not Low-Income,NA,NA,NA,NA
2017,01,039,Alabama,Covington County,all,All,0.68799418,0.53146255,0.84452581,1
2017,01,039,Alabama,Covington County,income,Low Income,0.62223333,0.43824616,0.80622047,1
2017,01,039,Alabama,Covington County,income,Not Low-Income,0.70476389,0.50353479,0.90599298,1
2017,01,041,Alabama,Crenshaw County,all,All,0.77244622,0.52702111,1.0178714,1
2017,01,041,Alabama,Crenshaw County,income,Low Income,0.79132682,0.49522194,1.0874317,1
2017,01,041,Alabama,Crenshaw County,income,Not Low-Income,0.65442091,0.34673697,0.96210486,1
2017,01,043,Alabama,Cullman County,all,All,0.90823144,0.80530179,1.0111611,1
2017,01,043,Alabama,Cullman County,income,Low Income,0.88486999,0.7604804,1.0092596,1
2017,01,043,Alabama,Cullman County,income,Not Low-Income,0.8141157,0.68588954,0.94234186,1
2017,01,045,Alabama,Dale County,all,All,0.96290845,0.82076287,1.105054,1
2017,01,045,Alabama,Dale County,income,Low Income,0.92772084,0.77356124,1.0818805,1
2017,01,045,Alabama,Dale County,income,Not Low-Income,0.99099368,0.7831766,1.1988108,1
2017,01,047,Alabama,Dallas County,all,All,0.70506853,0.56524509,0.84489197,1
2017,01,047,Alabama,Dallas County,income,Low Income,0.67004979,0.53385681,0.80624276,1
2017,01,047,Alabama,Dallas County,income,Not Low-Income,0.72395778,0.41736642,1.0305492,1
2017,01,049,Alabama,DeKalb County,all,All,0.93309504,0.83063376,1.0355563,1
2017,01,049,Alabama,DeKalb County,income,Low Income,0.93171537,0.82019347,1.0432373,1
2017,01,049,Alabama,DeKalb County,income,Not Low-Income,0.75529993,0.60252613,0.90807372,1
2017,01,051,Alabama,Elmore County,all,All,0.78407425,0.68208492,0.88606358,1
2017,01,051,Alabama,Elmore County,income,Low Income,0.7772882,0.65375262,0.90082377,1
2017,01,051,Alabama,Elmore County,income,Not Low-Income,0.7996158,0.67342734,0.92580426,1
2017,01,053,Alabama,Escambia County,all,All,0.89264983,0.73709768,1.0482019,1
2017,01,053,Alabama,Escambia County,income,Low Income,0.88163561,0.71645778,1.0468134,1
2017,01,053,Alabama,Escambia County,income,Not Low-Income,0.83664083,0.5983001,1.0749816,1
2017,01,055,Alabama,Etowah County,all,All,0.79107589,0.69753027,0.8846215,1
2017,01,055,Alabama,Etowah County,income,Low Income,0.78563333,0.68020123,0.89106542,1
2017,01,055,Alabama,Etowah County,income,Not Low-Income,0.72702593,0.59924996,0.85480189,1
2017,01,057,Alabama,Fayette County,all,All,0.65135545,0.4161801,0.88653082,1
2017,01,057,Alabama,Fayette County,income,Low Income,0.77936441,0.52682894,1.0318999,1
2017,01,057,Alabama,Fayette County,income,Not Low-Income,0.44885179,0.097902231,0.79980135,1
2017,01,059,Alabama,Franklin County,all,All,0.76480514,0.6134488,0.91616148,1
2017,01,059,Alabama,Franklin County,income,Low Income,0.85469341,0.66627908,1.0431077,2
2017,01,059,Alabama,Franklin County,income,Not Low-Income,0.49883041,0.29236704,0.70529377,1
2017,01,061,Alabama,Geneva County,all,All,0.97103548,0.79117638,1.1508946,1
2017,01,061,Alabama,Geneva County,income,Low Income,0.91703272,0.70460838,1.129457,1
2017,01,061,Alabama,Geneva County,income,Not Low-Income,0.95932156,0.69574684,1.2228962,1
2017,01,063,Alabama,Greene County,all,All,0.51482028,0.15576553,0.87387502,1
2017,01,063,Alabama,Greene County,income,Low Income,0.47441232,0.13415629,0.81466836,1
2017,01,063,Alabama,Greene County,income,Not Low-Income,NA,NA,NA,NA
2017,01,065,Alabama,Hale County,all,All,0.74305934,0.50655997,0.97955871,1
2017,01,065,Alabama,Hale County,income,Low Income,0.77427155,0.53735459,1.0111885,1
2017,01,065,Alabama,Hale County,income,Not Low-Income,0.67478037,0.24529061,1.1042701,1
2017,01,067,Alabama,Henry County,all,All,0.93115264,0.70408696,1.1582184,1
2017,01,067,Alabama,Henry County,income,Low Income,0.98958099,0.7231766,1.2559854,1
2017,01,067,Alabama,Henry County,income,Not Low-Income,0.89180058,0.5594154,1.2241858,1
2017,01,069,Alabama,Houston County,all,All,0.79074711,0.69811565,0.88337857,1
2017,01,069,Alabama,Houston County,income,Low Income,0.79842424,0.6880917,0.90875679,1
2017,01,069,Alabama,Houston County,income,Not Low-Income,0.74158037,0.60952401,0.87363672,1
2017,01,071,Alabama,Jackson County,all,All,0.77456295,0.64574361,0.9033823,1
2017,01,071,Alabama,Jackson County,income,Low Income,0.68953329,0.52790308,0.85116351,1
2017,01,071,Alabama,Jackson County,income,Not Low-Income,0.81140518,0.64157802,0.98123235,1
2017,01,073,Alabama,Jefferson County,all,All,0.84740394,0.81018597,0.88462192,1
2017,01,073,Alabama,Jefferson County,income,Low Income,0.79953605,0.74867743,0.85039467,2
2017,01,073,Alabama,Jefferson County,income,Not Low-Income,0.73345941,0.68113214,0.78578669,1
2017,01,075,Alabama,Lamar County,all,All,0.57098365,0.34161067,0.80035663,1
2017,01,075,Alabama,Lamar County,income,Low Income,0.60203946,0.31702021,0.88705873,1
2017,01,075,Alabama,Lamar County,income,Not Low-Income,0.62179399,0.31605738,0.92753059,1
2017,01,077,Alabama,Lauderdale County,all,All,0.97406191,0.87320429,1.0749195,1
2017,01,077,Alabama,Lauderdale County,income,Low Income,0.94715667,0.81573439,1.0785789,1
2017,01,077,Alabama,Lauderdale County,income,Not Low-Income,0.99252844,0.86597234,1.1190846,1
2017,01,079,Alabama,Lawrence County,all,All,0.84483117,0.67639822,1.0132642,1
2017,01,079,Alabama,Lawrence County,income,Low Income,0.82356411,0.62916505,1.0179632,1
2017,01,079,Alabama,Lawrence County,income,Not Low-Income,0.78594327,0.56401551,1.007871,1
2017,01,081,Alabama,Lee County,all,All,0.81400746,0.73807752,0.8899374,1
2017,01,081,Alabama,Lee County,income,Low Income,0.76223874,0.65614098,0.8683365,1
2017,01,081,Alabama,Lee County,income,Not Low-Income,0.82705963,0.73877358,0.91534567,1
