01001,1 Adult,0 Children,11.18
01001,1 Adult,1 Child,22.82
01001,1 Adult,2 Children,28.27
01001,1 Adult,3 Children,35.29
01001,2 Adults (1 Working),0 Children,18.53
01001,2 Adults (1 Working),1 Child,22.45
01001,2 Adults (1 Working),2 Children,24.92
01001,2 Adults (1 Working),3 Children,27.8
01001,2 Adults (Both Working),0 Children,9.27
01001,2 Adults (Both Working),1 Child,12.72
01001,2 Adults (Both Working),2 Children,15.43
01001,2 Adults (Both Working),3 Children,18.33
01003,1 Adult,0 Children,12.33
01003,1 Adult,1 Child,23.24
01003,1 Adult,2 Children,28.68
01003,1 Adult,3 Children,36.66
01003,2 Adults (1 Working),0 Children,19.04
01003,2 Adults (1 Working),1 Child,22.86
01003,2 Adults (1 Working),2 Children,25.33
01003,2 Adults (1 Working),3 Children,29.17
01003,2 Adults (Both Working),0 Children,9.52
01003,2 Adults (Both Working),1 Child,12.93
01003,2 Adults (Both Working),2 Children,15.63
01003,2 Adults (Both Working),3 Children,19.02
01001,1 Adult,0 Children,11.18
01001,1 Adult,1 Child,22.82
01001,1 Adult,2 Children,28.27
01001,1 Adult,3 Children,35.29
01001,2 Adults (1 Working),0 Children,18.53
01001,2 Adults (1 Working),1 Child,22.45
01001,2 Adults (1 Working),2 Children,24.92
01001,2 Adults (1 Working),3 Children,27.8
01001,2 Adults (Both Working),0 Children,9.27
01001,2 Adults (Both Working),1 Child,12.72
01001,2 Adults (Both Working),2 Children,15.43
01001,2 Adults (Both Working),3 Children,18.33
01003,1 Adult,0 Children,12.33
01003,1 Adult,1 Child,23.24
01003,1 Adult,2 Children,28.68
01003,1 Adult,3 Children,36.66
01003,2 Adults (1 Working),0 Children,19.04
01003,2 Adults (1 Working),1 Child,22.86
01003,2 Adults (1 Working),2 Children,25.33
01003,2 Adults (1 Working),3 Children,29.17
01003,2 Adults (Both Working),0 Children,9.52
01003,2 Adults (Both Working),1 Child,12.93
01003,2 Adults (Both Working),2 Children,15.63
01003,2 Adults (Both Working),3 Children,19.02
01005,1 Adult,0 Children,10.65
01005,1 Adult,1 Child,21.78
01005,1 Adult,2 Children,27.22
01005,1 Adult,3 Children,33.94
01005,2 Adults (1 Working),0 Children,17.26
01005,2 Adults (1 Working),1 Child,21.4
01005,2 Adults (1 Working),2 Children,23.87
01005,2 Adults (1 Working),3 Children,26.45
01005,2 Adults (Both Working),0 Children,8.63
01005,2 Adults (Both Working),1 Child,12.2
01005,2 Adults (Both Working),2 Children,14.9
01005,2 Adults (Both Working),3 Children,17.66
01007,1 Adult,0 Children,12
01007,1 Adult,1 Child,23.14
01007,1 Adult,2 Children,28.58
01007,1 Adult,3 Children,36.02
01007,2 Adults (1 Working),0 Children,18.97
01007,2 Adults (1 Working),1 Child,22.76
01007,2 Adults (1 Working),2 Children,25.24
01007,2 Adults (1 Working),3 Children,28.52
01007,2 Adults (Both Working),0 Children,9.49
01007,2 Adults (Both Working),1 Child,12.88
01007,2 Adults (Both Working),2 Children,15.59
01007,2 Adults (Both Working),3 Children,18.7
01009,1 Adult,0 Children,12
01009,1 Adult,1 Child,23.14
01009,1 Adult,2 Children,28.58
