year,state,county,tract
2020,01,001,020100
2020,01,001,020200
2020,01,001,020300
2020,01,001,020400
2020,01,001,020501
2020,01,001,020502
2020,01,001,020503
2020,01,001,020600
2020,01,001,020700
2020,01,001,020801
2020,01,001,020803
2020,01,001,020804
2020,01,001,020805
2020,01,001,020901
2020,01,001,020902
2020,01,001,021000
2020,01,001,021100
2020,01,003,010100
2020,01,003,010200
2020,01,003,010300
2020,01,003,010400
2020,01,003,010500
2020,01,003,010600
2020,01,003,010704
2020,01,003,010706
2020,01,003,010707
2020,01,003,010708
2020,01,003,010709
2020,01,003,010710
2020,01,003,010711
2020,01,003,010800
2020,01,003,010903
2020,01,003,010904
2020,01,003,010906
2020,01,003,010907
2020,01,003,010908
2020,01,003,011000
2020,01,003,011102
2020,01,003,011103
2020,01,003,011104
2020,01,003,011201
2020,01,003,011202
2020,01,003,011300
2020,01,003,011409
2020,01,003,011410
2020,01,003,011411
2020,01,003,011412
2020,01,003,011413
2020,01,003,011414
2020,01,003,011415
2020,01,003,011416
2020,01,003,011417
2020,01,003,011418
2020,01,003,011419
2020,01,003,011501
2020,01,003,011503
2020,01,003,011504
2020,01,003,011601
2020,01,003,011603
2020,01,003,011604
2020,01,003,990000
2020,01,005,950100
2020,01,005,950200
2020,01,005,950300
2020,01,005,950400
2020,01,005,950500
2020,01,005,950600
2020,01,005,950700
2020,01,005,950800
2020,01,005,950900
2020,01,007,010001
2020,01,007,010005
2020,01,007,010006
2020,01,007,010007
2020,01,007,010008
2020,01,007,010009
2020,01,007,010010
2020,01,007,010011
2020,01,009,050103
2020,01,009,050104
2020,01,009,050105
2020,01,009,050106
2020,01,009,050107
2020,01,009,050200
2020,01,009,050301
2020,01,009,050302
2020,01,009,050400
2020,01,009,050501
2020,01,009,050502
2020,01,009,050601
2020,01,009,050603
2020,01,009,050604
2020,01,009,050701
2020,01,009,050702
2020,01,011,952100
2020,01,011,952201
2020,01,011,952202
2020,01,011,952500
2020,01,013,952700
2020,01,013,952800
2020,01,013,952900
2020,01,013,953000
2020,01,013,953100
2020,01,013,953200
2020,01,013,953300
2020,01,013,953400
2020,01,013,953500
2020,01,015,000200
2020,01,015,000300
2020,01,015,000400
2020,01,015,000500
2020,01,015,000600
2020,01,015,000700
2020,01,015,000800
2020,01,015,000900
2020,01,015,001000
2020,01,015,001101
2020,01,015,001102
2020,01,015,001103
2020,01,015,001201
2020,01,015,001202
2020,01,015,001300
2020,01,015,001400
2020,01,015,001501
2020,01,015,001502
2020,01,015,001600
2020,01,015,001700
2020,01,015,001801
2020,01,015,001802
2020,01,015,002001
2020,01,015,002002
2020,01,015,002101
2020,01,015,002102
2020,01,015,002104
2020,01,015,002105
2020,01,015,002200
2020,01,015,002300
2020,01,015,002400
2020,01,015,002502
2020,01,015,002503
2020,01,015,002504
2020,01,015,002600
2020,01,015,981901
2020,01,015,981902
2020,01,015,981903
2020,01,017,953800
2020,01,017,953900
2020,01,017,954001
2020,01,017,954002
2020,01,017,954200
2020,01,017,954300
2020,01,017,954600
2020,01,017,954700
2020,01,017,954800
2020,01,019,955701
2020,01,019,955702
2020,01,019,955801
2020,01,019,955802
2020,01,019,955900
2020,01,019,956000
2020,01,019,956101
2020,01,019,956102
2020,01,021,060101
2020,01,021,060103
2020,01,021,060104
2020,01,021,060200
2020,01,021,060300
2020,01,021,060401
2020,01,021,060403
2020,01,021,060404
2020,01,021,060500
2020,01,021,060600
2020,01,021,060701
2020,01,021,060702
2020,01,023,956700
2020,01,023,956800
2020,01,023,956900
2020,01,023,957000
2020,01,025,957500
2020,01,025,957601
2020,01,025,957603
2020,01,025,957604
2020,01,025,957700
2020,01,025,957800
2020,01,025,957901
2020,01,025,957902
2020,01,025,958003
2020,01,027,958900
2020,01,027,959000
2020,01,027,959100
2020,01,027,959200
2020,01,029,959500
2020,01,029,959600
2020,01,029,959700
2020,01,029,959800
2020,01,031,010100
2020,01,031,010200
2020,01,031,010300
2020,01,031,010400
2020,01,031,010500
2020,01,031,010600
2020,01,031,010700
2020,01,031,010800
2020,01,031,010900
2020,01,031,011000
2020,01,031,011100
2020,01,031,011203
2020,01,031,011204
2020,01,031,011205
2020,01,031,011206
2020,01,031,011300
2020,01,033,020100
2020,01,033,020200
2020,01,033,020300
2020,01,033,020400
2020,01,033,020500
2020,01,033,020600
2020,01,033,020703
2020,01,033,020704
2020,01,033,020705
2020,01,033,020706
2020,01,033,020801
2020,01,033,020802
2020,01,033,020901
2020,01,033,020902
2020,01,033,021000
2020,01,035,960200
2020,01,035,960300
2020,01,035,960400
2020,01,035,960500
2020,01,035,960600
2020,01,037,961000
2020,01,037,961100
2020,01,037,961200
2020,01,039,961600
2020,01,039,961700
2020,01,039,961800
2020,01,039,961900
2020,01,039,962000
2020,01,039,962100
2020,01,039,962300
2020,01,039,962400
2020,01,039,962500
2020,01,039,962600
2020,01,039,962700
2020,01,039,962800
2020,01,039,962900
2020,01,039,963000
2020,01,041,963400
2020,01,041,963500
2020,01,041,963600
2020,01,041,963700
2020,01,041,963800
2020,01,041,963900
2020,01,043,964100
2020,01,043,964201
2020,01,043,964202
2020,01,043,964300
2020,01,043,964400
2020,01,043,964500
2020,01,043,964600
2020,01,043,964700
2020,01,043,964800
2020,01,043,964901
2020,01,043,964902
2020,01,043,965001
2020,01,043,965002
2020,01,043,965100
2020,01,043,965200
2020,01,043,965300
2020,01,043,965401
2020,01,043,965402
2020,01,043,965501
2020,01,043,965502
2020,01,043,965600
2020,01,043,965700
2020,01,045,020000
2020,01,045,020100
2020,01,045,020200
2020,01,045,020300
2020,01,045,020400
2020,01,045,020500
2020,01,045,020700
2020,01,045,020801
2020,01,045,020802
2020,01,045,021101
2020,01,045,021102
2020,01,045,021200
2020,01,045,021300
2020,01,045,021400
2020,01,047,956101
2020,01,047,956102
2020,01,047,956201
2020,01,047,956202
2020,01,047,956300
2020,01,047,956400
2020,01,047,956500
2020,01,047,956600
2020,01,047,956701
2020,01,047,956702
2020,01,047,956800
2020,01,047,956900
2020,01,047,957000
2020,01,047,957100
2020,01,047,957200
2020,01,047,957301
2020,01,047,957302
2020,01,049,960101
2020,01,049,960102
2020,01,049,960200
2020,01,049,960301
2020,01,049,960302
2020,01,049,960303
2020,01,049,960401
2020,01,049,960402
2020,01,049,960500
2020,01,049,960601
2020,01,049,960602
2020,01,049,960701
2020,01,049,960702
2020,01,049,960703
2020,01,049,960800
2020,01,049,960900
2020,01,049,961000
2020,01,049,961100
2020,01,049,961200
2020,01,049,961300
2020,01,049,961400
2020,01,051,030101
2020,01,051,030102
2020,01,051,030103
2020,01,051,030200
2020,01,051,030300
2020,01,051,030401
2020,01,051,030402
2020,01,051,030500
2020,01,051,030600
2020,01,051,030701
2020,01,051,030702
2020,01,051,030801
2020,01,051,030802
2020,01,051,030901
2020,01,051,030902
2020,01,051,031001
2020,01,051,031002
2020,01,051,031100
2020,01,051,031200
2020,01,051,031300
2020,01,053,969801
2020,01,053,969802
2020,01,053,969900
2020,01,053,970100
2020,01,053,970200
2020,01,053,970300
2020,01,053,970400
2020,01,053,970500
2020,01,053,970600
2020,01,053,970700
2020,01,055,000200
2020,01,055,000300
2020,01,055,000400
2020,01,055,000500
2020,01,055,000600
2020,01,055,000700
2020,01,055,000800
2020,01,055,000900
2020,01,055,001000
2020,01,055,001100
2020,01,055,001200
2020,01,055,001300
2020,01,055,001600
2020,01,055,001700
2020,01,055,010100
2020,01,055,010201
2020,01,055,010202
2020,01,055,010300
2020,01,055,010401
2020,01,055,010402
2020,01,055,010503
2020,01,055,010504
2020,01,055,010505
2020,01,055,010506
2020,01,055,010601
2020,01,055,010602
2020,01,055,010700
2020,01,055,010800
2020,01,055,010900
2020,01,055,011001
2020,01,055,011002
2020,01,055,011100
2020,01,055,011200
2020,01,057,020000
2020,01,057,020100
2020,01,057,020200
2020,01,057,020300
2020,01,057,020400
2020,01,059,972900
2020,01,059,973000
2020,01,059,973100
2020,01,059,973200
2020,01,059,973300
2020,01,059,973400
2020,01,059,973500
2020,01,059,973600
2020,01,059,973701
2020,01,059,973702
2020,01,059,973703
2020,01,061,050100
2020,01,061,050200
2020,01,061,050300
2020,01,061,050400
2020,01,061,050500
2020,01,061,050600
2020,01,063,060000
2020,01,063,060101
2020,01,063,060102
2020,01,063,060200
2020,01,065,040000
2020,01,065,040100
2020,01,065,040200
2020,01,065,040300
2020,01,065,040401
2020,01,065,040402
2020,01,065,040500
2020,01,067,030100
2020,01,067,030200
2020,01,067,030300
2020,01,067,030400
2020,01,067,030500
2020,01,067,030600
2020,01,069,040100
2020,01,069,040203
2020,01,069,040204
2020,01,069,040205
2020,01,069,040206
2020,01,069,040301
2020,01,069,040302
2020,01,069,040400
2020,01,069,040500
2020,01,069,040600
2020,01,069,040700
2020,01,069,040801
2020,01,069,040802
2020,01,069,040900
2020,01,069,041000
2020,01,069,041100
2020,01,069,041200
2020,01,069,041400
2020,01,069,041500
2020,01,069,041600
2020,01,069,041700
2020,01,069,041800
2020,01,069,041901
2020,01,069,041902
2020,01,069,042000
2020,01,069,042100
2020,01,071,950101
2020,01,071,950102
2020,01,071,950200
2020,01,071,950301
2020,01,071,950302
2020,01,071,950400
2020,01,071,950500
2020,01,071,950601
2020,01,071,950602
2020,01,071,950700
2020,01,071,950800
2020,01,071,950901
2020,01,071,950902
2020,01,071,951000
2020,01,071,951101
2020,01,071,951102
2020,01,073,000100
2020,01,073,000300
2020,01,073,000400
2020,01,073,000500
2020,01,073,000700
2020,01,073,000800
2020,01,073,001100
2020,01,073,001200
2020,01,073,001400
2020,01,073,001500
2020,01,073,001600
2020,01,073,001902
2020,01,073,002000
2020,01,073,002100
2020,01,073,002200
2020,01,073,002303
2020,01,073,002305
2020,01,073,002306
2020,01,073,002401
2020,01,073,002402
2020,01,073,002701
2020,01,073,002702
2020,01,073,002900
2020,01,073,003001
2020,01,073,003002
2020,01,073,003100
2020,01,073,003200
2020,01,073,003300
2020,01,073,003400
2020,01,073,003500
2020,01,073,003600
2020,01,073,003700
2020,01,073,003802
2020,01,073,003803
2020,01,073,003900
2020,01,073,004000
2020,01,073,004200
2020,01,073,004501
2020,01,073,004502
2020,01,073,004701
2020,01,073,004702
2020,01,073,004800
2020,01,073,004901
2020,01,073,004902
2020,01,073,005000
2020,01,073,005101
2020,01,073,005103
2020,01,073,005104
2020,01,073,005200
2020,01,073,005302
2020,01,073,005500
2020,01,073,005600
2020,01,073,005701
2020,01,073,005702
2020,01,073,005800
2020,01,073,005903
2020,01,073,005905
2020,01,073,005907
2020,01,073,005908
2020,01,073,005909
2020,01,073,005910
2020,01,073,010001
2020,01,073,010002
2020,01,073,010100
2020,01,073,010200
2020,01,073,010301
2020,01,073,010302
2020,01,073,010401
2020,01,073,010402
2020,01,073,010500
2020,01,073,010603
2020,01,073,010604
2020,01,073,010605
2020,01,073,010701
2020,01,073,010702
2020,01,073,010703
2020,01,073,010704
2020,01,073,010705
2020,01,073,010706
2020,01,073,010801
2020,01,073,010802
2020,01,073,010803
2020,01,073,010804
2020,01,073,010806
2020,01,073,010807
2020,01,073,010900
2020,01,073,011002
2020,01,073,011003
2020,01,073,011004
2020,01,073,011108
2020,01,073,011109
2020,01,073,011110
2020,01,073,011112
2020,01,073,011113
2020,01,073,011114
2020,01,073,011115
2020,01,073,011116
2020,01,073,011117
2020,01,073,011205
2020,01,073,011206
2020,01,073,011207
2020,01,073,011208
2020,01,073,011209
2020,01,073,011210
2020,01,073,011301
2020,01,073,011303
2020,01,073,011304
2020,01,073,011401
2020,01,073,011402
2020,01,073,011500
2020,01,073,011600
2020,01,073,011704
2020,01,073,011706
2020,01,073,011707
2020,01,073,011708
2020,01,073,011709
2020,01,073,011710
2020,01,073,011803
2020,01,073,011804
2020,01,073,011805
2020,01,073,011806
2020,01,073,011901
2020,01,073,011904
2020,01,073,012001
2020,01,073,012003
2020,01,073,012004
2020,01,073,012103
2020,01,073,012104
2020,01,073,012200
2020,01,073,012302
2020,01,073,012304
2020,01,073,012306
2020,01,073,012307
2020,01,073,012401
2020,01,073,012402
2020,01,073,012403
2020,01,073,012500
2020,01,073,012602
2020,01,073,012701
2020,01,073,012703
2020,01,073,012704
2020,01,073,012802
2020,01,073,012804
2020,01,073,012805
2020,01,073,012905
2020,01,073,012907
2020,01,073,012908
2020,01,073,012910
2020,01,073,012911
2020,01,073,012913
2020,01,073,012914
2020,01,073,012916
2020,01,073,012917
2020,01,073,012918
2020,01,073,012919
2020,01,073,012920
2020,01,073,012921
2020,01,073,013002
2020,01,073,013100
2020,01,073,013200
2020,01,073,013300
2020,01,073,013400
2020,01,073,013601
2020,01,073,013801
2020,01,073,013901
2020,01,073,013902
2020,01,073,014001
2020,01,073,014002
2020,01,073,014104
2020,01,073,014105
2020,01,073,014106
2020,01,073,014107
2020,01,073,014205
2020,01,073,014206
2020,01,073,014207
2020,01,073,014208
2020,01,073,014209
2020,01,073,014301
2020,01,073,014303
2020,01,073,014304
2020,01,073,014404
2020,01,073,014405
2020,01,073,014406
2020,01,073,014408
2020,01,073,014409
2020,01,073,014410
2020,01,073,014412
2020,01,073,014414
2020,01,073,014415
2020,01,075,030000
2020,01,075,030101
2020,01,075,030102
2020,01,075,030200
2020,01,077,010100
2020,01,077,010200
2020,01,077,010300
2020,01,077,010400
2020,01,077,010600
2020,01,077,010700
2020,01,077,010800
2020,01,077,010901
2020,01,077,010902
2020,01,077,011000
2020,01,077,011101
2020,01,077,011102
2020,01,077,011200
2020,01,077,011300
2020,01,077,011401
2020,01,077,011402
2020,01,077,011502
2020,01,077,011503
2020,01,077,011504
2020,01,077,011602
2020,01,077,011603
2020,01,077,011605
2020,01,077,011606
2020,01,077,011700
2020,01,077,011801
2020,01,077,011802
2020,01,079,979100
2020,01,079,979201
2020,01,079,979202
2020,01,079,979300
2020,01,079,979400
2020,01,079,979501
2020,01,079,979502
2020,01,079,979600
2020,01,079,979700
2020,01,079,979800
2020,01,079,979900
2020,01,081,040201
2020,01,081,040202
2020,01,081,040300
2020,01,081,040401
2020,01,081,040402
2020,01,081,040403
2020,01,081,040501
2020,01,081,040502
2020,01,081,040602
2020,01,081,040603
2020,01,081,040605
2020,01,081,040606
2020,01,081,040607
2020,01,081,040700
2020,01,081,040801
2020,01,081,040802
2020,01,081,040901
2020,01,081,040903
2020,01,081,040904
2020,01,081,041001
2020,01,081,041002
2020,01,081,041101
2020,01,081,041102
2020,01,081,041103
2020,01,081,041104
2020,01,081,041200
2020,01,081,041300
2020,01,081,041400
2020,01,081,041600
2020,01,081,041701
2020,01,081,041702
2020,01,081,041703
2020,01,081,041801
2020,01,081,041802
2020,01,081,041803
2020,01,081,041901
2020,01,081,041902
2020,01,081,041903
2020,01,081,042002
2020,01,081,042003
2020,01,081,042005
2020,01,081,042006
2020,01,081,042007
2020,01,081,042008
2020,01,081,042009
2020,01,081,042101
2020,01,081,042103
2020,01,081,042104
2020,01,083,020101
2020,01,083,020103
2020,01,083,020104
2020,01,083,020201
2020,01,083,020202
2020,01,083,020300
2020,01,083,020402
2020,01,083,020403
2020,01,083,020404
2020,01,083,020500
2020,01,083,020600
2020,01,083,020700
2020,01,083,020803
2020,01,083,020804
2020,01,083,020805
2020,01,083,020806
2020,01,083,020900
2020,01,083,021000
2020,01,083,021101
2020,01,083,021102
2020,01,083,021201
2020,01,083,021202
2020,01,083,021203
2020,01,085,780800
2020,01,085,781000
2020,01,085,781100
2020,01,085,781200
2020,01,087,231400
2020,01,087,231500
2020,01,087,231601
2020,01,087,231602
2020,01,087,231603
2020,01,087,231700
2020,01,087,231800
2020,01,087,231900
2020,01,087,232000
2020,01,087,232100
2020,01,087,232200
2020,01,087,232300
2020,01,089,000203
2020,01,089,000301
2020,01,089,000302
2020,01,089,000403
2020,01,089,000501
2020,01,089,000502
2020,01,089,000503
2020,01,089,000601
2020,01,089,000602
2020,01,089,000701
2020,01,089,000702
2020,01,089,000901
2020,01,089,000902
2020,01,089,001000
2020,01,089,001200
2020,01,089,001301
2020,01,089,001302
