year,state,county,subgroup_type,subgroup,share_affordable_available_30_ami,share_affordable_available_30_ami_quality,share_affordable_available_50_ami,share_affordable_available_50_ami_quality,share_affordable_available_80_ami,share_affordable_available_80_ami_quality
2014,01,001,tenure,All,0.7339990276176522,3,0.8162396041554555,3,0.969796948916553,3
2014,01,001,tenure,Owner,NA,NA,0.8801455992261061,3,0.971467965640796,3
2014,01,001,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,003,tenure,All,0.5510933102403117,1,0.8066987205606715,1,1.1215974212034383,1
2014,01,003,tenure,Owner,0.5898371978293044,1,0.6629800515673768,1,0.8645066273932254,1
2014,01,003,tenure,Renter,0.5040163049994005,1,1.0227458180334557,1,1.5841031149301825,1
2014,01,005,tenure,All,1.2723786496714262,3,1.2723786496714262,3,1.5268374654405774,3
2014,01,005,tenure,Owner,NA,NA,NA,NA,1.0728617235944535,3
2014,01,005,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,007,tenure,All,0.8188721971507271,3,0.9996849114041978,3,1.1796081193604555,3
2014,01,007,tenure,Owner,NA,NA,NA,NA,0.9975629638312657,3
2014,01,007,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,009,tenure,All,0.8077137222874873,2,0.97531449200915,2,1.0533965552065736,2
2014,01,009,tenure,Owner,0.8504944729261774,2,0.8441861041228588,2,0.9371763602913471,2
2014,01,009,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,011,tenure,All,NA,NA,NA,NA,NA,NA
2014,01,011,tenure,Owner,NA,NA,NA,NA,NA,NA
2014,01,011,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,013,tenure,All,1.4301273889634214,3,1.4301273889634214,3,1.6358010109956274,3
2014,01,013,tenure,Owner,NA,NA,NA,NA,1.5636758362812317,3
2014,01,013,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,015,tenure,All,0.783980744801765,1,0.82378962890145,1,0.9700034578146611,1
2014,01,015,tenure,Owner,0.9314584035028629,1,0.8956783283204053,1,0.9353348729792148,1
2014,01,015,tenure,Renter,0.686883246479654,1,0.778190581383673,1,1.0054172127566623,1
2014,01,017,tenure,All,0.7903794655835273,3,0.7903794655835273,3,1.2327500801296698,3
2014,01,017,tenure,Owner,NA,NA,NA,NA,1.0015356790792735,3
2014,01,017,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,019,tenure,All,0.8282535860655099,3,0.9082430790979705,3,1.4133625984435543,3
2014,01,019,tenure,Owner,NA,NA,NA,NA,1.2288257492217518,3
2014,01,019,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,021,tenure,All,0.7461432415932445,3,0.8749600615553527,3,1.1660733656062703,3
2014,01,021,tenure,Owner,0.6886804574071694,3,0.7408185840707965,3,0.9954937776509892,3
2014,01,021,tenure,Renter,NA,NA,NA,NA,1.3560554955807838,3
2014,01,023,tenure,All,NA,NA,NA,NA,0.9620240351792012,3
2014,01,023,tenure,Owner,NA,NA,NA,NA,NA,NA
2014,01,023,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,025,tenure,All,0.8447982491895777,3,0.8447982491895777,3,0.9596632832000266,3
2014,01,025,tenure,Owner,NA,NA,NA,NA,0.9295523731989035,3
2014,01,025,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,027,tenure,All,NA,NA,NA,NA,NA,NA
2014,01,027,tenure,Owner,NA,NA,NA,NA,NA,NA
2014,01,027,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,029,tenure,All,NA,NA,NA,NA,NA,NA
2014,01,029,tenure,Owner,NA,NA,NA,NA,NA,NA
2014,01,029,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,031,tenure,All,1.001655705750636,2,1.1333614640884961,2,1.2149900945175915,2
2014,01,031,tenure,Owner,1.1710829244965397,2,1.1658592800682952,2,1.14167431197432,2
2014,01,031,tenure,Renter,0.8313254609180715,2,1.097127992301215,2,1.317555674555593,2
2014,01,033,tenure,All,0.9087373821189916,3,0.9387825663108116,3,1.2150573015671136,3
2014,01,033,tenure,Owner,0.9326267270460786,3,0.9281533837083188,3,1.0494120739263983,3
2014,01,033,tenure,Renter,0.8904705275956084,3,0.9473726507102094,3,1.3832615961870818,3
2014,01,035,tenure,All,NA,NA,NA,NA,0.9626318547006766,3
2014,01,035,tenure,Owner,NA,NA,NA,NA,NA,NA
2014,01,035,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,037,tenure,All,NA,NA,NA,NA,NA,NA
2014,01,037,tenure,Owner,NA,NA,NA,NA,NA,NA
2014,01,037,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,039,tenure,All,1.0888466441822555,3,1.0888466441822555,3,1.3184211974115614,3
2014,01,039,tenure,Owner,1.348814234774618,3,1.348814234774618,3,1.2610193998208155,3
2014,01,039,tenure,Renter,NA,NA,NA,NA,1.389719088968079,3
2014,01,041,tenure,All,NA,NA,1.8777349928684568,3,1.9213733645729207,3
2014,01,041,tenure,Owner,NA,NA,NA,NA,1.8222362039050441,3
2014,01,041,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,043,tenure,All,0.7373525849098348,1,0.720940228018549,1,0.9704819578485443,1
2014,01,043,tenure,Owner,0.705928729107537,1,0.6938422662588111,1,0.9095421952564811,1
2014,01,043,tenure,Renter,0.7761627297001313,1,0.7577380561694372,1,1.1012900556190466,1
2014,01,045,tenure,All,1.026783395446247,3,1.1844059877177813,3,1.4380870795862553,3
2014,01,045,tenure,Owner,0.9549693659799776,3,0.9695072106352075,3,1.1292545349490992,3
2014,01,045,tenure,Renter,1.0861796660400613,3,1.3724387191455316,3,1.809541944092549,3
2014,01,047,tenure,All,0.7777573354857088,3,0.7777573354857088,3,1.0255658486909103,3
2014,01,047,tenure,Owner,0.8251902149871715,3,0.8251902149871715,3,0.9366464641117933,3
2014,01,047,tenure,Renter,NA,NA,NA,NA,1.171021300545502,3
2014,01,049,tenure,All,0.8910046169182759,2,0.8910046169182759,2,1.251835490302985,2
2014,01,049,tenure,Owner,0.8945278859474807,2,0.8945278859474807,2,1.0419325250990008,2
2014,01,049,tenure,Renter,0.8869930889558308,2,0.8869930889558308,2,1.5447247775878101,2
2014,01,051,tenure,All,0.712314162183998,2,0.788046644528126,2,0.9455620254835941,2
2014,01,051,tenure,Owner,0.7537195123694884,2,0.834476531198792,2,0.9333405742007892,2
2014,01,051,tenure,Renter,NA,NA,NA,NA,0.9668819188191882,2
2014,01,053,tenure,All,0.8275194633912195,3,0.8275194633912195,3,0.9539012940104664,3
2014,01,053,tenure,Owner,0.802322645796516,3,0.802322645796516,3,0.9277106132203453,3
2014,01,053,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,055,tenure,All,0.8029038986042034,1,0.8029038986042034,1,0.9782401524777636,1
2014,01,055,tenure,Owner,0.9123979213066072,1,0.9123979213066072,1,0.9730868690738435,1
2014,01,055,tenure,Renter,0.6742278834409353,1,0.6742278834409353,1,0.9846099206818989,1
2014,01,057,tenure,All,NA,NA,NA,NA,1.3786474775693929,3
2014,01,057,tenure,Owner,NA,NA,NA,NA,NA,NA
2014,01,057,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,059,tenure,All,1.08112435468935,3,1.0967665465138794,3,1.4385301440320541,3
2014,01,059,tenure,Owner,NA,NA,NA,NA,1.1798681809332936,3
2014,01,059,tenure,Renter,NA,NA,NA,NA,NA,NA
2014,01,061,tenure,All,1.3402265234295538,3,1.4781323160018511,3,1.9115171362524706,3
2014,01,061,tenure,Owner,1.1692888061380333,3,1.193297057927289,3,1.3388584006700914,3
2014,01,061,tenure,Renter,1.4816064597232683,3,1.7157450533586145,3,2.5457630941523735,3
2014,01,063,tenure,All,NA,NA,NA,NA,NA,NA
