year,state,county,subgroup_type,subgroup,share_affordable_available_30_ami,share_affordable_available_30_ami_quality,share_affordable_available_50_ami,share_affordable_available_50_ami_quality,share_affordable_available_80_ami,share_affordable_available_80_ami_quality
2018,01,001,tenure,All,0.5845407422079679,3,0.7647791299042174,3,0.9755367613895561,3
2018,01,001,tenure,Owner,NA,NA,0.8306682264474309,3,0.9226760449322609,3
2018,01,001,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,003,tenure,All,0.6214950428806034,1,0.7383439772601424,1,1.1692074272090167,1
2018,01,003,tenure,Owner,0.6107491856677525,1,0.6746687735505045,1,0.910711743772242,1
2018,01,003,tenure,Renter,0.6374489950128457,1,0.8368594264221909,1,1.7103479103032109,1
2018,01,005,tenure,All,1.149545515501041,3,1.149545515501041,3,1.6962674883290678,3
2018,01,005,tenure,Owner,NA,NA,NA,NA,1.5278530392955008,3
2018,01,005,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,007,tenure,All,1.0298416163320545,3,1.184491944876651,3,1.251835609469576,3
2018,01,007,tenure,Owner,NA,NA,NA,NA,1.2575198068835503,3
2018,01,007,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,009,tenure,All,0.9084158295410583,2,1.03959892850179,2,1.1301720262064605,2
2018,01,009,tenure,Owner,1.0417291435436034,2,1.0854720025288354,2,1.1104499314044898,2
2018,01,009,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,011,tenure,All,NA,NA,NA,NA,NA,NA
2018,01,011,tenure,Owner,NA,NA,NA,NA,NA,NA
2018,01,011,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,013,tenure,All,2.117893618659208,3,2.117893618659208,3,2.484504213293041,3
2018,01,013,tenure,Owner,NA,NA,NA,NA,2.9117986227209247,3
2018,01,013,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,015,tenure,All,0.6887594820320282,1,0.7382652707481107,1,0.9813176937993662,1
2018,01,015,tenure,Owner,0.7357883969019436,1,0.7674802949402492,1,0.9769850402761795,1
2018,01,015,tenure,Renter,0.6369201030927835,1,0.7032179350312643,1,0.9871894842374959,1
2018,01,017,tenure,All,1.1626044319397266,3,1.1626044319397266,3,1.4957629744368182,3
2018,01,017,tenure,Owner,NA,NA,NA,NA,1.5199482112205052,3
2018,01,017,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,019,tenure,All,NA,NA,NA,NA,1.223328273027724,3
2018,01,019,tenure,Owner,NA,NA,NA,NA,1.1919060365672365,3
2018,01,019,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,021,tenure,All,1.0824954626943006,3,1.192042548184283,3,1.4229182480874722,3
2018,01,021,tenure,Owner,NA,NA,1.3638070311048651,3,1.3759157359391512,3
2018,01,021,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,023,tenure,All,NA,NA,NA,NA,NA,NA
2018,01,023,tenure,Owner,NA,NA,NA,NA,NA,NA
2018,01,023,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,025,tenure,All,1.0473120079630802,3,1.0473120079630802,3,1.1712776308596005,3
2018,01,025,tenure,Owner,NA,NA,NA,NA,1.0480929644517525,3
2018,01,025,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,027,tenure,All,NA,NA,NA,NA,NA,NA
2018,01,027,tenure,Owner,NA,NA,NA,NA,NA,NA
2018,01,027,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,029,tenure,All,NA,NA,NA,NA,NA,NA
2018,01,029,tenure,Owner,NA,NA,NA,NA,NA,NA
2018,01,029,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,031,tenure,All,1.402098526848726,2,1.550216667542505,2,1.5189158604606712,2
2018,01,031,tenure,Owner,1.6756066423525495,2,1.8556455133635894,2,1.6168478310798022,2
2018,01,031,tenure,Renter,1.1072276472937161,2,1.241317039382545,2,1.3990277395084152,2
2018,01,033,tenure,All,1.0513474519459962,3,1.1852268949559979,3,1.232864578620327,3
2018,01,033,tenure,Owner,1.2955752045067277,3,1.2957976272537197,3,1.2242346020085817,3
2018,01,033,tenure,Renter,NA,NA,1.0678177459345648,3,1.2429327973105797,3
2018,01,035,tenure,All,NA,NA,NA,NA,NA,NA
2018,01,035,tenure,Owner,NA,NA,NA,NA,NA,NA
2018,01,035,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,037,tenure,All,NA,NA,NA,NA,NA,NA
2018,01,037,tenure,Owner,NA,NA,NA,NA,NA,NA
2018,01,037,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,039,tenure,All,1.519991331392111,3,1.519991331392111,3,1.7959813452712512,3
2018,01,039,tenure,Owner,1.9851586015638643,3,1.9851586015638643,3,2.032483138875964,3
2018,01,039,tenure,Renter,NA,NA,NA,NA,1.52574330577704,3
2018,01,041,tenure,All,NA,NA,NA,NA,3.1078516458271266,3
2018,01,041,tenure,Owner,NA,NA,NA,NA,NA,NA
2018,01,041,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,043,tenure,All,0.6738941079596588,1,0.6738941079596588,1,0.9726659194643116,1
2018,01,043,tenure,Owner,0.8041120978888581,1,0.8041120978888581,1,1.0162216291605117,1
2018,01,043,tenure,Renter,0.5723392952009916,1,0.5723392952009916,1,0.9175945814851231,1
2018,01,045,tenure,All,0.9896701530160177,3,1.1565969890093488,3,1.4887336632432568,3
2018,01,045,tenure,Owner,0.8016450474628498,3,0.8891435597917141,3,1.0787810756940335,3
2018,01,045,tenure,Renter,1.1711820826247734,3,1.436312082044966,3,2.00876292361636,3
2018,01,047,tenure,All,0.8767445497858416,3,0.8767445497858416,3,1.0689766243327812,3
2018,01,047,tenure,Owner,0.9908137084211491,3,0.9908137084211491,3,1.1051744452444852,3
2018,01,047,tenure,Renter,NA,NA,NA,NA,1.0224596231493943,3
2018,01,049,tenure,All,0.804015769802413,2,0.804015769802413,2,0.9740977184848295,2
2018,01,049,tenure,Owner,0.8446384220754388,2,0.8446384220754388,2,0.9719222654671608,2
2018,01,049,tenure,Renter,0.7365095855476711,2,0.7365095855476711,2,0.978517611859105,2
2018,01,051,tenure,All,0.5585454452483533,2,0.7347740629705601,2,0.9483909836095321,2
2018,01,051,tenure,Owner,0.6667106519613893,2,0.8007425629811853,2,0.9064571462784885,2
2018,01,051,tenure,Renter,NA,NA,NA,NA,1.0297804722517647,2
2018,01,053,tenure,All,0.9503873189335944,3,0.9503873189335944,3,1.100923691582879,3
2018,01,053,tenure,Owner,0.9589520865489423,3,0.9589520865489423,3,1.0099629015678278,3
2018,01,053,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,055,tenure,All,0.6658415841584159,1,0.815479637135688,1,0.978119980058716,1
2018,01,055,tenure,Owner,0.774386197743862,1,0.8331422018348624,1,0.9384539635647464,1
2018,01,055,tenure,Renter,0.5629846992244812,1,0.7974658869395711,1,1.0291212965307672,1
2018,01,057,tenure,All,NA,NA,NA,NA,1.8009029519865414,3
2018,01,057,tenure,Owner,NA,NA,NA,NA,NA,NA
2018,01,057,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,059,tenure,All,1.263041335286737,3,1.263041335286737,3,1.4285750956998997,3
2018,01,059,tenure,Owner,NA,NA,NA,NA,1.4104088219924757,3
2018,01,059,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,061,tenure,All,1.2577013420998384,3,1.2951380735251834,3,1.9132467803389512,3
2018,01,061,tenure,Owner,0.9147109984593211,3,0.9644249069764599,3,1.163476413848449,3
2018,01,061,tenure,Renter,1.5888105252496179,3,1.6204408601813252,3,2.8172867864368913,3
2018,01,063,tenure,All,NA,NA,NA,NA,NA,NA
2018,01,063,tenure,Owner,NA,NA,NA,NA,NA,NA
2018,01,063,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,065,tenure,All,NA,NA,NA,NA,1.380020457811406,3
2018,01,065,tenure,Owner,NA,NA,NA,NA,NA,NA
2018,01,065,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,067,tenure,All,1.573172447193641,3,1.7604068499654604,3,2.5117091981379036,3
2018,01,067,tenure,Owner,NA,NA,NA,NA,1.328984362877931,3
2018,01,067,tenure,Renter,NA,NA,NA,NA,4.0152384821775415,3
2018,01,069,tenure,All,0.8349140497950022,2,0.8751205274107013,2,1.187570471761202,2
2018,01,069,tenure,Owner,0.7363629209946491,2,0.7741875672515802,2,0.9746372165587398,2
2018,01,069,tenure,Renter,0.9300513746806666,2,0.9744022510501442,2,1.4443159900359985,2
2018,01,071,tenure,All,0.8166804046951647,2,0.8166804046951647,2,0.9821263312778888,2
2018,01,071,tenure,Owner,0.8612198014873123,2,0.8612198014873123,2,0.9817148277791631,2
2018,01,071,tenure,Renter,0.7426654263959196,2,0.7426654263959196,2,0.9829623877556604,2
2018,01,073,tenure,All,0.5534395519821841,1,0.7639893096618703,1,1.0270751800697437,1
2018,01,073,tenure,Owner,0.6673341971963718,1,0.8199505231149822,1,0.9622909712350864,1
2018,01,073,tenure,Renter,0.4719678669737655,1,0.7157394241023818,1,1.0860942569877923,1
2018,01,075,tenure,All,NA,NA,NA,NA,NA,NA
2018,01,075,tenure,Owner,NA,NA,NA,NA,NA,NA
2018,01,075,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,077,tenure,All,0.9183279108600971,2,1.027225338576493,2,1.121500125843119,2
2018,01,077,tenure,Owner,1.087200466556845,2,1.115973566850041,2,1.1045973361216626,2
2018,01,077,tenure,Renter,0.7448250327540208,2,0.9329883398497342,2,1.141219876086633,2
2018,01,079,tenure,All,NA,NA,1.1000120753045637,3,1.1565955468695506,3
2018,01,079,tenure,Owner,NA,NA,NA,NA,1.0566022020495078,3
2018,01,079,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,081,tenure,All,0.4663273506563086,1,0.7329031176667784,1,1.0326812059012187,1
2018,01,081,tenure,Owner,0.6588235294117647,1,0.8447917938698254,1,1.0152037479006453,1
2018,01,081,tenure,Renter,0.38888054094665664,1,0.6744497607655502,1,1.0426335128605224,1
2018,01,083,tenure,All,0.7657449481548251,2,1.0873005054745815,2,1.0873168943153253,2
2018,01,083,tenure,Owner,NA,NA,1.023753131888298,2,1.0177022156562987,2
2018,01,083,tenure,Renter,NA,NA,NA,NA,1.2263284582701106,2
2018,01,085,tenure,All,NA,NA,NA,NA,NA,NA
2018,01,085,tenure,Owner,NA,NA,NA,NA,NA,NA
2018,01,085,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,087,tenure,All,NA,NA,NA,NA,1.9255996174276118,3
2018,01,087,tenure,Owner,NA,NA,NA,NA,NA,NA
2018,01,087,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,089,tenure,All,0.6017108904533992,1,0.8834279430299276,1,1.01795175049686,1
2018,01,089,tenure,Owner,0.744351366720549,1,0.8251127272122357,1,0.9799290485868787,1
2018,01,089,tenure,Renter,0.5189492392566186,1,0.9267973700317539,1,1.053259383626533,1
2018,01,091,tenure,All,1.0329895367117443,3,1.0329895367117443,3,1.2222644027240934,3
2018,01,091,tenure,Owner,NA,NA,NA,NA,NA,NA
2018,01,091,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,093,tenure,All,1.7134783923209351,3,1.7134783923209351,3,1.9445709342416122,3
2018,01,093,tenure,Owner,NA,NA,NA,NA,1.6673449991192792,3
2018,01,093,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,095,tenure,All,0.7258831993934901,1,0.7603682731752262,1,0.9941657625605588,1
2018,01,095,tenure,Owner,0.7505662532621871,1,0.747157556387666,1,0.9443197126178715,1
2018,01,095,tenure,Renter,0.7026185160059454,1,0.7735017844750669,1,1.066771162684677,1
2018,01,097,tenure,All,0.5621592731159808,1,0.6733514430001276,1,0.9921932413710017,1
2018,01,097,tenure,Owner,0.8204219593305349,1,0.8562830897325671,1,0.9707732532553263,1
2018,01,097,tenure,Renter,0.39554023635340463,1,0.5499206155349292,1,1.0108391923562285,1
2018,01,099,tenure,All,1.0258650994447867,3,1.0258650994447867,3,1.201206645942699,3
2018,01,099,tenure,Owner,NA,NA,NA,NA,1.0598467681090078,3
2018,01,099,tenure,Renter,NA,NA,NA,NA,NA,NA
2018,01,101,tenure,All,0.48232581115923884,1,0.693530361282138,1,1.0622537277643334,1
2018,01,101,tenure,Owner,0.813977948637628,1,0.9135804885951708,1,1.0195377938973358,1
2018,01,101,tenure,Renter,0.3300436041145254,1,0.5823046260474406,1,1.0936547083835453,1
2018,01,103,tenure,All,0.7610678354711509,1,0.8842876776055599,1,1.000523335062071,1
2018,01,103,tenure,Owner,0.8213229183666961,1,0.8907871505782993,1,0.9742618815372267,1
2018,01,103,tenure,Renter,0.7117080354703103,1,0.8784627348075746,1,1.0403973026841309,1
2018,01,105,tenure,All,NA,NA,NA,NA,NA,NA
