year,state,county,share_debt_coll,share_debt_coll_quality
2023,1,1,.2609164,1
2023,1,3,.1992218,1
2023,1,5,.3244326,1
2023,1,7,.330033,1
2023,1,9,.2526791,1
2023,1,11,.4395161,1
2023,1,13,.373817,1
2023,1,15,.3460452,1
2023,1,17,.3468697,1
2023,1,19,.32,1
2023,1,21,.3002056,1
2023,1,23,.3888889,1
2023,1,25,.3638889,1
2023,1,27,.3320895,1
2023,1,29,.2696177,1
2023,1,31,.2795181,1
2023,1,33,.2965865,1
2023,1,35,.3883162,1
2023,1,37,.3092105,1
2023,1,39,.3436714,1
2023,1,41,.3352713,1
2023,1,43,.265689,1
2023,1,45,.3052209,1
2023,1,47,.4017258,1
2023,1,49,.2904921,1
2023,1,51,.2446227,1
2023,1,53,.375,1
2023,1,55,.3083756,1
2023,1,57,.3018868,1
2023,1,59,.303132,1
2023,1,61,.3115861,1
2023,1,63,.4478261,1
2023,1,65,.3646833,1
2023,1,67,.2374101,1
2023,1,69,.3018109,1
2023,1,71,.2737095,1
2023,1,73,.3164223,1
2023,1,75,.2669903,1
2023,1,77,.2455008,1
2023,1,79,.2947867,1
2023,1,81,.2418507,1
2023,1,83,.2213763,1
2023,1,85,.4025974,1
2023,1,87,.4450262,1
2023,1,89,.2260034,1
2023,1,91,.3361204,1
2023,1,93,.2835165,1
2023,1,95,.2905585,1
2023,1,97,.3422612,1
2023,1,99,.3695652,1
2023,1,101,.3832032,1
2023,1,103,.2930197,1
2023,1,105,.4599156,1
2023,1,107,.353902,1
2023,1,109,.3695409,1
2023,1,111,.3287101,1
2023,1,113,.4190801,1
2023,1,115,.2697917,1
2023,1,117,.198995,1
2023,1,119,.4059702,1
2023,1,121,.3925271,1
2023,1,123,.2829629,1
2023,1,125,.2956181,1
2023,1,127,.3338391,1
2023,1,129,.2885772,1
2023,1,131,.4225352,1
2023,1,133,.2827869,1
2023,2,13,NA,NA
2023,2,16,.2592593,1
2023,2,20,.1927065,1
2023,2,50,.2482014,1
2023,2,60,NA,NA
2023,2,63,.0928962,1
2023,2,66,.1081081,1
2023,2,68,.1,1
2023,2,70,.1263158,1
2023,2,90,.165596,1
2023,2,100,.0540541,1
2023,2,105,.2037037,1
2023,2,110,.1340956,1
2023,2,122,.1593069,1
2023,2,130,.1437909,1
2023,2,150,.1147059,1
2023,2,158,.2372881,1
2023,2,164,NA,NA
2023,2,170,.1578425,1
2023,2,180,.1829268,1
2023,2,185,.1776316,1
2023,2,188,.3023256,1
2023,2,195,.1222222,1
2023,2,198,.1780822,1
2023,2,220,.1441048,1
2023,2,230,NA,NA
2023,2,240,.1369863,1
2023,2,275,.1,1
2023,2,282,NA,NA
2023,2,290,.1578947,1
