year,state,county,ratio_living_wage,ratio_living_wage_quality
2014,01,001,0.606227647925658,1
2014,01,003,0.5784901110656508,1
2014,01,005,0.6257851909626035,1
2014,01,007,0.6534202436140135,1
2014,01,009,0.575046267392528,1
2014,01,011,0.6026141112932871,1
2014,01,013,0.5881281951564292,1
2014,01,015,0.6795354406895623,1
2014,01,017,0.6076373764071198,1
2014,01,019,0.5948882893536296,1
2014,01,021,0.6142028442027734,1
2014,01,023,0.8771264826503135,1
2014,01,025,0.7078784352211209,1
2014,01,027,0.5668821848223711,1
2014,01,029,0.7378159952372938,1
2014,01,031,0.5844070326583155,1
2014,01,033,0.7561648223439804,1
2014,01,035,0.6209629383999737,1
2014,01,037,0.6499489257157189,1
2014,01,039,0.6161342996876877,1
2014,01,041,0.6412432209915747,1
2014,01,043,0.6616751086368631,1
2014,01,045,0.9277203781586987,1
2014,01,047,0.6451061319614035,1
2014,01,049,0.6124435727339561,1
2014,01,051,0.5831946825789385,1
2014,01,053,0.6789066029474051,1
2014,01,055,0.631033135443839,1
2014,01,057,0.5900596506413436,1
2014,01,059,0.6045455667782015,1
2014,01,061,0.5460729251248577,1
2014,01,063,0.5552934519128847,1
2014,01,065,0.5968228041661336,1
2014,01,067,0.6798723306898624,1
2014,01,069,0.699507027995891,1
2014,01,071,0.6244479712743828,1
2014,01,073,0.8912761481931732,1
2014,01,075,0.673112236492662,1
2014,01,077,0.5929019629742573,1
2014,01,079,0.8389529995747432,1
2014,01,081,0.6225101575277829,1
2014,01,083,0.7769307123515329,1
2014,01,085,0.7674584053526946,1
2014,01,087,0.7397474507222082,1
2014,01,089,0.9804125655864581,1
2014,01,091,0.6943582468267202,1
2014,01,093,0.5948882893536296,1
2014,01,095,0.6148203819649432,1
2014,01,097,0.7670736040878591,1
2014,01,099,0.7271929900702647,1
2014,01,101,0.7591665378278756,1
2014,01,103,0.7579177666612738,1
2014,01,105,0.5427389912609413,1
2014,01,107,0.6547634093859754,1
2014,01,109,0.7001526132814634,1
2014,01,111,0.5726765512771141,1
2014,01,113,0.6066057407977121,1
2014,01,115,0.6042086771493598,1
2014,01,117,0.8402419311187175,1
2014,01,119,0.648323134116472,1
2014,01,121,0.809269574479738,1
2014,01,123,0.591991106126258,1
2014,01,125,0.7526751493400856,1
2014,01,127,0.6375016914579533,1
2014,01,129,1.042405667101449,1
2014,01,131,0.743610361692037,1
2014,01,133,0.5832995564441433,1
2014,02,013,0.5589896509396144,1
2014,02,016,0.6828782597302502,1
2014,02,020,0.8336486574650127,1
2014,02,050,0.5605611829140018,1
2014,02,060,0.6570721847265494,1
2014,02,068,0.6838683012013296,1
2014,02,070,0.6225096049668646,1
2014,02,090,0.7500104559567734,1
2014,02,100,0.5563475870265522,1
2014,02,105,0.5439703732905858,1
2014,02,110,0.7280365271297757,1
2014,02,122,0.7356351074398341,1
2014,02,130,0.6614282261218485,1
2014,02,150,0.6749351799383052,1
2014,02,164,0.619932975750617,1
2014,02,170,0.6395034574668282,1
2014,02,180,0.654276853267643,1
2014,02,185,1.5170655412788419,1
2014,02,188,0.9565104012685175,1
2014,02,195,0.6314595472903335,1
2014,02,198,0.5996068278239207,1
2014,02,220,0.6740028455820286,1
2014,02,230,0.5885766914923392,1
2014,02,240,0.990859552476943,1
2014,02,261,0.7875565613146146,1
2014,02,270,NA,NA
2014,02,275,0.6191049152481919,1
2014,02,282,0.5932937846795634,1
2014,02,290,0.6726798692441178,1
2014,04,001,0.6799927997947498,1
2014,04,003,0.6988923385775567,1
2014,04,005,0.6055838790072595,1
2014,04,007,0.6434411716485208,1
2014,04,009,0.6450888181174151,1
2014,04,011,1.1573881137447002,1
2014,04,012,0.5460910322550101,1
2014,04,013,0.7817817805171221,1
2014,04,015,0.5928241682394484,1
2014,04,017,0.6059570897272841,1
2014,04,019,0.7072344058455418,1
2014,04,021,0.6130815015634273,1
2014,04,023,0.727020258278931,1
2014,04,025,0.5834771327982111,1
2014,04,027,0.5795686886777067,1
2014,05,001,0.7300379617900877,1
2014,05,003,0.7480142727507192,1
2014,05,005,0.620930516759431,1
2014,05,007,1.0004106701485063,1
2014,05,009,0.6878294979108674,1
2014,05,011,0.5794565802212918,1
2014,05,013,0.9330387416625845,1
2014,05,015,0.5268896078869317,1
2014,05,017,0.5632577434331183,1
2014,05,019,0.6129569110555481,1
2014,05,021,0.5672524792021475,1
2014,05,023,0.5887644565240459,1
2014,05,025,0.5492091121337372,1
2014,05,027,0.7260432260210585,1
2014,05,029,0.6749641960963377,1
2014,05,031,0.6720523881599206,1
2014,05,033,0.6420195329935575,1
2014,05,035,0.6010540895554717,1
2014,05,037,0.6031734088487034,1
2014,05,039,0.5582643237218318,1
2014,05,041,0.6241774639108137,1
2014,05,043,0.6042037850656677,1
2014,05,045,0.7144175488127865,1
2014,05,047,0.6628719689590944,1
2014,05,049,0.5013393390131656,1
2014,05,051,0.614604423297463,1
2014,05,053,0.6553364785957851,1
2014,05,055,0.6543495260677794,1
2014,05,057,0.6419076446396049,1
2014,05,059,0.641185631722529,1
2014,05,061,0.5802353704514924,1
2014,05,063,0.6511419303517609,1
2014,05,065,0.5712472149711767,1
2014,05,067,0.6701169252546496,1
2014,05,069,0.7299863511902804,1
2014,05,071,0.5850840533595534,1
2014,05,073,0.6251761478530711,1
2014,05,075,0.5692498470866622,1
2014,05,077,0.6241774639108137,1
2014,05,079,0.6130706368004508,1
2014,05,081,0.9117984392809168,1
2014,05,083,0.5802353704514924,1
2014,05,085,0.5816581380039934,1
2014,05,087,0.5561077777696265,1
