year,state,county,state_name,county_name,ec_county,ec_se_county,data_quality
2022,05,043,Arkansas,Drew County,0.71228999,0.01145,1
2022,05,045,Arkansas,Faulkner County,0.83756,0.0068000001,1
2022,05,047,Arkansas,Franklin County,0.75325,0.01242,1
2022,05,049,Arkansas,Fulton County,0.73201001,0.01442,1
2022,05,051,Arkansas,Garland County,0.70425999,0.0076700002,1
2022,05,053,Arkansas,Grant County,0.82261002,0.01205,1
2022,05,055,Arkansas,Greene County,0.74122,0.0098299999,1
2022,05,057,Arkansas,Hempstead County,0.57415003,0.01076,1
2022,05,059,Arkansas,Hot Spring County,0.68937999,0.0096800001,1
2022,05,061,Arkansas,Howard County,0.62585002,0.01231,1
2022,05,063,Arkansas,Independence County,0.72654998,0.01068,1
2022,05,065,Arkansas,Izard County,0.73961002,0.01377,1
2022,05,067,Arkansas,Jackson County,0.64454001,0.01344,1
2022,05,069,Arkansas,Jefferson County,0.57021999,0.0070199999,1
2022,05,071,Arkansas,Johnson County,0.63472998,0.01176,1
2022,05,073,Arkansas,Lafayette County,0.64393997,0.01561,1
2022,05,075,Arkansas,Lawrence County,0.72068,0.0124,1
2022,05,077,Arkansas,Lee County,0.52933002,0.01403,1
2022,05,079,Arkansas,Lincoln County,0.65166003,0.01373,1
2022,05,081,Arkansas,Little River County,0.71503001,0.0125,1
2022,05,083,Arkansas,Logan County,0.72668999,0.01237,1
2022,05,085,Arkansas,Lonoke County,0.84548002,0.0077,1
2022,05,087,Arkansas,Madison County,0.79619998,0.01411,1
2022,05,089,Arkansas,Marion County,0.71357,0.01316,1
2022,05,091,Arkansas,Miller County,0.64515001,0.0081099998,1
2022,05,093,Arkansas,Mississippi County,0.57393003,0.0086000003,1
2022,05,095,Arkansas,Monroe County,0.55575001,0.01507,1
2022,05,097,Arkansas,Montgomery County,0.69204998,0.016759999,1
2022,05,099,Arkansas,Nevada County,0.61993998,0.01364,1
2022,05,101,Arkansas,Newton County,0.76115,0.0187,1
2022,05,103,Arkansas,Ouachita County,0.63314998,0.01026,1
2022,05,105,Arkansas,Perry County,0.77210999,0.01657,1
2022,05,107,Arkansas,Phillips County,0.49533999,0.01083,1
2022,05,109,Arkansas,Pike County,0.66134,0.01435,1
2022,05,111,Arkansas,Poinsett County,0.64930999,0.01023,1
2022,05,113,Arkansas,Polk County,0.69538999,0.01287,1
2022,05,115,Arkansas,Pope County,0.74772,0.0090100002,1
2022,05,117,Arkansas,Prairie County,0.70025998,0.01699,1
2022,05,119,Arkansas,Pulaski County,0.68171,0.0052200002,1
2022,05,121,Arkansas,Randolph County,0.72465003,0.0128,1
2022,05,123,Arkansas,St. Francis County,0.53117001,0.0098999999,1
2022,05,125,Arkansas,Saline County,0.79585999,0.0076799998,1
2022,05,127,Arkansas,Scott County,0.65103,0.01749,1
2022,05,129,Arkansas,Searcy County,0.70889002,0.01805,1
2022,05,131,Arkansas,Sebastian County,0.73863,0.0073600002,1
2022,05,133,Arkansas,Sevier County,0.62248999,0.01345,1
2022,05,135,Arkansas,Sharp County,0.70662999,0.01132,1
2022,05,137,Arkansas,Stone County,0.71987998,0.016489999,1
2022,05,139,Arkansas,Union County,0.68690997,0.0096800001,1
2022,05,141,Arkansas,Van Buren County,0.71042001,0.0142,1
2022,05,143,Arkansas,Washington County,0.80754,0.0071,1
2022,05,145,Arkansas,White County,0.79613,0.0084600002,1
2022,05,147,Arkansas,Woodruff County,0.64192998,0.017859999,1
2022,05,149,Arkansas,Yell County,0.63029999,0.01202,1
2022,06,001,California,Alameda County,0.91564,0.0075599998,1
2022,06,003,California,Alpine County,NA,NA,NA
2022,06,005,California,Amador County,0.92817998,0.01264,1
2022,06,007,California,Butte County,0.80008,0.0077300002,1
2022,06,009,California,Calaveras County,0.92421001,0.01084,1
2022,06,011,California,Colusa County,0.58380002,0.015699999,1
2022,06,013,California,Contra Costa County,0.88687998,0.00765,1
2022,06,015,California,Del Norte County,0.63748002,0.01339,1
2022,06,017,California,El Dorado County,1.01846,0.0090600001,1
2022,06,019,California,Fresno County,0.57849997,0.0063299998,1
2022,06,021,California,Glenn County,0.63274997,0.01218,1
2022,06,023,California,Humboldt County,0.81883001,0.0077999998,1
2022,06,025,California,Imperial County,0.73171002,0.0103,1
2022,06,027,California,Inyo County,0.79105997,0.01605,1
2022,06,029,California,Kern County,0.6207,0.0070000002,1
2022,06,031,California,Kings County,0.61815,0.0085899998,1
2022,06,033,California,Lake County,0.65311998,0.01059,1
2022,06,035,California,Lassen County,0.81195998,0.01318,1
2022,06,037,California,Los Angeles County,0.73580003,0.0064400001,1
2022,06,039,California,Madera County,0.56068999,0.00923,1
2022,06,041,California,Marin County,0.81247997,0.01304,1
2022,06,043,California,Mariposa County,0.95354998,0.01491,1
2022,06,045,California,Mendocino County,0.69420999,0.0097599998,1
2022,06,047,California,Merced County,0.63156003,0.0078299996,1
2022,06,049,California,Modoc County,0.66933,0.01763,1
2022,06,051,California,Mono County,0.9637,0.018340001,1
2022,06,053,California,Monterey County,0.61296999,0.0091199996,1
2022,06,055,California,Napa County,0.80387002,0.01152,1
2022,06,057,California,Nevada County,1.01335,0.0096000005,1
2022,06,059,California,Orange County,0.85553998,0.0073099998,1
2022,06,061,California,Placer County,1.0711,0.0079500005,1
2022,06,063,California,Plumas County,0.89507997,0.01575,1
2022,06,065,California,Riverside County,0.74834001000000006,0.00655,1
2022,06,067,California,Sacramento County,0.81634998,0.0061699999,1
2022,06,069,California,San Benito County,0.82344002,0.01368,1
2022,06,071,California,San Bernardino County,0.73532999,0.0064400001,1
2022,06,073,California,San Diego County,0.90846002,0.0064099999,1
2022,06,075,California,San Francisco County,1.31244,0.0085199997,1
2022,06,077,California,San Joaquin County,0.72867,0.00728,1
2022,06,079,California,San Luis Obispo County,0.93507999,0.0095300004,1
2022,06,081,California,San Mateo County,1.16289,0.0094499998000000009,1
2022,06,083,California,Santa Barbara County,0.72433001,0.0095199998,1
2022,06,085,California,Santa Clara County,1.15832,0.0085399998,1
2022,06,087,California,Santa Cruz County,0.81641001,0.0099900002,1
2022,06,089,California,Shasta County,0.79174,0.0080500003,1
2022,06,091,California,Sierra County,1.03074,0.027650001,1
2022,06,093,California,Siskiyou County,0.74171001,0.01151,1
2022,06,095,California,Solano County,0.87462997,0.0074800001,1
2022,06,097,California,Sonoma County,0.86228001,0.0086700004,1
2022,06,099,California,Stanislaus County,0.74586999,0.0073600002,1
2022,06,101,California,Sutter County,0.71074998,0.0094600003,1
2022,06,103,California,Tehama County,0.64851999,0.00923,1
2022,06,105,California,Trinity County,0.73521,0.01498,1
2022,06,107,California,Tulare County,0.54176003,0.0071999999,1
2022,06,109,California,Tuolumne County,0.9109,0.01192,1
2022,06,111,California,Ventura County,0.78140998,0.0085100001,1
2022,06,113,California,Yolo County,0.81755,0.00942,1
2022,06,115,California,Yuba County,0.72917002,0.0092399996,1
2022,08,001,Colorado,Adams County,0.81186002,0.0076700002,1
2022,08,003,Colorado,Alamosa County,0.73189002,0.01364,1
2022,08,005,Colorado,Arapahoe County,0.83072001,0.0073199999,1
2022,08,007,Colorado,Archuleta County,0.93331999,0.01651,1
2022,08,009,Colorado,Baca County,0.88227999,0.025350001,1
2022,08,011,Colorado,Bent County,0.65877998,0.019990001,1
2022,08,013,Colorado,Boulder County,1.1075,0.0088799996,1
2022,08,014,Colorado,Broomfield County,1.1688499,0.01368,1
2022,08,015,Colorado,Chaffee County,1.09936,0.01435,1
2022,08,017,Colorado,Cheyenne County,1.04763,0.03351,1
2022,08,019,Colorado,Clear Creek County,1.0602601,0.02348,1
2022,08,021,Colorado,Conejos County,0.75433999,0.020719999,1
2022,08,023,Colorado,Costilla County,NA,NA,NA
2022,08,025,Colorado,Crowley County,0.75880998,0.024219999,1
2022,08,027,Colorado,Custer County,1.0331399000000001,0.024189999,1
2022,08,029,Colorado,Delta County,0.87716001,0.01277,1
2022,08,031,Colorado,Denver County,0.90732002,0.00654,1
2022,08,033,Colorado,Dolores County,0.94189,0.031490002,1
2022,08,035,Colorado,Douglas County,1.3532701,0.0092900004,1
2022,08,037,Colorado,Eagle County,0.87858999,0.01445,1
2022,08,039,Colorado,Elbert County,1.15659,0.024569999,1
2022,08,041,Colorado,El Paso County,0.96052998,0.0059400001,1
2022,08,043,Colorado,Fremont County,0.87696999,0.01148,1
2022,08,045,Colorado,Garfield County,0.80632001,0.01291,1
2022,08,047,Colorado,Gilpin County,1.07927,0.02802,1
2022,08,049,Colorado,Grand County,1.10788,0.015,1
2022,08,051,Colorado,Gunnison County,1.24836,0.01481,1
NA,08,053,Colorado,Hinsdale County,NA,NA,NA
2022,08,055,Colorado,Huerfano County,0.78763002,0.02062,1
2022,08,057,Colorado,Jackson County,NA,NA,NA
2022,08,059,Colorado,Jefferson County,1.11146,0.0073699998,1
2022,08,061,Colorado,Kiowa County,NA,NA,NA
2022,08,063,Colorado,Kit Carson County,0.95122999,0.021029999,1
2022,08,065,Colorado,Lake County,0.88313001,0.021020001,1
2022,08,067,Colorado,La Plata County,1.04206,0.01123,1
2022,08,069,Colorado,Larimer County,1.123,0.0077300002,1
2022,08,071,Colorado,Las Animas County,0.76256001,0.016380001,1
2022,08,073,Colorado,Lincoln County,0.96450001,0.024599999,1
2022,08,075,Colorado,Logan County,0.96489,0.01422,1
2022,08,077,Colorado,Mesa County,0.91115999,0.0085300002,1
NA,08,079,Colorado,Mineral County,NA,NA,NA
2022,08,081,Colorado,Moffat County,0.88957,0.016410001,1
2022,08,083,Colorado,Montezuma County,0.74285001,0.01406,1
2022,08,085,Colorado,Montrose County,0.82997,0.01247,1
2022,08,087,Colorado,Morgan County,0.81336999,0.01474,1
2022,08,089,Colorado,Otero County,0.71502,0.01329,1
2022,08,091,Colorado,Ouray County,1.2136199,0.02345,1
2022,08,093,Colorado,Park County,1.15571,0.01596,1
2022,08,095,Colorado,Phillips County,0.84065998,0.032790001,1
2022,08,097,Colorado,Pitkin County,1.2436399,0.01427,1
2022,08,099,Colorado,Prowers County,0.73517001,0.015629999,1
2022,08,101,Colorado,Pueblo County,0.73233002,0.0077,1
2022,08,103,Colorado,Rio Blanco County,1.01608,0.020640001,1
2022,08,105,Colorado,Rio Grande County,0.76765001,0.01639,1
2022,08,107,Colorado,Routt County,1.16202,0.01418,1
2022,08,109,Colorado,Saguache County,0.76845998,0.01974,1
2022,08,111,Colorado,San Juan County,NA,NA,NA
2022,08,113,Colorado,San Miguel County,1.2128,0.0195,1
2022,08,115,Colorado,Sedgwick County,0.97241998,0.03167,1
2022,08,117,Colorado,Summit County,1.00858,0.01531,1
2022,08,119,Colorado,Teller County,1.04694,0.01398,1
2022,08,121,Colorado,Washington County,1.06846,0.027410001,1
2022,08,123,Colorado,Weld County,0.87436998,0.0085199997,1
2022,08,125,Colorado,Yuma County,0.81590003,0.01976,1
2022,09,001,Connecticut,Fairfield County,0.70120001,0.0071,1
2022,09,003,Connecticut,Hartford County,0.77675003,0.0063999998,1
2022,09,005,Connecticut,Litchfield County,1.08725,0.0094499998000000009,1
2022,09,007,Connecticut,Middlesex County,1.1066999,0.0096899997,1
2022,09,009,Connecticut,New Haven County,0.79593003,0.0061599999,1
2022,09,011,Connecticut,New London County,0.98711002,0.0076000001,1
2022,09,013,Connecticut,Tolland County,1.17711,0.01038,1
2022,09,015,Connecticut,Windham County,0.95749003,0.0092200004,1
2022,10,001,Delaware,Kent County,0.79290998,0.0069800001,1
2022,10,003,Delaware,New Castle County,0.83468997,0.00667,1
2022,10,005,Delaware,Sussex County,0.71723998,0.0075400001,1
2022,11,001,District of Columbia,District of Columbia,0.99615997,0.0057899999,1
2022,12,001,Florida,Alachua County,0.81159002,0.0064500002,1
2022,12,003,Florida,Baker County,0.66503,0.01154,1
2022,12,005,Florida,Bay County,0.70344001,0.00716,1
2022,12,007,Florida,Bradford County,0.61645001,0.0111,1
2022,12,009,Florida,Brevard County,0.78833997,0.0060000001,1
2022,12,011,Florida,Broward County,0.75189,0.0055,1
2022,12,013,Florida,Calhoun County,0.58503997,0.01448,1
2022,12,015,Florida,Charlotte County,0.77934003,0.0076100002,1
2022,12,017,Florida,Citrus County,0.69256002,0.0078800004,1
2022,12,019,Florida,Clay County,0.79848999,0.00667,1
2022,12,021,Florida,Collier County,0.65601999,0.0083400002,1
2022,12,023,Florida,Columbia County,0.58517998,0.0083799995,1
2022,12,027,Florida,DeSoto County,0.42908001,0.01046,1
2022,12,029,Florida,Dixie County,0.51828998,0.01301,1
2022,12,031,Florida,Duval County,0.67084002,0.0050900001,1
2022,12,033,Florida,Escambia County,0.68265998,0.00581,1
2022,12,035,Florida,Flagler County,0.82933998,0.0085399998,1
2022,12,037,Florida,Franklin County,0.57659,0.016589999,1
2022,12,039,Florida,Gadsden County,0.41552001,0.0085699996,1
2022,12,041,Florida,Gilchrist County,0.62075001,0.01191,1
2022,12,043,Florida,Glades County,0.50062001,0.01613,1
2022,12,045,Florida,Gulf County,0.66769999,0.01382,1
2022,12,047,Florida,Hamilton County,0.48493999,0.01188,1
2022,12,049,Florida,Hardee County,0.45475999,0.01042,1
2022,12,051,Florida,Hendry County,0.43957999,0.0089499997,1
2022,12,053,Florida,Hernando County,0.73304999,0.0070600002,1
2022,12,055,Florida,Highlands County,0.60219997,0.0087000001,1
2022,12,057,Florida,Hillsborough County,0.67980999,0.00538,1
2022,12,059,Florida,Holmes County,0.59316999,0.01212,1
2022,12,061,Florida,Indian River County,0.70945001,0.0081900004,1
2022,12,063,Florida,Jackson County,0.55905998,0.0087099997,1
2022,12,065,Florida,Jefferson County,0.61988997,0.01449,1
2022,12,067,Florida,Lafayette County,0.56705999,0.019339999,1
2022,12,069,Florida,Lake County,0.73413002,0.0062699998,1
2022,12,071,Florida,Lee County,0.67043,0.0063100001,1
2022,12,073,Florida,Leon County,0.75659001,0.0061499998,1
2022,12,075,Florida,Levy County,0.60833001,0.0093200002,1
2022,12,077,Florida,Liberty County,0.62063003,0.018650001,1
2022,12,079,Florida,Madison County,0.49355999,0.0112,1
2022,12,081,Florida,Manatee County,0.66821998,0.0070099998,1
2022,12,083,Florida,Marion County,0.62976998,0.0062299999,1
2022,12,085,Florida,Martin County,0.78965002,0.0088499999,1
2022,12,086,Florida,Miami-Dade County,0.58605999,0.0063700001,1
2022,12,087,Florida,Monroe County,0.78771001,0.0092799999,1
2022,12,089,Florida,Nassau County,0.85834002,0.0088999998,1
2022,12,091,Florida,Okaloosa County,0.83223999,0.00673,1
2022,12,093,Florida,Okeechobee County,0.50796998,0.0096300002,1
2022,12,095,Florida,Orange County,0.74878001,0.0051799999,1
2022,12,097,Florida,Osceola County,0.73128003,0.0061499998,1
2022,12,099,Florida,Palm Beach County,0.68330997,0.0060200002,1
2022,12,101,Florida,Pasco County,0.76490003,0.00624,1
2022,12,103,Florida,Pinellas County,0.78494,0.00551,1
2022,12,105,Florida,Polk County,0.61522001,0.0056400001,1
2022,12,107,Florida,Putnam County,0.49083999,0.0078699999,1
2022,12,109,Florida,St. Johns County,0.97408003,0.00752,1
2022,12,111,Florida,St. Lucie County,0.66801,0.0065299999,1
2022,12,113,Florida,Santa Rosa County,0.86142999,0.0070500001,1
2022,12,115,Florida,Sarasota County,0.81924999,0.0070600002,1
2022,12,117,Florida,Seminole County,0.84119999,0.00599,1
2022,12,119,Florida,Sumter County,0.66283,0.01027,1
2022,12,121,Florida,Suwannee County,0.56638998,0.0094799995,1
2022,12,123,Florida,Taylor County,0.53534001,0.01237,1
2022,12,125,Florida,Union County,0.64183003,0.0115,1
2022,12,127,Florida,Volusia County,0.72371,0.0057100002,1
2022,12,129,Florida,Wakulla County,0.75171,0.01166,1
2022,12,131,Florida,Walton County,0.75123,0.0098099997,1
2022,12,133,Florida,Washington County,0.60503,0.01039,1
2022,13,001,Georgia,Appling County,0.50406998,0.01115,1
2022,13,003,Georgia,Atkinson County,0.44181001,0.01291,1
2022,13,005,Georgia,Bacon County,0.46742001,0.01209,1
2022,13,007,Georgia,Baker County,NA,NA,NA
2022,13,009,Georgia,Baldwin County,0.51651001,0.0087000001,1
2022,13,011,Georgia,Banks County,0.73139,0.01228,1
2022,13,013,Georgia,Barrow County,0.77371001,0.0081900004,1
2022,13,015,Georgia,Bartow County,0.73395997,0.0079199998,1
2022,13,017,Georgia,Ben Hill County,0.42513999,0.0099999998,1
2022,13,019,Georgia,Berrien County,0.57459998,0.01074,1
2022,13,021,Georgia,Bibb County,0.48056999,0.00562,1
2022,13,023,Georgia,Bleckley County,0.56774998,0.01236,1
2022,13,025,Georgia,Brantley County,0.55225003,0.01168,1
2022,13,027,Georgia,Brooks County,0.46237001,0.01199,1
2022,13,029,Georgia,Bryan County,0.84745002,0.0087099997,1
2022,13,031,Georgia,Bulloch County,0.67528999,0.0078800004,1
2022,13,033,Georgia,Burke County,0.49522001,0.0098099997,1
2022,13,035,Georgia,Butts County,0.68724,0.0092399996,1
2022,13,037,Georgia,Calhoun County,NA,NA,NA
2022,13,039,Georgia,Camden County,0.81356001,0.0082,1
2022,13,043,Georgia,Candler County,0.54737997,0.01265,1
2022,13,045,Georgia,Carroll County,0.70406002,0.0070699998,1
2022,13,047,Georgia,Catoosa County,0.77608001,0.0092700003,1
2022,13,049,Georgia,Charlton County,0.59315997,0.0134,1
2022,13,051,Georgia,Chatham County,0.66373003,0.0056699999,1
2022,13,053,Georgia,Chattahoochee County,0.95985001,0.0094600003,1
2022,13,055,Georgia,Chattooga County,0.51730001,0.01112,1
2022,13,057,Georgia,Cherokee County,0.96524,0.0080599999,1
2022,13,059,Georgia,Clarke County,0.74735999,0.0068999999,1
2022,13,061,Georgia,Clay County,NA,NA,NA
2022,13,063,Georgia,Clayton County,0.54623002,0.0052999998,1
2022,13,065,Georgia,Clinch County,0.44760001,0.0136,1
2022,13,067,Georgia,Cobb County,0.79141998,0.0062099998,1
2022,13,069,Georgia,Coffee County,0.43913001,0.0082099997,1
2022,13,071,Georgia,Colquitt County,0.43972,0.0089800004,1
2022,13,073,Georgia,Columbia County,0.84439999,0.0069599999,1
2022,13,075,Georgia,Cook County,0.51209003,0.01099,1
2022,13,077,Georgia,Coweta County,0.79878002,0.0076100002,1
2022,13,079,Georgia,Crawford County,0.55186999,0.01677,1
2022,13,081,Georgia,Crisp County,0.38777,0.0087599996,1
2022,13,083,Georgia,Dade County,0.70831001,0.01341,1
2022,13,085,Georgia,Dawson County,0.93358999,0.01206,1
2022,13,087,Georgia,Decatur County,0.43533999,0.00942,1
2022,13,089,Georgia,DeKalb County,0.67078,0.00526,1
2022,13,091,Georgia,Dodge County,0.50563997,0.01131,1
2022,13,093,Georgia,Dooly County,0.40094,0.01219,1
2022,13,095,Georgia,Dougherty County,0.41666999,0.0056400001,1
2022,13,097,Georgia,Douglas County,0.70517999,0.0065100002,1
2022,13,099,Georgia,Early County,0.37959999,0.01152,1
2022,13,101,Georgia,Echols County,NA,NA,NA
2022,13,103,Georgia,Effingham County,0.78047001,0.0088900002,1
2022,13,105,Georgia,Elbert County,0.47905001,0.01057,1
2022,13,107,Georgia,Emanuel County,0.48594999,0.0093499999,1
